id,id2,condition
./op_12,12,deep
./op_13,13,deep
./op_14,14,deep
./op_25,25,shallow
./op_26,26,shallow
./op_27,27,shallow
./op_28,28,shallow
./op_5,5,deep
./op_6,6,deep
./op_A1,A1,translocated
./op_A3,A3,translocated
./op_B5,B5,translocated
./op_C4,C4,translocated
./op_E2,E2,translocated
./op_F6,F6,translocated
./op_OO1,OO1,control
./op_OO2,OO2,control
./op_OO3,OO3,control
./op_OO4,OO4,control
./op_OO5,OO5,control
./op_OO6,OO6,control
