7530-872651
OS REV: 1.08 Sensor Cal: 1702281600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1721394540, +3.53, +31.533,   +88.7, +1168.0,   -88.0,  +268.0
1721395140, +3.53, +31.597,  +221.3, +1166.0,   -72.0,  +324.0
1721395740, +3.53, +31.573,  +173.6, +1168.0,  -122.0,  +224.0
1721396340, +3.53, +31.589,  +177.1, +1168.0,  -114.0,  +352.0
1721396940, +3.53, +31.628,  +158.4, +1168.0,  -112.0,  +304.0
1721397540, +3.53, +31.605,  +158.8, +1150.0,  -104.0,  +295.0
1721398140, +3.53, +31.557,  +145.1, +1164.0,   -32.0,  +369.0
1721398740, +3.53, +31.581,  +120.7, +1166.0,   -45.0,  +288.0
1721399340, +3.53, +31.589,   +72.8, +1164.0,  -152.0,  +184.0
1721399940, +3.53, +31.620,   +75.3, +1167.0,  -100.0,  +284.0
1721400540, +3.53, +31.628,   +53.0, +1168.0,   -80.0,  +270.0
1721401140, +3.53, +31.699,   +79.4, +1166.0,   -48.0,  +390.0
1721401740, +3.53, +31.834,   +48.8, +1166.0,   -48.0,  +392.0
1721402340, +3.53, +31.865,   +53.7, +1168.0,  -104.0,  +306.0
1721402940, +3.53, +31.865,   +28.7, +1168.0,   -32.0,  +312.0
1721403540, +3.53, +31.928,   +41.0, +1168.0,  -104.0,  +272.0
1721404140, +3.53, +31.912,   +32.5, +1171.0,   -98.0,  +272.0
1721404740, +3.53, +31.881,   +22.6, +1168.0,   -93.0,  +256.0
1721405340, +3.53, +31.881,   +17.0, +1163.0,   -64.0,  +324.0
1721405940, +3.53, +31.857,   +10.0, +1159.0,  -168.0,  +336.0
1721406540, +3.53, +31.778,   +10.8, +1168.0,   -96.0,  +360.0
1721407140, +3.53, +31.597,    +7.0, +1167.0,   -90.0,  +256.0
1721407740, +3.53, +31.359,    +3.5, +1168.0,   -96.0,  +334.0
1721408340, +3.53, +31.160,    +1.3, +1168.0,  -111.0,  +342.0
1721408940, +3.53, +31.049,    +0.2, +1167.0,   -80.0,  +262.0
1721409540, +3.53, +30.921,    -0.0, +1175.0,  -104.0,  +359.0
1721410140, +3.53, +30.817,    +0.0, +1167.0,  -125.0,  +225.0
1721410740, +3.53, +30.777,    +0.0, +1164.0,   -40.0,  +272.0
1721411340, +3.53, +30.761,    -0.0, +1167.0,  -143.0,  +275.0
1721411940, +3.53, +30.761,    +0.0, +1167.0,   -57.0,  +278.0
1721412540, +3.53, +30.785,    +0.1, +1168.0,   -64.0,  +304.0
1721413140, +3.53, +30.793,    +0.1, +1168.0,   -95.0,  +368.0
1721413740, +3.53, +30.785,    +0.1, +1164.0,   -64.0,  +268.0
1721414340, +3.53, +30.777,    +0.0, +1167.0,   -72.0,  +292.0
1721414940, +3.53, +30.761,    +0.0, +1168.0,  -114.0,  +252.0
1721415540, +3.53, +30.769,    -0.1, +1167.0,   -72.0,  +257.0
1721416140, +3.53, +30.785,    -0.1, +1169.0,   -93.0,  +349.0
1721416740, +3.53, +30.801,    -0.0, +1171.0,  -100.0,  +284.0
1721417340, +3.53, +30.817,    -0.1, +1164.0,   -78.0,  +255.0
1721417940, +3.53, +30.841,    -0.0, +1168.0,  -111.0,  +368.0
1721418540, +3.53, +30.857,    -0.1, +1168.0,  -110.0,  +307.0
1721419140, +3.53, +30.857,    +0.1, +1168.0,   -48.0,  +334.0
1721419740, +3.53, +30.849,    -0.2, +1167.0,   -63.0,  +307.0
1721420340, +3.53, +30.841,    -0.0, +1166.0,   -64.0,  +311.0
1721420940, +3.53, +30.817,    -0.1, +1167.0,   -64.0,  +360.0
1721421540, +3.53, +30.817,    -0.1, +1167.0,   -96.0,  +240.0
1721422140, +3.53, +30.817,    -0.0, +1166.0,   -68.0,  +230.0
1721422740, +3.53, +30.809,    +0.0, +1166.0,   -79.0,  +224.0
1721423340, +3.53, +30.785,    +0.0, +1166.0,   -64.0,  +400.0
1721423940, +3.53, +30.761,    +0.0, +1164.0,  -124.0,  +198.0
1721424540, +3.53, +30.737,    -0.1, +1167.0,  -152.0,  +239.0
1721425140, +3.53, +30.713,    +0.1, +1166.0,   -45.0,  +304.0
1721425740, +3.53, +30.713,    -0.1, +1169.0,   -96.0,  +336.0
1721426340, +3.53, +30.721,    +0.0, +1168.0,   -64.0,  +332.0
1721426940, +3.53, +30.737,    -0.1, +1168.0,   -80.0,  +256.0
1721427540, +3.53, +30.753,    -0.0, +1167.0,  -104.0,  +190.0
1721428140, +3.53, +30.769,    +0.0, +1171.0,   -77.0,  +302.0
1721428740, +3.53, +30.777,    -0.1, +1167.0,   -52.0,  +279.0
1721429340, +3.53, +30.761,    +0.0, +1168.0,   -93.0,  +295.0
1721429940, +3.53, +30.737,    +0.0, +1164.0,   -52.0,  +364.0
1721430540, +3.53, +30.737,    -0.1, +1167.0,   -52.0,  +268.0
1721431140, +3.53, +30.729,    +0.0, +1168.0,   -64.0,  +246.0
1721431740, +3.53, +30.737,    +0.0, +1171.0,   -96.0,  +284.0
1721432340, +3.53, +30.737,    -0.0, +1168.0,   -64.0,  +336.0
1721432940, +3.53, +30.721,    -0.1, +1166.0,   -48.0,  +304.0
1721433540, +3.53, +30.705,    -0.1, +1166.0,  -112.0,  +416.0
1721434140, +3.53, +30.689,    -0.1, +1168.0,   -88.0,  +324.0
1721434740, +3.53, +30.697,    +0.1, +1168.0,   -92.0,  +336.0
1721435340, +3.53, +30.697,    +0.0, +1168.0,   -80.0,  +366.0
1721435940, +3.53, +30.689,    +0.0, +1168.0,   -84.0,  +399.0
1721436540, +3.53, +30.657,    +0.0, +1168.0,   -88.0,  +320.0
1721437140, +3.53, +30.673,    -0.0, +1167.0,   -64.0,  +248.0
1721437740, +3.53, +30.681,    -0.1, +1171.0,  -114.0,  +280.0
1721438340, +3.53, +30.681,    -0.0, +1171.0,  -104.0,  +284.0
1721438940, +3.53, +30.697,    +0.0, +1167.0,   -48.0,  +344.0
1721439540, +3.53, +30.697,    -0.0, +1166.0,  -128.0,  +222.0
1721440140, +3.53, +30.697,    -0.1, +1166.0,   -60.0,  +268.0
1721440740, +3.53, +30.681,    -0.1, +1166.0,   -80.0,  +408.0
1721441340, +3.53, +30.673,    +0.0, +1167.0,  -112.0,  +295.0
1721441940, +3.53, +30.657,    +0.1, +1167.0,   -60.0,  +252.0
1721442540, +3.53, +30.633,    +0.0, +1166.0,  -104.0,  +360.0
1721443140, +3.53, +30.617,    +0.2, +1164.0,   -77.0,  +238.0
1721443740, +3.53, +30.617,    +0.7, +1166.0,  -128.0,  +380.0
1721444340, +3.53, +30.633,    +3.3, +1168.0,   -40.0,  +344.0
1721444940, +3.53, +30.697,    +6.0, +1168.0,   -96.0,  +392.0
1721445540, +3.53, +30.753,   +11.4, +1168.0,   -96.0,  +256.0
