7530-872651
OS REV: 1.08 Sensor Cal: 1702281600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1724004540, +3.52, +30.705,    -0.0, +1171.0,   -48.0,  +292.0
1724005140, +3.52, +30.665,    -0.0, +1132.0,   -16.0,  +448.0
1724005740, +3.52, +30.633,    +0.1, +1103.0,  -160.0,  +126.0
1724006340, +3.52, +30.617,    +0.1, +1137.0,   -49.0,  +444.0
1724006940, +3.52, +30.617,    +0.1, +1132.0,   -13.0,  +540.0
1724007540, +3.52, +30.625,    -0.0, +1134.0,    -4.0,  +492.0
1724008140, +3.52, +30.617,    +0.0, +1132.0,   -63.0,  +460.0
1724008740, +3.52, +30.625,    -0.1, +1134.0,   -32.0,  +472.0
1724009340, +3.52, +30.617,    +0.0, +1136.0,   -16.0,  +467.0
1724009940, +3.52, +30.617,    +0.0, +1123.0,   -26.0,  +563.0
1724010540, +3.52, +30.625,    -0.0, +1136.0,   -24.0,  +391.0
1724011140, +3.52, +30.617,    -0.0, +1136.0,   -20.0,  +368.0
1724011740, +3.52, +30.625,    -0.0, +1132.0,   -36.0,  +355.0
1724012340, +3.52, +30.641,    -0.0, +1127.0,   -84.0,  +359.0
1724012940, +3.52, +30.649,    -0.0, +1134.0,   -40.0,  +423.0
1724013540, +3.52, +30.665,    -0.0, +1136.0,   -13.0,  +424.0
1724014140, +3.52, +30.689,    +0.1, +1164.0,    -8.0,  +408.0
1724014740, +3.52, +30.713,    -0.0, +1167.0,   -72.0,  +406.0
1724015340, +3.52, +30.713,    -0.1, +1128.0,    -8.0,  +518.0
1724015940, +3.52, +30.713,    -0.1, +1167.0,    -8.0,  +324.0
1724016540, +3.52, +30.705,    +0.1, +1167.0,   -16.0,  +312.0
1724017140, +3.52, +30.697,    +0.0, +1142.0,   -29.0,  +422.0
1724017740, +3.52, +30.689,    -0.0, +1169.0,   -58.0,  +294.0
1724018340, +3.52, +30.681,    -0.1, +1129.0,    +3.0,  +519.0
1724018940, +3.52, +30.673,    -0.0, +1127.0,    +6.0,  +414.0
1724019540, +3.52, +30.665,    +0.0, +1132.0,    -8.0,  +484.0
1724020140, +3.52, +30.673,    +0.1, +1134.0,   -40.0,  +428.0
1724020740, +3.52, +30.657,    -0.1, +1136.0,   -29.0,  +384.0
1724021340, +3.52, +30.649,    -0.0, +1134.0,   -25.0,  +355.0
1724021940, +3.52, +30.633,    +0.0, +1127.0,   -16.0,  +534.0
1724022540, +3.52, +30.609,    -0.0, +1139.0,   -44.0,  +359.0
1724023140, +3.52, +30.585,    +0.0, +1136.0,   -20.0,  +504.0
1724023740, +3.52, +30.569,    -0.0, +1136.0,   -32.0,  +374.0
1724024340, +3.52, +30.553,    -0.2, +1131.0,  -104.0,  +312.0
1724024940, +3.52, +30.545,    +0.1, +1134.0,   -18.0,  +316.0
1724025540, +3.52, +30.529,    +0.0, +1144.0,   -93.0,  +414.0
1724026140, +3.52, +30.513,    -0.1, +1136.0,    +0.0,  +408.0
1724026740, +3.52, +30.521,    +0.0, +1136.0,   +19.0,  +441.0
1724027340, +3.52, +30.505,    +0.0, +1139.0,   -56.0,  +424.0
1724027940, +3.52, +30.472,    +0.1, +1136.0,    +4.0,  +432.0
1724028540, +3.52, +30.448,    -0.1, +1135.0,   -48.0,  +368.0
1724029140, +3.52, +30.440,    -0.1, +1137.0,   -48.0,  +540.0
1724029740, +3.52, +30.424,    +0.0, +1136.0,   -36.0,  +312.0
1724030340, +3.52, +30.424,    -0.1, +1123.0,   -15.0,  +579.0
1724030940, +3.52, +30.416,    -0.0, +1127.0,   -84.0,  +224.0
1724031540, +3.52, +30.424,    -0.2, +1168.0,   -74.0,  +320.0
1724032140, +3.52, +30.424,    +0.0, +1167.0,   -32.0,  +391.0
1724032740, +3.52, +30.416,    +0.1, +1164.0,   -68.0,  +164.0
1724033340, +3.52, +30.432,    +0.1, +1167.0,   -32.0,  +304.0
1724033940, +3.52, +30.432,    -0.1, +1164.0,    -8.0,  +396.0
1724034540, +3.52, +30.440,    -0.0, +1136.0,   -48.0,  +492.0
1724035140, +3.52, +30.440,    +0.1, +1168.0,   -24.0,  +339.0
1724035740, +3.52, +30.424,    +0.1, +1128.0,   -29.0,  +276.0
1724036340, +3.52, +30.448,    +0.1, +1136.0,   -72.0,  +326.0
1724036940, +3.52, +30.448,    +0.2, +1168.0,   -64.0,  +340.0
1724037540, +3.52, +30.464,    +1.1, +1143.0,   -32.0,  +352.0
1724038140, +3.52, +30.456,    +2.6, +1143.0,   -13.0,  +364.0
1724038740, +3.52, +30.456,    +4.5, +1142.0,   -32.0,  +414.0
1724039340, +3.52, +30.456,    +7.5, +1135.0,   -13.0,  +526.0
1724039940, +3.52, +30.448,    +9.8, +1139.0,   -25.0,  +321.0
1724040540, +3.52, +30.456,   +13.7, +1143.0,   -63.0,  +339.0
1724041140, +3.52, +30.448,   +16.9, +1132.0,   -23.0,  +544.0
1724041740, +3.52, +30.448,   +19.7, +1143.0,   -56.0,  +384.0
1724042340, +3.52, +30.440,   +28.0, +1142.0,   -10.0,  +380.0
1724042940, +3.52, +30.432,   +31.0, +1139.0,    +4.0,  +451.0
1724043540, +3.52, +30.440,   +37.3, +1142.0,    -8.0,  +408.0
1724044140, +3.52, +30.424,   +39.8, +1139.0,   -13.0,  +448.0
1724044740, +3.52, +30.424,   +50.0, +1144.0,   -10.0,  +416.0
1724045340, +3.52, +30.432,   +39.9, +1136.0,    +0.0,  +264.0
1724045940, +3.52, +30.432,   +56.2, +1169.0,   -32.0,  +369.0
1724046540, +3.52, +30.432,   +67.1, +1139.0,   -24.0,  +406.0
1724047140, +3.52, +30.424,   +76.8, +1166.0,   -64.0,  +240.0
1724047740, +3.52, +30.432,   +87.2, +1144.0,   -32.0,  +364.0
1724048340, +3.52, +30.432,   +90.8, +1136.0,   -18.0,  +294.0
1724048940, +3.52, +30.424,   +85.3, +1136.0,    +3.0,  +318.0
1724049540, +3.52, +30.432,  +105.4, +1172.0,   -26.0,  +307.0
1724050140, +3.52, +30.424,  +111.3, +1139.0,   -29.0,  +345.0
1724050740, +3.52, +30.424,  +119.8, +1136.0,    +3.0,  +480.0
1724051340, +3.52, +30.416,  +128.1, +1137.0,   -20.0,  +486.0
1724051940, +3.52, +30.416,  +132.6, +1167.0,   -80.0,  +198.0
1724052540, +3.52, +30.416,  +142.0, +1137.0,    +0.0,  +488.0
1724053140, +3.52, +30.424,  +146.9, +1127.0,   -29.0,  +582.0
1724053740, +3.52, +30.424,  +155.6, +1136.0,   -16.0,  +288.0
1724054340, +3.52, +30.424,  +155.0, +1139.0,   -24.0,  +480.0
1724054940, +3.52, +30.424,  +174.6, +1136.0,   -36.0,  +307.0
1724055540, +3.52, +30.416,  +198.8, +1136.0,   -60.0,  +304.0
1724056140, +3.52, +30.416,  +215.2, +1132.0,   -18.0,  +534.0
1724056740, +3.52, +30.424,  +251.4, +1136.0,   +12.0,  +359.0
1724057340, +3.52, +30.424,  +256.0, +1124.0,   -88.0,  +214.0
1724057940, +3.52, +30.432,  +265.8, +1137.0,   -16.0,  +483.0
1724058540, +3.52, +30.440,  +275.7, +1142.0,    +0.0,  +396.0
1724059140, +3.52, +30.440,  +261.7, +1137.0,   -20.0,  +352.0
1724059740, +3.52, +30.464,  +267.2, +1136.0,    -4.0,  +499.0
1724060340, +3.52, +30.464,  +251.9, +1137.0,   -13.0,  +388.0
1724060940, +3.52, +30.472,  +242.8, +1142.0,   -32.0,  +371.0
1724061540, +3.52, +30.480,  +231.7, +1139.0,   -72.0,  +371.0
1724062140, +3.52, +30.489,  +229.2, +1136.0,   -16.0,  +502.0
1724062740, +3.52, +30.505,  +227.1, +1144.0,   -45.0,  +432.0
1724063340, +3.52, +30.505,  +153.3, +1136.0,   -16.0,  +352.0
1724063940, +3.52, +30.529,  +220.1, +1139.0,    +0.0,  +440.0
1724064540, +3.52, +30.529,  +154.2, +1137.0,    +0.0,  +304.0
1724065140, +3.52, +30.529,  +207.6, +1139.0,   +17.0,  +396.0
1724065740, +3.52, +30.561,  +203.0, +1144.0,   -48.0,  +406.0
1724066340, +3.52, +30.577,  +196.1, +1137.0,   -64.0,  +364.0
1724066940, +3.52, +30.577,  +193.2, +1136.0,   -42.0,  +408.0
1724067540, +3.52, +30.601,  +181.2, +1134.0,   -42.0,  +356.0
1724068140, +3.52, +30.577,  +175.6, +1136.0,   -36.0,  +400.0
1724068740, +3.52, +30.577,  +176.2, +1136.0,   -48.0,  +263.0
1724069340, +3.52, +30.577,  +171.2, +1136.0,   +12.0,  +432.0
1724069940, +3.52, +30.585,  +156.4, +1134.0,    +3.0,  +520.0
1724070540, +3.52, +30.601,  +161.8, +1112.0,   -96.0,  +176.0
1724071140, +3.52, +30.633,  +149.3, +1144.0,   -52.0,  +392.0
1724071740, +3.52, +30.673,  +136.7, +1136.0,   -57.0,  +352.0
1724072340, +3.52, +30.721,  +134.2, +1136.0,   -20.0,  +448.0
1724072940, +3.52, +30.769,  +126.6, +1129.0,   -18.0,  +313.0
1724073540, +3.52, +30.785,  +109.7, +1136.0,   -28.0,  +499.0
1724074140, +3.52, +30.825,  +102.6, +1159.0,    +4.0,  +416.0
1724074740, +3.52, +30.849,   +91.9, +1132.0,   -16.0,  +455.0
1724075340, +3.52, +30.889,   +90.0, +1112.0,   -93.0,  +248.0
1724075940, +3.52, +30.905,   +83.2, +1120.0,   -20.0,  +352.0
1724076540, +3.52, +30.913,   +79.6, +1131.0,   -50.0,  +304.0
1724077140, +3.52, +30.897,   +70.3, +1132.0,    +0.0,  +384.0
1724077740, +3.52, +30.889,   +60.8, +1132.0,   -24.0,  +480.0
1724078340, +3.52, +30.889,   +59.6, +1134.0,    -4.0,  +412.0
1724078940, +3.52, +30.905,   +46.7, +1132.0,   -29.0,  +462.0
1724079540, +3.52, +30.905,   +39.0, +1127.0,   +14.0,  +496.0
1724080140, +3.52, +30.921,   +31.1, +1104.0,    +8.0,  +632.0
1724080740, +3.52, +30.953,   +30.1, +1127.0,   -36.0,  +416.0
1724081340, +3.52, +30.969,   +24.4, +1128.0,   -48.0,  +286.0
1724081940, +3.52, +30.985,   +19.6, +1128.0,   -20.0,  +476.0
1724082540, +3.52, +31.001,   +17.0, +1120.0,    +0.0,  +504.0
1724083140, +3.52, +31.009,   +12.3, +1129.0,   -45.0,  +318.0
1724083740, +3.52, +31.009,    +7.9, +1088.0,   -24.0,  +736.0
1724084340, +3.52, +31.009,    +4.3, +1136.0,   -20.0,  +440.0
1724084940, +3.52, +31.009,    +1.8, +1127.0,   -25.0,  +391.0
1724085540, +3.52, +31.009,    +0.4, +1123.0,   -24.0,  +487.0
1724086140, +3.52, +31.009,    -0.1, +1167.0,   -16.0,  +328.0
1724086740, +3.52, +30.993,    -0.1, +1137.0,   -16.0,  +313.0
1724087340, +3.52, +30.985,    -0.0, +1168.0,   -24.0,  +263.0
1724087940, +3.52, +30.969,    +0.0, +1164.0,   -32.0,  +448.0
1724088540, +3.52, +30.937,    -0.1, +1166.0,   -45.0,  +216.0
1724089140, +3.52, +30.897,    +0.0, +1169.0,   -96.0,  +252.0
1724089740, +3.52, +30.897,    -0.1, +1167.0,   -32.0,  +355.0
1724090340, +3.52, +30.937,    -0.0, +1168.0,   -32.0,  +312.0
1724090940, +3.52, +30.961,    +0.1, +1120.0,   -44.0,  +368.0
