MiniDOT Logger Concatenated Data File								
Sensor:             7530-872651								
Concatenation Date: 2025Jan13 13:37:43 IST								
								
								
            Unix Timestamp	               UTC_Date_&_Time	          Israel Standard Time	       Battery	   Temperature	           PAR	  Acceleration X	  Acceleration Y	  Acceleration Z
                  (Second)	                        (none)	                        (none)	        (Volt)	       (deg C)	 (umol/(s m^2)	             (g)	             (g)	             (g)
1718871540	           2024-06-20 08:19:00	           2024-06-20 11:19:00	3.48	28.156	29.3	-122	1004	-280
1718872140	           2024-06-20 08:29:00	           2024-06-20 11:29:00	3.48	28.083	1.2	-1312	-80	336
1718872740	           2024-06-20 08:39:00	           2024-06-20 11:39:00	3.49	28.156	352.8	1167	-40	270
1718873340	           2024-06-20 08:49:00	           2024-06-20 11:49:00	3.49	28.148	405	1169	-120	260
1718873940	           2024-06-20 08:59:00	           2024-06-20 11:59:00	3.49	28.107	396.9	1167	-128	275
1718874540	           2024-06-20 09:09:00	           2024-06-20 12:09:00	3.49	28.066	373.3	1166	-8	304
1718875140	           2024-06-20 09:19:00	           2024-06-20 12:19:00	3.49	28.05	348.6	1164	0	305
1718875740	           2024-06-20 09:29:00	           2024-06-20 12:29:00	3.49	28.042	336.9	1167	-96	284
1718876340	           2024-06-20 09:39:00	           2024-06-20 12:39:00	3.49	28.017	324.4	1167	-32	272
1718876940	           2024-06-20 09:49:00	           2024-06-20 12:49:00	3.5	27.959	312.6	1169	-32	286
1718877540	           2024-06-20 09:59:00	           2024-06-20 12:59:00	3.5	27.918	312.9	1167	-92	288
1718878140	           2024-06-20 10:09:00	           2024-06-20 13:09:00	3.5	27.869	312.8	1094	6	424
1718878740	           2024-06-20 10:19:00	           2024-06-20 13:19:00	3.5	27.836	317.3	1096	-120	391
1718879340	           2024-06-20 10:29:00	           2024-06-20 13:29:00	3.5	27.828	326.4	1089	-64	423
1718879940	           2024-06-20 10:39:00	           2024-06-20 13:39:00	3.5	27.902	342.7	1168	-128	294
1718880540	           2024-06-20 10:49:00	           2024-06-20 13:49:00	3.5	27.959	356.6	1166	-41	311
1718881140	           2024-06-20 10:59:00	           2024-06-20 13:59:00	3.5	27.968	373.2	1164	-121	295
1718881740	           2024-06-20 11:09:00	           2024-06-20 14:09:00	3.5	28.033	399.6	1168	-52	291
1718882340	           2024-06-20 11:19:00	           2024-06-20 14:19:00	3.5	28.14	414.4	1164	-52	289
1718882940	           2024-06-20 11:29:00	           2024-06-20 14:29:00	3.5	28.165	419.7	1164	-24	336
1718883540	           2024-06-20 11:39:00	           2024-06-20 14:39:00	3.5	28.206	430.1	1160	17	316
1718884140	           2024-06-20 11:49:00	           2024-06-20 14:49:00	3.5	28.23	407.1	1142	-90	368
1718884740	           2024-06-20 11:59:00	           2024-06-20 14:59:00	3.5	28.247	403.2	1136	-25	384
1718885340	           2024-06-20 12:09:00	           2024-06-20 15:09:00	3.5	28.263	384.6	1100	16	428
1718885940	           2024-06-20 12:19:00	           2024-06-20 15:19:00	3.5	28.263	385.1	1159	-32	312
1718886540	           2024-06-20 12:29:00	           2024-06-20 15:29:00	3.5	28.271	351.8	1103	-25	409
1718887140	           2024-06-20 12:39:00	           2024-06-20 15:39:00	3.51	28.263	349.1	1121	-48	408
1718887740	           2024-06-20 12:49:00	           2024-06-20 15:49:00	3.51	28.263	328	1160	-10	304
1718888340	           2024-06-20 12:59:00	           2024-06-20 15:59:00	3.51	28.279	309.8	1126	-10	408
1718888940	           2024-06-20 13:09:00	           2024-06-20 16:09:00	3.51	28.296	299.4	1107	-68	416
1718889540	           2024-06-20 13:19:00	           2024-06-20 16:19:00	3.51	28.312	278.5	1158	24	348
1718890140	           2024-06-20 13:29:00	           2024-06-20 16:29:00	3.51	28.337	263.9	1145	7	352
1718890740	           2024-06-20 13:39:00	           2024-06-20 16:39:00	3.51	28.361	245.1	1134	88	400
1718891340	           2024-06-20 13:49:00	           2024-06-20 16:49:00	3.51	28.402	229	1096	-56	400
1718891940	           2024-06-20 13:59:00	           2024-06-20 16:59:00	3.51	28.427	222.9	1100	-52	416
1718892540	           2024-06-20 14:09:00	           2024-06-20 17:09:00	3.51	28.525	196.4	1095	3	412
1718893140	           2024-06-20 14:19:00	           2024-06-20 17:19:00	3.51	28.681	177.2	1092	-98	401
1718893740	           2024-06-20 14:29:00	           2024-06-20 17:29:00	3.51	28.787	156.4	1159	-24	332
1718894340	           2024-06-20 14:39:00	           2024-06-20 17:39:00	3.51	28.852	142.6	1153	-50	368
1718894940	           2024-06-20 14:49:00	           2024-06-20 17:49:00	3.51	28.868	124.6	1089	0	428
1718895540	           2024-06-20 14:59:00	           2024-06-20 17:59:00	3.51	28.917	86	1095	-29	415
1718896140	           2024-06-20 15:09:00	           2024-06-20 18:09:00	3.51	28.958	116.6	1095	-63	424
1718896740	           2024-06-20 15:19:00	           2024-06-20 18:19:00	3.51	28.975	88.6	1091	-32	384
1718897340	           2024-06-20 15:29:00	           2024-06-20 18:29:00	3.51	28.983	85.7	1095	-40	398
1718897940	           2024-06-20 15:39:00	           2024-06-20 18:39:00	3.51	28.991	55.9	1104	-26	419
1718898540	           2024-06-20 15:49:00	           2024-06-20 18:49:00	3.51	28.983	45.4	1091	136	352
1718899140	           2024-06-20 15:59:00	           2024-06-20 18:59:00	3.51	28.983	38.4	1087	-32	435
1718899740	           2024-06-20 16:09:00	           2024-06-20 19:09:00	3.51	28.983	28.6	1091	-32	419
1718900340	           2024-06-20 16:19:00	           2024-06-20 19:19:00	3.51	28.999	21.2	1103	-7	344
1718900940	           2024-06-20 16:29:00	           2024-06-20 19:29:00	3.51	29.007	13.6	1088	-48	392
1718901540	           2024-06-20 16:39:00	           2024-06-20 19:39:00	3.52	29.007	7.8	1076	48	448
1718902140	           2024-06-20 16:49:00	           2024-06-20 19:49:00	3.52	28.991	4.1	1091	-56	403
1718902740	           2024-06-20 16:59:00	           2024-06-20 19:59:00	3.52	28.991	1.4	1089	-68	414
1718903340	           2024-06-20 17:09:00	           2024-06-20 20:09:00	3.52	28.991	0.2	1088	-20	422
1718903940	           2024-06-20 17:19:00	           2024-06-20 20:19:00	3.52	28.991	0	1088	-40	409
1718904540	           2024-06-20 17:29:00	           2024-06-20 20:29:00	3.52	28.836	0	1095	-16	419
1718905140	           2024-06-20 17:39:00	           2024-06-20 20:39:00	3.52	28.574	0	1161	-79	316
1718905740	           2024-06-20 17:49:00	           2024-06-20 20:49:00	3.52	28.468	0.1	1095	-24	406
1718906340	           2024-06-20 17:59:00	           2024-06-20 20:59:00	3.52	28.427	0	1092	12	400
1718906940	           2024-06-20 18:09:00	           2024-06-20 21:09:00	3.52	28.394	0	1160	-26	302
1718907540	           2024-06-20 18:19:00	           2024-06-20 21:19:00	3.52	28.378	-0.1	1160	-25	305
1718908140	           2024-06-20 18:29:00	           2024-06-20 21:29:00	3.52	28.353	-0.2	1164	-28	307
1718908740	           2024-06-20 18:39:00	           2024-06-20 21:39:00	3.52	28.345	-0.1	1161	6	300
1718909340	           2024-06-20 18:49:00	           2024-06-20 21:49:00	3.52	28.345	0.1	1160	14	323
1718909940	           2024-06-20 18:59:00	           2024-06-20 21:59:00	3.52	28.345	0.1	1137	-64	384
1718910540	           2024-06-20 19:09:00	           2024-06-20 22:09:00	3.52	28.37	0	1164	12	270
1718911140	           2024-06-20 19:19:00	           2024-06-20 22:19:00	3.52	28.361	0.1	1116	-8	416
1718911740	           2024-06-20 19:29:00	           2024-06-20 22:29:00	3.52	28.37	0	1089	-24	403
1718912340	           2024-06-20 19:39:00	           2024-06-20 22:39:00	3.52	28.361	-0.1	1159	-61	320
1718912940	           2024-06-20 19:49:00	           2024-06-20 22:49:00	3.52	28.37	0	1159	-56	307
1718913540	           2024-06-20 19:59:00	           2024-06-20 22:59:00	3.52	28.37	-0.1	1161	-12	320
1718914140	           2024-06-20 20:09:00	           2024-06-20 23:09:00	3.52	28.378	0	1159	-72	336
1718914740	           2024-06-20 20:19:00	           2024-06-20 23:19:00	3.52	28.378	-0.1	1164	-47	313
1718915340	           2024-06-20 20:29:00	           2024-06-20 23:29:00	3.52	28.386	-0.1	1159	-61	334
1718915940	           2024-06-20 20:39:00	           2024-06-20 23:39:00	3.52	28.402	-0.1	1159	-13	320
1718916540	           2024-06-20 20:49:00	           2024-06-20 23:49:00	3.52	28.378	0	1144	14	348
1718917140	           2024-06-20 20:59:00	           2024-06-20 23:59:00	3.52	28.353	0	1100	-24	404
1718917740	           2024-06-20 21:09:00	           2024-06-21 00:09:00	3.52	28.361	-0.1	1164	-92	295
1718918340	           2024-06-20 21:19:00	           2024-06-21 00:19:00	3.52	28.337	0	1100	-13	406
1718918940	           2024-06-20 21:29:00	           2024-06-21 00:29:00	3.52	28.345	0.1	1142	40	355
1718919540	           2024-06-20 21:39:00	           2024-06-21 00:39:00	3.52	28.345	-0.1	1164	-32	308
1718920140	           2024-06-20 21:49:00	           2024-06-21 00:49:00	3.52	28.353	0	1120	-18	390
1718920740	           2024-06-20 21:59:00	           2024-06-21 00:59:00	3.52	28.353	0	1164	-80	304
1718921340	           2024-06-20 22:09:00	           2024-06-21 01:09:00	3.52	28.353	0	1159	0	327
1718921940	           2024-06-20 22:19:00	           2024-06-21 01:19:00	3.52	28.361	-0.1	1159	-23	320
1718922540	           2024-06-20 22:29:00	           2024-06-21 01:29:00	3.52	28.353	-0.1	1164	-16	316
1718923140	           2024-06-20 22:39:00	           2024-06-21 01:39:00	3.52	28.378	0.2	1095	-20	400
1718923740	           2024-06-20 22:49:00	           2024-06-21 01:49:00	3.52	28.37	0	1168	-90	268
1718924340	           2024-06-20 22:59:00	           2024-06-21 01:59:00	3.52	28.386	0	1164	-36	291
1718924940	           2024-06-20 23:09:00	           2024-06-21 02:09:00	3.52	28.386	0	1160	-8	320
1718925540	           2024-06-20 23:19:00	           2024-06-21 02:19:00	3.52	28.378	0	1164	-26	307
1718926140	           2024-06-20 23:29:00	           2024-06-21 02:29:00	3.52	28.378	0.1	1164	-32	304
1718926740	           2024-06-20 23:39:00	           2024-06-21 02:39:00	3.52	28.361	-0.1	1166	-50	291
1718927340	           2024-06-20 23:49:00	           2024-06-21 02:49:00	3.52	28.353	0.1	1158	12	312
1718927940	           2024-06-20 23:59:00	           2024-06-21 02:59:00	3.52	28.288	-0.1	1161	-64	295
1718928540	           2024-06-21 00:09:00	           2024-06-21 03:09:00	3.52	28.263	0.1	1159	0	320
1718929140	           2024-06-21 00:19:00	           2024-06-21 03:19:00	3.52	28.23	0.1	1168	-72	284
1718929740	           2024-06-21 00:29:00	           2024-06-21 03:29:00	3.52	28.222	0	1168	-80	284
1718930340	           2024-06-21 00:39:00	           2024-06-21 03:39:00	3.52	28.189	0.1	1164	-40	280
1718930940	           2024-06-21 00:49:00	           2024-06-21 03:49:00	3.52	28.189	0	1164	-80	312
1718931540	           2024-06-21 00:59:00	           2024-06-21 03:59:00	3.52	28.214	0	1159	32	320
1718932140	           2024-06-21 01:09:00	           2024-06-21 04:09:00	3.52	28.238	-0.1	1167	-34	283
1718932740	           2024-06-21 01:19:00	           2024-06-21 04:19:00	3.52	28.271	0	1095	-36	400
1718933340	           2024-06-21 01:29:00	           2024-06-21 04:29:00	3.52	28.271	0	1089	-88	401
1718933940	           2024-06-21 01:39:00	           2024-06-21 04:39:00	3.52	28.288	0	1159	-40	318
1718934540	           2024-06-21 01:49:00	           2024-06-21 04:49:00	3.52	28.288	0	1167	-56	288
1718935140	           2024-06-21 01:59:00	           2024-06-21 04:59:00	3.52	28.296	-0.2	1164	-47	312
1718935740	           2024-06-21 02:09:00	           2024-06-21 05:09:00	3.52	28.279	-0.1	1159	0	310
1718936340	           2024-06-21 02:19:00	           2024-06-21 05:19:00	3.52	28.279	0.1	1166	0	280
1718936940	           2024-06-21 02:29:00	           2024-06-21 05:29:00	3.52	28.23	0.4	1095	25	414
1718937540	           2024-06-21 02:39:00	           2024-06-21 05:39:00	3.52	28.148	1.7	1094	-64	419
1718938140	           2024-06-21 02:49:00	           2024-06-21 05:49:00	3.52	28.074	4.2	1136	-48	384
1718938740	           2024-06-21 02:59:00	           2024-06-21 05:59:00	3.52	28.042	8.1	1159	17	307
1718939340	           2024-06-21 03:09:00	           2024-06-21 06:09:00	3.52	28.025	12.5	1100	-36	398
1718939940	           2024-06-21 03:19:00	           2024-06-21 06:19:00	3.52	28.025	17.5	1160	-29	323
1718940540	           2024-06-21 03:29:00	           2024-06-21 06:29:00	3.52	28.017	24.2	1145	-64	352
1718941140	           2024-06-21 03:39:00	           2024-06-21 06:39:00	3.52	28.017	31	1164	-64	320
1718941740	           2024-06-21 03:49:00	           2024-06-21 06:49:00	3.52	28	39.8	1159	24	326
1718942340	           2024-06-21 03:59:00	           2024-06-21 06:59:00	3.52	27.984	54.1	1155	32	320
1718942940	           2024-06-21 04:09:00	           2024-06-21 07:09:00	3.52	27.943	66.4	1168	-71	270
1718943540	           2024-06-21 04:19:00	           2024-06-21 07:19:00	3.52	27.918	78.6	1164	-40	312
1718944140	           2024-06-21 04:29:00	           2024-06-21 07:29:00	3.52	27.902	84.7	1096	-36	414
1718944740	           2024-06-21 04:39:00	           2024-06-21 07:39:00	3.52	27.877	64.8	1095	-13	415
1718945340	           2024-06-21 04:49:00	           2024-06-21 07:49:00	3.52	27.828	112.9	1166	-32	307
1718945940	           2024-06-21 04:59:00	           2024-06-21 07:59:00	3.52	27.762	78.5	1089	32	412
1718946540	           2024-06-21 05:09:00	           2024-06-21 08:09:00	3.52	27.696	145.1	1107	-93	408
1718947140	           2024-06-21 05:19:00	           2024-06-21 08:19:00	3.52	27.647	157.7	1120	16	412
1718947740	           2024-06-21 05:29:00	           2024-06-21 08:29:00	3.52	27.614	177.8	1161	2	310
1718948340	           2024-06-21 05:39:00	           2024-06-21 08:39:00	3.52	27.597	186.7	1096	-32	408
1718948940	           2024-06-21 05:49:00	           2024-06-21 08:49:00	3.52	27.614	203.3	1102	-32	416
1718949540	           2024-06-21 05:59:00	           2024-06-21 08:59:00	3.52	27.696	216.9	1088	-8	407
1718950140	           2024-06-21 06:09:00	           2024-06-21 09:09:00	3.52	27.762	246.1	1099	-25	423
1718950740	           2024-06-21 06:19:00	           2024-06-21 09:19:00	3.52	27.885	248.8	1100	-25	406
1718951340	           2024-06-21 06:29:00	           2024-06-21 09:29:00	3.52	27.992	272.8	1167	8	272
1718951940	           2024-06-21 06:39:00	           2024-06-21 09:39:00	3.52	28.066	283.6	1164	-56	307
1718952540	           2024-06-21 06:49:00	           2024-06-21 09:49:00	3.52	28.091	309.6	1161	16	318
1718953140	           2024-06-21 06:59:00	           2024-06-21 09:59:00	3.52	28.115	321.8	1164	-20	312
1718953740	           2024-06-21 07:09:00	           2024-06-21 10:09:00	3.52	28.181	332.9	1155	64	344
1718954340	           2024-06-21 07:19:00	           2024-06-21 10:19:00	3.52	28.263	349	1095	-104	414
1718954940	           2024-06-21 07:29:00	           2024-06-21 10:29:00	3.52	28.312	359	1091	-58	408
1718955540	           2024-06-21 07:39:00	           2024-06-21 10:39:00	3.52	28.353	371.1	1094	-40	414
1718956140	           2024-06-21 07:49:00	           2024-06-21 10:49:00	3.52	28.37	376.3	1095	0	425
1718956740	           2024-06-21 07:59:00	           2024-06-21 10:59:00	3.52	28.394	389.6	1096	-93	423
1718957340	           2024-06-21 08:09:00	           2024-06-21 11:09:00	3.52	28.402	385.6	1094	-104	398
1718957940	           2024-06-21 08:19:00	           2024-06-21 11:19:00	3.52	28.378	388.7	1096	-144	423
1718958540	           2024-06-21 08:29:00	           2024-06-21 11:29:00	3.52	28.378	380.2	1094	-13	424
1718959140	           2024-06-21 08:39:00	           2024-06-21 11:39:00	3.52	28.37	360	1087	0	419
1718959740	           2024-06-21 08:49:00	           2024-06-21 11:49:00	3.52	28.378	340.2	1094	-32	412
1718960340	           2024-06-21 08:59:00	           2024-06-21 11:59:00	3.52	28.411	332.2	1091	0	424
1718960940	           2024-06-21 09:09:00	           2024-06-21 12:09:00	3.52	28.148	312.7	1159	0	327
1718961540	           2024-06-21 09:19:00	           2024-06-21 12:19:00	3.52	27.959	310.8	1167	-47	300
1718962140	           2024-06-21 09:29:00	           2024-06-21 12:29:00	3.52	28.132	311.4	1159	-31	313
1718962740	           2024-06-21 09:39:00	           2024-06-21 12:39:00	3.52	28.206	308.1	1144	17	380
1718963340	           2024-06-21 09:49:00	           2024-06-21 12:49:00	3.52	28.329	310.4	1089	16	416
1718963940	           2024-06-21 09:59:00	           2024-06-21 12:59:00	3.52	28.46	316.9	1091	-25	408
1718964540	           2024-06-21 10:09:00	           2024-06-21 13:09:00	3.52	28.492	320.7	1088	15	403
1718965140	           2024-06-21 10:19:00	           2024-06-21 13:19:00	3.52	28.607	336.4	1087	8	419
1718965740	           2024-06-21 10:29:00	           2024-06-21 13:29:00	3.52	28.754	349.6	1095	-58	400
1718966340	           2024-06-21 10:39:00	           2024-06-21 13:39:00	3.52	28.836	366.7	1091	-93	412
1718966940	           2024-06-21 10:49:00	           2024-06-21 13:49:00	3.52	28.901	416.2	1089	-64	391
1718967540	           2024-06-21 10:59:00	           2024-06-21 13:59:00	3.52	28.958	433.7	1092	-48	400
1718968140	           2024-06-21 11:09:00	           2024-06-21 14:09:00	3.52	28.991	457	1081	48	422
1718968740	           2024-06-21 11:19:00	           2024-06-21 14:19:00	3.52	29.023	457.7	1089	-16	414
1718969340	           2024-06-21 11:29:00	           2024-06-21 14:29:00	3.52	29.056	452.3	1087	-24	400
1718969940	           2024-06-21 11:39:00	           2024-06-21 14:39:00	3.52	29.08	444.1	1087	6	417
1718970540	           2024-06-21 11:49:00	           2024-06-21 14:49:00	3.52	29.089	423.9	1088	-57	412
1718971140	           2024-06-21 11:59:00	           2024-06-21 14:59:00	3.52	28.966	424.2	1088	-29	428
1718971740	           2024-06-21 12:09:00	           2024-06-21 15:09:00	3.52	28.934	411.3	1089	-88	416
1718972340	           2024-06-21 12:19:00	           2024-06-21 15:19:00	3.52	28.966	398.4	1087	-13	419
1718972940	           2024-06-21 12:29:00	           2024-06-21 15:29:00	3.52	28.966	377.6	1088	-64	399
1718973540	           2024-06-21 12:39:00	           2024-06-21 15:39:00	3.52	29.015	370.4	1091	-32	408
1718974140	           2024-06-21 12:49:00	           2024-06-21 15:49:00	3.52	29.089	353	1087	14	416
1718974740	           2024-06-21 12:59:00	           2024-06-21 15:59:00	3.52	29.137	327.2	1084	51	422
1718975340	           2024-06-21 13:09:00	           2024-06-21 16:09:00	3.52	29.129	309.3	1087	-29	396
1718975940	           2024-06-21 13:19:00	           2024-06-21 16:19:00	3.52	29.162	275.7	1084	19	420
1718976540	           2024-06-21 13:29:00	           2024-06-21 16:29:00	3.52	29.162	282.6	1089	-88	412
1718977140	           2024-06-21 13:39:00	           2024-06-21 16:39:00	3.52	29.203	256.9	1089	-52	408
1718977740	           2024-06-21 13:49:00	           2024-06-21 16:49:00	3.52	29.243	241.9	1086	22	412
1718978340	           2024-06-21 13:59:00	           2024-06-21 16:59:00	3.52	29.3	232.9	1087	-16	399
1718978940	           2024-06-21 14:09:00	           2024-06-21 17:09:00	3.52	29.341	205.3	1088	-124	399
1718979540	           2024-06-21 14:19:00	           2024-06-21 17:19:00	3.52	29.365	191.3	1086	15	408
1718980140	           2024-06-21 14:29:00	           2024-06-21 17:29:00	3.52	29.39	167.2	1088	-23	408
1718980740	           2024-06-21 14:39:00	           2024-06-21 17:39:00	3.52	29.398	150.1	1089	-50	423
1718981340	           2024-06-21 14:49:00	           2024-06-21 17:49:00	3.52	29.406	136.2	1087	0	419
1718981940	           2024-06-21 14:59:00	           2024-06-21 17:59:00	3.52	29.422	118.2	1087	-36	419
1718982540	           2024-06-21 15:09:00	           2024-06-21 18:09:00	3.52	29.422	103.4	1088	-40	398
1718983140	           2024-06-21 15:19:00	           2024-06-21 18:19:00	3.52	29.438	90.4	1086	15	419
1718983740	           2024-06-21 15:29:00	           2024-06-21 18:29:00	3.52	29.447	75.2	1088	-45	398
1718984340	           2024-06-21 15:39:00	           2024-06-21 18:39:00	3.52	29.447	59.4	1089	-63	416
1718984940	           2024-06-21 15:49:00	           2024-06-21 18:49:00	3.52	29.438	50.9	1087	-31	416
1718985540	           2024-06-21 15:59:00	           2024-06-21 18:59:00	3.52	29.438	39.9	1089	76	380
1718986140	           2024-06-21 16:09:00	           2024-06-21 19:09:00	3.52	29.43	30.8	1088	-50	399
1718986740	           2024-06-21 16:19:00	           2024-06-21 19:19:00	3.52	29.43	22.2	1086	1	403
1718987340	           2024-06-21 16:29:00	           2024-06-21 19:29:00	3.52	29.438	14.7	1087	14	392
1718987940	           2024-06-21 16:39:00	           2024-06-21 19:39:00	3.52	29.447	9.4	1089	-104	432
1718988540	           2024-06-21 16:49:00	           2024-06-21 19:49:00	3.52	29.447	4.8	1088	-84	430
1718989140	           2024-06-21 16:59:00	           2024-06-21 19:59:00	3.52	29.438	2	1087	7	398
1718989740	           2024-06-21 17:09:00	           2024-06-21 20:09:00	3.52	29.447	0.4	1088	-36	417
1718990340	           2024-06-21 17:19:00	           2024-06-21 20:19:00	3.52	29.447	0.1	1087	-80	428
1718990940	           2024-06-21 17:29:00	           2024-06-21 20:29:00	3.52	29.455	0.1	1080	38	403
1718991540	           2024-06-21 17:39:00	           2024-06-21 20:39:00	3.52	29.455	-0.1	1081	3	390
1718992140	           2024-06-21 17:49:00	           2024-06-21 20:49:00	3.52	29.447	0.1	1086	28	419
1718992740	           2024-06-21 17:59:00	           2024-06-21 20:59:00	3.52	29.447	0	1159	-24	311
1718993340	           2024-06-21 18:09:00	           2024-06-21 21:09:00	3.52	29.438	0.1	1086	-8	384
1718993940	           2024-06-21 18:19:00	           2024-06-21 21:19:00	3.52	29.422	-0.1	1088	-57	417
1718994540	           2024-06-21 18:29:00	           2024-06-21 21:29:00	3.52	29.398	0	1087	-88	448
1718995140	           2024-06-21 18:39:00	           2024-06-21 21:39:00	3.52	29.382	-0.1	1089	-80	424
1718995740	           2024-06-21 18:49:00	           2024-06-21 21:49:00	3.52	29.382	0	1088	-90	412
1718996340	           2024-06-21 18:59:00	           2024-06-21 21:59:00	3.52	29.373	0.1	1078	-45	448
1718996940	           2024-06-21 19:09:00	           2024-06-21 22:09:00	3.52	29.39	0	1084	28	406
1718997540	           2024-06-21 19:19:00	           2024-06-21 22:19:00	3.52	29.382	0	1087	-8	396
1718998140	           2024-06-21 19:29:00	           2024-06-21 22:29:00	3.52	29.39	0	1088	-68	408
1718998740	           2024-06-21 19:39:00	           2024-06-21 22:39:00	3.52	29.382	0	1087	-13	404
1718999340	           2024-06-21 19:49:00	           2024-06-21 22:49:00	3.52	29.382	0	1087	-16	417
1718999940	           2024-06-21 19:59:00	           2024-06-21 22:59:00	3.52	29.373	0.1	1089	-88	416
1719000540	           2024-06-21 20:09:00	           2024-06-21 23:09:00	3.52	29.365	0.1	1088	-64	432
1719001140	           2024-06-21 20:19:00	           2024-06-21 23:19:00	3.52	29.365	0	1087	-26	396
1719001740	           2024-06-21 20:29:00	           2024-06-21 23:29:00	3.52	29.349	0	1087	-42	408
1719002340	           2024-06-21 20:39:00	           2024-06-21 23:39:00	3.52	29.276	0.1	1088	-29	412
1719002940	           2024-06-21 20:49:00	           2024-06-21 23:49:00	3.52	29.211	0	1088	-32	416
1719003540	           2024-06-21 20:59:00	           2024-06-21 23:59:00	3.52	29.162	0	1087	39	412
1719004140	           2024-06-21 21:09:00	           2024-06-22 00:09:00	3.52	29.032	0	1089	-40	416
1719004740	           2024-06-21 21:19:00	           2024-06-22 00:19:00	3.52	28.901	0	1087	-24	440
1719005340	           2024-06-21 21:29:00	           2024-06-22 00:29:00	3.52	28.828	0.1	1094	-20	416
1719005940	           2024-06-21 21:39:00	           2024-06-22 00:39:00	3.53	28.779	0	1095	15	408
1719006540	           2024-06-21 21:49:00	           2024-06-22 00:49:00	3.52	28.721	0	1088	-20	430
1719007140	           2024-06-21 21:59:00	           2024-06-22 00:59:00	3.53	28.648	0	1095	0	408
1719007740	           2024-06-21 22:09:00	           2024-06-22 01:09:00	3.53	28.599	0.1	1095	-8	416
1719008340	           2024-06-21 22:19:00	           2024-06-22 01:19:00	3.53	28.533	0	1094	14	412
1719008940	           2024-06-21 22:29:00	           2024-06-22 01:29:00	3.52	28.378	0	1155	35	304
1719009540	           2024-06-21 22:39:00	           2024-06-22 01:39:00	3.52	28.197	0	1168	-88	310
1719010140	           2024-06-21 22:49:00	           2024-06-22 01:49:00	3.53	28.124	0	1087	8	416
1719010740	           2024-06-21 22:59:00	           2024-06-22 01:59:00	3.52	28.124	0	1088	-112	438
1719011340	           2024-06-21 23:09:00	           2024-06-22 02:09:00	3.52	28.156	0	1161	-122	304
1719011940	           2024-06-21 23:19:00	           2024-06-22 02:19:00	3.52	28.255	-0.1	1088	-36	396
1719012540	           2024-06-21 23:29:00	           2024-06-22 02:29:00	3.52	28.345	-0.1	1102	-49	412
1719013140	           2024-06-21 23:39:00	           2024-06-22 02:39:00	3.52	28.427	0	1089	8	411
1719013740	           2024-06-21 23:49:00	           2024-06-22 02:49:00	3.52	28.476	0	1100	-48	403
1719014340	           2024-06-21 23:59:00	           2024-06-22 02:59:00	3.52	28.501	-0.1	1095	-88	408
1719014940	           2024-06-22 00:09:00	           2024-06-22 03:09:00	3.52	28.517	0.1	1095	-93	399
1719015540	           2024-06-22 00:19:00	           2024-06-22 03:19:00	3.52	28.533	0	1095	-104	424
1719016140	           2024-06-22 00:29:00	           2024-06-22 03:29:00	3.52	28.509	-0.1	1104	-64	412
1719016740	           2024-06-22 00:39:00	           2024-06-22 03:39:00	3.52	28.509	0	1144	-4	371
1719017340	           2024-06-22 00:49:00	           2024-06-22 03:49:00	3.52	28.501	-0.1	1156	-36	342
1719017940	           2024-06-22 00:59:00	           2024-06-22 03:59:00	3.52	28.484	-0.1	1103	-113	412
1719018540	           2024-06-22 01:09:00	           2024-06-22 04:09:00	3.52	28.492	-0.1	1159	12	318
1719019140	           2024-06-22 01:19:00	           2024-06-22 04:19:00	3.52	28.501	-0.2	1089	-77	408
1719019740	           2024-06-22 01:29:00	           2024-06-22 04:29:00	3.52	28.509	0	1096	-40	419
1719020340	           2024-06-22 01:39:00	           2024-06-22 04:39:00	3.52	28.517	0	1096	-82	408
1719020940	           2024-06-22 01:49:00	           2024-06-22 04:49:00	3.52	28.517	-0.1	1095	-36	412
1719021540	           2024-06-22 01:59:00	           2024-06-22 04:59:00	3.52	28.517	-0.1	1094	7	415
1719022140	           2024-06-22 02:09:00	           2024-06-22 05:09:00	3.52	28.509	-0.1	1094	-45	414
1719022740	           2024-06-22 02:19:00	           2024-06-22 05:19:00	3.52	28.509	0	1100	-58	398
1719023340	           2024-06-22 02:29:00	           2024-06-22 05:29:00	3.52	28.484	0.4	1089	0	408
1719023940	           2024-06-22 02:39:00	           2024-06-22 05:39:00	3.52	28.46	1.6	1088	-5	364
1719024540	           2024-06-22 02:49:00	           2024-06-22 05:49:00	3.52	28.419	4.1	1088	-32	399
1719025140	           2024-06-22 02:59:00	           2024-06-22 05:59:00	3.52	28.402	7.3	1091	-32	423
1719025740	           2024-06-22 03:09:00	           2024-06-22 06:09:00	3.52	28.402	13.1	1088	3	415
1719026340	           2024-06-22 03:19:00	           2024-06-22 06:19:00	3.52	28.402	18.6	1091	-25	411
1719026940	           2024-06-22 03:29:00	           2024-06-22 06:29:00	3.52	28.419	22	1091	-29	416
1719027540	           2024-06-22 03:39:00	           2024-06-22 06:39:00	3.52	28.386	27.9	1091	-16	412
1719028140	           2024-06-22 03:49:00	           2024-06-22 06:49:00	3.52	28.386	33.4	1095	-114	412
1719028740	           2024-06-22 03:59:00	           2024-06-22 06:59:00	3.52	28.394	39.1	1092	-49	400
