"module","gene","rank"
"cyan","ACROYT_G012603",42
"cyan","ACROYT_G010701",43
"cyan","ACROYT_G026840",44
"cyan","ACROYT_G013553",45
"cyan","ACROYT_G012850",46
"cyan","ACROYT_G004489",47
"cyan","ACROYT_G023547",48
"cyan","ACROYT_G003714",49
"cyan","ACROYT_G031600",50
"cyan","ACROYT_G041474",51
"cyan","ACROYT_G022041",52
"cyan","ACROYT_G032936",53
"cyan","ACROYT_G000983",54
"cyan","ACROYT_G009438",55
"cyan","ACROYT_G037009",56
"cyan","ACROYT_G033468",57
"cyan","ACROYT_G039419",58
"cyan","ACROYT_G024846",59
"cyan","ACROYT_G002522",60
"cyan","ACROYT_G023817",61
"cyan","ACROYT_G026096",62
"cyan","ACROYT_G040274",63
"tan","ACROYT_G006579",1
"tan","ACROYT_G005295",2
"tan","ACROYT_G005304",3
"tan","ACROYT_G017161",4
"tan","ACROYT_G009135",5
"tan","ACROYT_G026453",6
"tan","ACROYT_G026449",7
"tan","ACROYT_G036575",8
"tan","ACROYT_G040585",9
"tan","ACROYT_G005288",10
"tan","ACROYT_G031217",11
"tan","ACROYT_G012969",12
"tan","ACROYT_G026446",13
"tan","ACROYT_G041044",14
"tan","ACROYT_G016456",15
"tan","ACROYT_G039401",16
"tan","ACROYT_G041645",17
"tan","ACROYT_G003175",18
"tan","ACROYT_G010989",19
"tan","ACROYT_G019084",20
"tan","ACROYT_G026154",21
"tan","ACROYT_G039402",22
"tan","ACROYT_G006459",23
"tan","ACROYT_G012693",24
"tan","ACROYT_G041469",25
"tan","ACROYT_G033169",26
"tan","ACROYT_G006994",27
"tan","ACROYT_G027828",28
"tan","ACROYT_G037022",29
"tan","ACROYT_G030761",30
"tan","ACROYT_G016947",31
"tan","ACROYT_G026729",32
"tan","ACROYT_G001313",33
"tan","ACROYT_G037263",34
"tan","ACROYT_G024293",35
"tan","ACROYT_G009458",36
"tan","ACROYT_G044063",37
"tan","ACROYT_G026454",38
"tan","ACROYT_G004409",39
"tan","ACROYT_G027663",40
"tan","ACROYT_G004373",41
"tan","ACROYT_G029055",42
"tan","ACROYT_G026540",43
"tan","ACROYT_G012790",44
"tan","ACROYT_G020511",45
"tan","ACROYT_G024170",46
"tan","ACROYT_G003857",47
"tan","ACROYT_G002085",48
"tan","ACROYT_G020450",49
"tan","ACROYT_G011968",50
"tan","ACROYT_G018422",51
"tan","ACROYT_G013572",52
"tan","ACROYT_G039403",53
"tan","ACROYT_G004171",54
"tan","ACROYT_G039792",55
"tan","ACROYT_G000575",56
"tan","ACROYT_G021035",57
"tan","ACROYT_G017162",58
"tan","ACROYT_G034585",59
"tan","ACROYT_G005728",60
"lightgreen","ACROYT_G006667",1
"lightgreen","ACROYT_G006671",2
"lightgreen","ACROYT_G004191",3
"lightgreen","ACROYT_G026001",4
"lightgreen","ACROYT_G026000",5
"lightgreen","ACROYT_G006670",6
"lightgreen","ACROYT_G006664",7
"lightgreen","ACROYT_G011412",8
"lightgreen","ACROYT_G026708",9
"lightgreen","ACROYT_G025559",10
"lightgreen","ACROYT_G001176",11
"lightgreen","ACROYT_G043280",12
"lightgreen","ACROYT_G041492",13
"lightgreen","ACROYT_G031687",14
"lightgreen","ACROYT_G025561",15
"lightgreen","ACROYT_G002725",16
"lightgreen","ACROYT_G017697",17
"lightgreen","ACROYT_G035894",18
"lightgreen","ACROYT_G032050",19
"lightgreen","ACROYT_G043269",20
"lightgreen","ACROYT_G008179",21
"lightgreen","ACROYT_G042850",22
"lightgreen","ACROYT_G040272",23
"lightgreen","ACROYT_G000876",24
"lightgreen","ACROYT_G024636",25
"lightgreen","ACROYT_G032105",26
"lightgreen","ACROYT_G017730",27
"lightgreen","ACROYT_G007569",28
"lightgreen","ACROYT_G016467",29
"lightgreen","ACROYT_G026727",30
"lightgreen","ACROYT_G007151",31
"lightgreen","ACROYT_G029106",32
"lightgreen","ACROYT_G041602",33
"lightgreen","ACROYT_G022616",34
"lightgreen","ACROYT_G041005",35
"lightgreen","ACROYT_G034294",36
"lightgreen","ACROYT_G036630",37
"lightgreen","ACROYT_G009217",38
"lightgreen","ACROYT_G036299",39
"lightgreen","ACROYT_G002811",40
"lightgreen","ACROYT_G035310",41
"lightgreen","ACROYT_G017175",42
"lightgreen","ACROYT_G027186",43
"lightgreen","ACROYT_G039191",44
"lightgreen","ACROYT_G034409",45
"lightgreen","ACROYT_G035463",46
"lightcyan","ACROYT_G007968",1
"lightcyan","ACROYT_G013511",2
"lightcyan","ACROYT_G002530",3
"lightcyan","ACROYT_G025528",4
"lightcyan","ACROYT_G028890",5
"lightcyan","ACROYT_G028891",6
"lightcyan","ACROYT_G013346",7
"lightcyan","ACROYT_G034379",8
"lightcyan","ACROYT_G037696",9
"lightcyan","ACROYT_G040655",10
"lightcyan","ACROYT_G008318",11
"lightcyan","ACROYT_G043222",12
"lightcyan","ACROYT_G026805",13
"lightcyan","ACROYT_G002322",14
"lightcyan","ACROYT_G011033",15
"lightcyan","ACROYT_G013278",16
"lightcyan","ACROYT_G016917",17
"lightcyan","ACROYT_G026486",18
"lightcyan","ACROYT_G039825",19
"lightcyan","ACROYT_G025490",20
"lightcyan","ACROYT_G002321",21
"lightcyan","ACROYT_G039707",22
"lightcyan","ACROYT_G044640",23
"lightcyan","ACROYT_G043293",24
"lightcyan","ACROYT_G009662",25
"lightcyan","ACROYT_G017155",26
"lightcyan","ACROYT_G024803",27
"lightcyan","ACROYT_G008642",28
"lightcyan","ACROYT_G032634",29
"lightcyan","ACROYT_G034275",30
"lightcyan","ACROYT_G022651",31
"lightcyan","ACROYT_G002011",32
"lightcyan","ACROYT_G007240",33
"lightcyan","ACROYT_G020486",34
"lightcyan","ACROYT_G006250",35
"lightcyan","ACROYT_G020057",36
"lightcyan","ACROYT_G020509",37
"lightcyan","ACROYT_G013005",38
"lightcyan","ACROYT_G037078",39
"lightcyan","ACROYT_G018193",40
"lightcyan","ACROYT_G016171",41
"lightcyan","ACROYT_G023509",42
"lightcyan","ACROYT_G020485",43
"lightcyan","ACROYT_G039793",44
"lightcyan","ACROYT_G024493",45
"lightcyan","ACROYT_G007115",46
"lightcyan","ACROYT_G042225",47
"lightcyan","ACROYT_G020487",48
"lightcyan","ACROYT_G031915",49
"lightcyan","ACROYT_G039552",50
"lightcyan","ACROYT_G040363",51
"greenyellow","ACROYT_G027405",1
"greenyellow","ACROYT_G036031",2
"greenyellow","ACROYT_G027406",3
"greenyellow","ACROYT_G040394",4
"greenyellow","ACROYT_G006033",5
"greenyellow","ACROYT_G005937",6
"greenyellow","ACROYT_G007431",7
"greenyellow","ACROYT_G003752",8
"greenyellow","ACROYT_G021950",9
"greenyellow","ACROYT_G005930",10
"greenyellow","ACROYT_G003796",11
"greenyellow","ACROYT_G021610",12
"greenyellow","ACROYT_G027408",13
"greenyellow","ACROYT_G033203",14
"greenyellow","ACROYT_G004408",15
"greenyellow","ACROYT_G032941",16
"greenyellow","ACROYT_G003553",17
"greenyellow","ACROYT_G034602",18
"greenyellow","ACROYT_G023383",19
"greenyellow","ACROYT_G011495",20
"greenyellow","ACROYT_G042648",21
"greenyellow","ACROYT_G029101",22
"greenyellow","ACROYT_G021966",23
"greenyellow","ACROYT_G017493",24
"greenyellow","ACROYT_G032200",25
"greenyellow","ACROYT_G033847",26
"greenyellow","ACROYT_G021853",27
"greenyellow","ACROYT_G012450",28
"greenyellow","ACROYT_G019365",29
"greenyellow","ACROYT_G007875",30
"greenyellow","ACROYT_G025293",31
"greenyellow","ACROYT_G038988",32
"greenyellow","ACROYT_G027917",33
"greenyellow","ACROYT_G017491",34
"greenyellow","ACROYT_G033173",35
"greenyellow","ACROYT_G002980",36
"greenyellow","ACROYT_G003794",37
"greenyellow","ACROYT_G037977",38
"greenyellow","ACROYT_G016694",39
"greenyellow","ACROYT_G021924",40
"greenyellow","ACROYT_G019099",41
"greenyellow","ACROYT_G019563",42
"greenyellow","ACROYT_G039597",43
"greenyellow","ACROYT_G022469",44
"greenyellow","ACROYT_G023954",45
"greenyellow","ACROYT_G006979",46
"greenyellow","ACROYT_G039666",47
"greenyellow","ACROYT_G009267",48
"greenyellow","ACROYT_G017503",49
"greenyellow","ACROYT_G002602",50
"greenyellow","ACROYT_G040814",51
"greenyellow","ACROYT_G001164",52
"greenyellow","ACROYT_G023841",53
"greenyellow","ACROYT_G016576",54
"greenyellow","ACROYT_G030108",55
"greenyellow","ACROYT_G036825",56
"greenyellow","ACROYT_G007229",57
"greenyellow","ACROYT_G011949",58
"greenyellow","ACROYT_G006978",59
"greenyellow","ACROYT_G016706",60
"greenyellow","ACROYT_G002912",61
"greenyellow","ACROYT_G007342",62
"greenyellow","ACROYT_G043826",63
"greenyellow","ACROYT_G002884",64
"greenyellow","ACROYT_G001575",65
"greenyellow","ACROYT_G021542",66
