"gene_id","moduleColor","GS.10","GS.25","GS.5","p.GS.10","p.GS.25","p.GS.5","MM.black","p.MM.black","MM.green","p.MM.green","MM.salmon","p.MM.salmon","MM.brown","p.MM.brown","MM.yellow","p.MM.yellow","MM.midnightblue","p.MM.midnightblue","MM.lightgreen","p.MM.lightgreen","MM.lightcyan","p.MM.lightcyan","MM.turquoise","p.MM.turquoise","MM.magenta","p.MM.magenta","MM.purple","p.MM.purple","MM.blue","p.MM.blue","MM.greenyellow","p.MM.greenyellow","MM.tan","p.MM.tan","MM.pink","p.MM.pink","MM.red","p.MM.red","MM.cyan","p.MM.cyan","MM.grey60","p.MM.grey60","MM.grey","p.MM.grey","moduleCluster"
"ACROYT_G006252","MEblack",0.734356811781042,-0.317417699585502,-0.431710910061871,0.000788366354185709,0.214430045299341,0.0835613375698693,0.808129843614468,8.67393319327085e-05,0.2798006491321,0.276734061241511,0.155404074240869,0.551456663571842,0.369704083864158,0.144135556057764,0.241478491512538,0.350445619433917,-0.238767458846173,0.35604628152139,0.538211123524101,0.0258325824854402,0.406482615382696,0.105420690078891,0.247049538431445,0.339094872664626,-0.324119907312534,0.204373182547882,0.191041461242665,0.462648291637483,-0.2719719633543,0.290956103698317,-0.51666496251413,0.0337095265206401,-0.344349552243686,0.175903703172844,-0.258818430658844,0.315822196154476,-0.399778312930653,0.111854589106443,-0.201560725072572,0.437885865415313,-0.247034302252783,0.339125624133825,0.485531264174325,0.0481825160985158,"5"
"ACROYT_G006534","MEblack",0.74545776816234,-0.514742396176554,-0.254670150309363,0.000593088133384078,0.0344926914607975,0.323915457216645,0.903226559842292,6.83292290558373e-07,0.327693630590269,0.19913851702245,0.038981046021316,0.881919637637248,0.124154378128592,0.634962143299158,0.106719597458021,0.683517525694979,-0.346876663005655,0.172544130005391,0.182660440168172,0.482865473671092,0.149599527801006,0.566595331491584,0.0769372258559276,0.769145624980389,0.11123664828256,0.670815374008287,-0.0456716214078912,0.861822043473091,-0.526266964699661,0.0299997721988098,-0.435831141435594,0.0803309897666489,-0.186739644787229,0.472972117375852,-0.142823363595553,0.584490107643119,-0.3621264935297,0.15318259879332,-0.0229170906546193,0.930430605849427,-0.228765056095095,0.377142766694611,0.116031346586721,0.657424140362844,"5"
"ACROYT_G006589","MEblack",0.807979381838156,-0.536925369516399,-0.296041128787404,8.72099940314451e-05,0.0262583238900027,0.248610872554593,0.95728732126271,1.7374041258167e-09,0.456022963436369,0.0658007770105355,0.2614052558048,0.310836129094788,0.30731827886866,0.230178227320398,0.221053567407018,0.393867217720708,-0.223265633421212,0.38902917082525,0.0992053823493547,0.704825311248183,0.0726943128106269,0.781578385084352,0.165376116825588,0.525873747141186,-0.0294080737740473,0.910791553513735,-0.00355271729325987,0.989203038409703,-0.562821564760724,0.018664856046834,-0.606173679883627,0.00989617268050197,-0.410565318914988,0.101633951328232,-0.168526339869204,0.51790678390805,-0.513702224282531,0.0349221643542093,0.0392033614361918,0.881250670058638,-0.157240470101783,0.546704634515538,0.0558931295540978,0.831276029389647,"5"
"ACROYT_G006590","MEblack",0.671800355682983,-0.568676837320841,-0.129588265927059,0.00314147021973263,0.0172148900485073,0.620101095635982,0.710339210853547,0.00139641060385221,0.17066620963735,0.512527139105178,0.280748372900321,0.275041714191949,0.159711930263363,0.540338098273233,0.106714586546764,0.683531662008362,0.376958931723597,0.135824075027884,0.063475849602279,0.808760046043159,0.0912287661724272,0.727673291124461,0.103641654961977,0.692219293270288,-0.0624109958145108,0.81191386138939,-0.146514050392088,0.574714368907658,-0.31961995325425,0.21109092766914,-0.380263997880816,0.132149824588377,-0.601544023910537,0.0106339891145606,0.153810376228194,0.555595341053838,-0.237046010823479,0.3596286542242,-0.271623862267081,0.291598515242232,-0.168560809670491,0.517819919833172,0.0825763814951183,0.752703969824897,"5"
"ACROYT_G007506","MEblack",0.665600309121181,-0.447258715177245,-0.239155856485627,0.00354157402642458,0.0718474510911438,0.355240814099646,0.699640354172542,0.0017703064533131,0.0156906892642433,0.952338997593525,0.0889454158277743,0.734254730126312,0.253504873094373,0.32621046490537,0.158191032422036,0.544252031489484,-0.102692378732468,0.694910447974431,0.35751577566072,0.158872638013929,0.289598003415537,0.25954521557895,0.0838639347626812,0.748963731693356,-0.252155604468053,0.32887963305896,0.405921400020559,0.10594894589591,-0.0411684255084186,0.875340959935833,-0.364130348480771,0.150753495606106,-0.265403330807111,0.30322204010105,0.00282335452720557,0.991419537491597,-0.0523291960958862,0.841902812141843,0.0138332162107197,0.957976143454129,-0.102088446680158,0.69662436464173,0.224963709738377,0.385337377605247,"5"
"ACROYT_G007640","MEblack",0.71473371907873,-0.430254914849332,-0.304501753930843,0.00126299539274021,0.0847250671407618,0.234697883090357,0.688942337446362,0.00222264001027731,0.198953560493025,0.443958549366856,0.123907856209481,0.635639541277951,0.291655858740326,0.256021037328431,0.431092421132667,0.0840542514412096,-0.290095852435506,0.258689880320965,0.0543429137277805,0.835895107913672,0.0478185809341818,0.855389237261215,0.114547208317287,0.661558935671111,0.0124693069959964,0.96211661236937,0.428750097130147,0.0859401026076239,-0.206229961029265,0.427118024035513,-0.43999275870946,0.0771613403437504,-0.439710736140985,0.077373211406998,-0.0297907161808483,0.909635250810061,-0.199277533881177,0.443201606786098,0.0370699870882724,0.887673259266723,-0.0211469126045286,0.935793489808858,0.198408808239798,0.445232816452338,"5"
"ACROYT_G007846","MEblack",-0.376062341833994,0.396839581504334,-0.00230935306226486,0.13683286982424,0.11476037599404,0.992981600275445,-0.496045943030526,0.042853141280379,-0.533994906024828,0.0272489248700363,-0.317439184481671,0.214397305577035,-0.0949074535708083,0.717107911743935,0.0263370154272067,0.920077896820294,0.153357662557444,0.556773466162533,-0.164078367373418,0.529172007496112,-0.0501273072731994,0.848481345068114,-0.0250230573415086,0.924054128364129,-0.43749382239338,0.0790534769759873,0.272909886074039,0.289229438627391,0.2227673505966,0.390116135465412,0.176133513830433,0.498901997187486,0.251761640088697,0.329661370854328,0.565139350981332,0.0180798961225706,0.584017052089077,0.0138322275567678,0.208682023418095,0.421519170737874,0.529903809441206,0.0286798042158588,-0.197355653067782,0.447701609515519,"5"
"ACROYT_G008089","MEblack",0.84815924428905,-0.503401900992957,-0.368184364337152,1.69682081537329e-05,0.0393987301157455,0.145919841929621,0.919927439043293,1.73434366182176e-07,0.400879168370316,0.110779574188612,0.284765800660988,0.267938250701992,0.3742118463591,0.138931284819718,0.234104816329906,0.365796040445046,-0.128805679641278,0.622232999057058,0.296890579048864,0.247191189290953,0.0249766904722333,0.924194472962004,0.107721841608374,0.680692092135945,-0.0247964027748727,0.924740193101644,0.00325545414914299,0.990106398953112,-0.487656695111029,0.0470670669828972,-0.568368426699492,0.017288986859521,-0.414206122803957,0.0983397391843448,-0.168599525391722,0.517722364070103,-0.499552051503762,0.0411791991492384,-0.0537031119072845,0.837802972208474,-0.213706172942325,0.4101688627029,0.202520149376511,0.435661976304176,"5"
"ACROYT_G008184","MEblack",0.564745714634191,-0.00111867555548661,-0.563679099342531,0.0181782158888112,0.996600181335217,0.0184467324238449,0.652089113845297,0.00455767416294979,0.522798320865375,0.0313017339020495,0.251602761975144,0.32997693513777,0.357558522227837,0.158819236648775,0.320133211967539,0.210317577883893,-0.0630465182931322,0.810031279743615,0.214438062878331,0.408529122000399,0.252735309959587,0.327731291002145,0.172755319279744,0.507300420089811,0.139550158001647,0.593217500618824,-0.262885912831157,0.308003250163791,-0.562585446063522,0.0187252682988425,-0.521449247316597,0.031819656989925,-0.319955457129044,0.210585200898676,-0.242744217764783,0.34784802703122,-0.501909457882704,0.0400818715622997,-0.552878617776957,0.0213441523085643,-0.40459968563605,0.107200456112006,0.476997656562334,0.0528620006551151,"5"
"ACROYT_G008241","MEblack",0.624179099774067,0.0269437062118686,-0.649868915662708,0.00740453249121208,0.918242559325549,0.00474517961438427,0.712449545628344,0.0013309646664433,0.588246244368656,0.0129988340450529,0.333699961194214,0.190539902959035,0.332507579203762,0.192227088146728,0.415749779610035,0.096966339943401,-0.296439730492039,0.247944056364042,0.255343510866555,0.322593583697542,0.145829447386043,0.576522470922043,-0.0306361265656611,0.907081125984227,0.194772531662466,0.453786319754653,0.102456721806062,0.695579060062641,-0.441019628414926,0.0763934727885805,-0.431720327290458,0.0835538486008523,-0.179096597048906,0.491590513486356,-0.359773368315186,0.156068952244189,-0.509785462615621,0.0365760775406376,-0.373882529667433,0.139307033640387,-0.370671598401872,0.143007442163875,0.576080364258311,0.0155096612957584,"5"
