Israel.Standard.Time,Depth.m,Temperature.C,PAR.umol/s m^2
,,,
           2024-06-02 08:19:00,45,24.73,0
           2024-06-02 08:29:00,45,24.472,-0.1
           2024-06-02 08:39:00,45,24.438,0.1
           2024-06-02 08:49:00,45,24.413,-0.1
           2024-06-02 08:59:00,45,24.388,0
           2024-06-02 09:09:00,45,24.422,-0.1
           2024-06-02 09:19:00,45,24.463,0
           2024-06-02 09:29:00,45,24.613,6.9
           2024-06-02 09:39:00,45,24.896,3.8
           2024-06-02 09:49:00,45,24.896,18.8
           2024-06-02 09:59:00,45,24.88,12.3
           2024-06-02 10:09:00,45,25.179,0.9
           2024-06-02 10:19:00,45,25.346,3.7
           2024-06-02 10:29:00,45,25.412,4.2
           2024-06-02 10:39:00,45,25.362,-0.1
           2024-06-02 10:49:00,45,22.835,0.5
           2024-06-02 10:59:00,45,21.889,35.8
           2024-06-02 11:09:00,45,21.621,40.4
           2024-06-02 11:19:00,45,21.521,38.8
           2024-06-02 11:29:00,45,21.487,38.8
           2024-06-02 11:39:00,45,21.445,37.6
           2024-06-02 11:49:00,45,21.429,37.5
           2024-06-02 11:59:00,45,21.429,38.3
           2024-06-02 12:09:00,45,21.42,40
           2024-06-02 12:19:00,45,21.437,39.2
           2024-06-02 12:29:00,45,21.437,36
           2024-06-02 12:39:00,45,21.437,34.2
           2024-06-02 12:49:00,45,21.403,37.8
           2024-06-02 12:59:00,45,21.429,39.1
           2024-06-02 13:09:00,45,21.395,40.8
           2024-06-02 13:19:00,45,21.412,38.6
           2024-06-02 13:29:00,45,21.328,38.1
           2024-06-02 13:39:00,45,21.278,37.1
           2024-06-02 13:49:00,45,21.278,36.5
           2024-06-02 13:59:00,45,21.336,35.5
           2024-06-02 14:09:00,45,21.345,36.4
           2024-06-02 14:19:00,45,21.387,34.8
           2024-06-02 14:29:00,45,21.395,35.6
           2024-06-02 14:39:00,45,21.412,33.7
           2024-06-02 14:49:00,45,21.454,32.9
           2024-06-02 14:59:00,45,21.487,30.5
           2024-06-02 15:09:00,45,21.538,30.4
           2024-06-02 15:19:00,45,21.588,28.6
           2024-06-02 15:29:00,45,21.596,25.4
           2024-06-02 15:39:00,45,21.462,26.5
           2024-06-02 15:49:00,45,21.445,22.8
           2024-06-02 15:59:00,45,21.42,22.5
           2024-06-02 16:09:00,45,21.403,22.4
           2024-06-02 16:19:00,45,21.378,18.6
           2024-06-02 16:29:00,45,21.37,18
           2024-06-02 16:39:00,45,21.378,13.5
           2024-06-02 16:49:00,45,21.328,13.1
           2024-06-02 16:59:00,45,21.286,13.3
           2024-06-02 17:09:00,45,21.227,12.6
           2024-06-02 17:19:00,45,21.16,10.4
           2024-06-02 17:29:00,45,21.093,9.1
           2024-06-02 17:39:00,45,21.068,8.8
           2024-06-02 17:49:00,45,21.051,7.6
           2024-06-02 17:59:00,45,21.051,6.9
           2024-06-02 18:09:00,45,21.118,6.8
           2024-06-02 18:19:00,45,21.16,5.5
           2024-06-02 18:29:00,45,21.194,4
           2024-06-02 18:39:00,45,21.194,3.6
           2024-06-02 18:49:00,45,21.202,2.4
           2024-06-02 18:59:00,45,21.177,1.9
           2024-06-02 19:09:00,45,21.202,1.3
           2024-06-02 19:19:00,45,21.185,0.9
           2024-06-02 19:29:00,45,21.169,0.7
           2024-06-02 19:39:00,45,21.16,0.5
           2024-06-02 19:49:00,45,21.068,0.2
           2024-06-02 19:59:00,45,20.959,0.1
           2024-06-02 20:09:00,45,21.001,0
           2024-06-02 20:19:00,45,21.043,-0.1
           2024-06-02 20:29:00,45,21.076,0
           2024-06-02 20:39:00,45,21.085,0
           2024-06-02 20:49:00,45,21.076,0
           2024-06-02 20:59:00,45,20.993,0
           2024-06-02 21:09:00,45,20.833,0
           2024-06-02 21:19:00,45,20.657,-0.1
           2024-06-02 21:29:00,45,20.657,0
           2024-06-02 21:39:00,45,20.724,0.1
           2024-06-02 21:49:00,45,20.934,0
           2024-06-02 21:59:00,45,21.152,-0.1
           2024-06-02 22:09:00,45,21.261,0
           2024-06-02 22:19:00,45,21.269,0
           2024-06-02 22:29:00,45,21.32,0
           2024-06-02 22:39:00,45,21.362,-0.2
           2024-06-02 22:49:00,45,21.37,0
           2024-06-02 22:59:00,45,21.336,0
           2024-06-02 23:09:00,45,21.244,0
           2024-06-02 23:19:00,45,21.093,0
           2024-06-02 23:29:00,45,21.026,0
           2024-06-02 23:39:00,45,20.976,0
           2024-06-02 23:49:00,45,20.825,0
           2024-06-02 23:59:00,45,20.842,0
           2024-06-03 00:09:00,45,20.909,0
           2024-06-03 00:19:00,45,20.993,-0.2
           2024-06-03 00:29:00,45,20.976,0.1
           2024-06-03 00:39:00,45,21.018,0.1
           2024-06-03 00:49:00,45,21.093,-0.1
           2024-06-03 00:59:00,45,21.068,-0.1
           2024-06-03 01:09:00,45,20.9,0
           2024-06-03 01:19:00,45,20.791,0
           2024-06-03 01:29:00,45,20.716,0
           2024-06-03 01:39:00,45,20.724,0
           2024-06-03 01:49:00,45,20.69,0
           2024-06-03 01:59:00,45,20.598,0
           2024-06-03 02:09:00,45,20.548,0.1
           2024-06-03 02:19:00,45,20.523,0
           2024-06-03 02:29:00,45,20.472,0
           2024-06-03 02:39:00,45,20.455,0
           2024-06-03 02:49:00,45,20.439,-0.1
           2024-06-03 02:59:00,45,20.43,-0.1
           2024-06-03 03:09:00,45,20.439,0
           2024-06-03 03:19:00,45,20.439,0.1
           2024-06-03 03:29:00,45,20.43,-0.1
           2024-06-03 03:39:00,45,20.455,0
           2024-06-03 03:49:00,45,20.497,0
           2024-06-03 03:59:00,45,20.556,0
           2024-06-03 04:09:00,45,20.648,0.1
           2024-06-03 04:19:00,45,20.699,0
           2024-06-03 04:29:00,45,20.758,-0.1
           2024-06-03 04:39:00,45,20.774,0.1
           2024-06-03 04:49:00,45,20.774,0
           2024-06-03 04:59:00,45,20.724,0
           2024-06-03 05:09:00,45,20.766,-0.1
           2024-06-03 05:19:00,45,20.758,0.1
           2024-06-03 05:29:00,45,20.758,0.1
           2024-06-03 05:39:00,45,20.716,0.2
           2024-06-03 05:49:00,45,20.682,0.7
           2024-06-03 05:59:00,45,20.732,1
           2024-06-03 06:09:00,45,20.783,1.7
           2024-06-03 06:19:00,45,20.883,2.2
           2024-06-03 06:29:00,45,20.85,2.8
           2024-06-03 06:39:00,45,20.539,3.7
           2024-06-03 06:49:00,45,20.64,4.7
           2024-06-03 06:59:00,45,20.967,5.7
           2024-06-03 07:09:00,45,21.11,6.6
           2024-06-03 07:19:00,45,21.085,7.6
           2024-06-03 07:29:00,45,20.85,8.5
           2024-06-03 07:39:00,45,20.716,9.4
           2024-06-03 07:49:00,45,20.665,10.8
           2024-06-03 07:59:00,45,20.59,12
           2024-06-03 08:09:00,45,20.598,14.3
           2024-06-03 08:19:00,45,20.808,16.3
           2024-06-03 08:29:00,45,20.816,17.5
           2024-06-03 08:39:00,45,20.741,19.3
           2024-06-03 08:49:00,45,20.917,20.7
           2024-06-03 08:59:00,45,20.925,22.6
           2024-06-03 09:09:00,45,20.967,24.3
           2024-06-03 09:19:00,45,20.976,27.4
           2024-06-03 09:29:00,45,20.925,24.1
           2024-06-03 09:39:00,45,20.883,28.7
           2024-06-03 09:49:00,45,20.9,30.2
           2024-06-03 09:59:00,45,20.875,32.7
           2024-06-03 10:09:00,45,20.808,33.4
           2024-06-03 10:19:00,45,20.816,35.1
           2024-06-03 10:29:00,45,20.867,36.3
           2024-06-03 10:39:00,45,20.867,36.9
           2024-06-03 10:49:00,45,20.9,35.2
           2024-06-03 10:59:00,45,20.967,38.4
           2024-06-03 11:09:00,45,21.227,39.8
           2024-06-03 11:19:00,45,21.378,42.3
           2024-06-03 11:29:00,45,21.462,44.2
           2024-06-03 11:39:00,45,21.504,46.1
           2024-06-03 11:49:00,45,21.529,47.6
           2024-06-03 11:59:00,45,21.538,48
           2024-06-03 12:09:00,45,21.538,49.9
           2024-06-03 12:19:00,45,21.538,51.4
           2024-06-03 12:29:00,45,21.529,52.7
           2024-06-03 12:39:00,45,21.521,53.4
           2024-06-03 12:49:00,45,21.504,52.2
           2024-06-03 12:59:00,45,21.487,52.8
           2024-06-03 13:09:00,45,21.462,52.1
           2024-06-03 13:19:00,45,21.429,52.9
           2024-06-03 13:29:00,45,21.395,50.9
           2024-06-03 13:39:00,45,21.362,50.4
           2024-06-03 13:49:00,45,21.328,49.7
           2024-06-03 13:59:00,45,21.253,47.8
           2024-06-03 14:09:00,45,21.227,44.8
           2024-06-03 14:19:00,45,21.127,42.7
           2024-06-03 14:29:00,45,21.026,38.3
           2024-06-03 14:39:00,45,20.909,34.9
           2024-06-03 14:49:00,45,20.749,33.8
           2024-06-03 14:59:00,45,20.707,30.4
           2024-06-03 15:09:00,45,20.699,27.6
           2024-06-03 15:19:00,45,20.674,27.9
           2024-06-03 15:29:00,45,20.749,26.4
           2024-06-03 15:39:00,45,20.867,22.8
           2024-06-03 15:49:00,45,20.85,19.9
           2024-06-03 15:59:00,45,20.724,16.9
           2024-06-03 16:09:00,45,20.497,14.5
           2024-06-03 16:19:00,45,20.397,13.6
           2024-06-03 16:29:00,45,20.363,12.5
           2024-06-03 16:39:00,45,20.355,11.5
           2024-06-03 16:49:00,45,20.371,10.1
           2024-06-03 16:59:00,45,20.405,8.6
           2024-06-03 17:09:00,45,20.413,7.4
           2024-06-03 17:19:00,45,20.439,6.4
           2024-06-03 17:29:00,45,20.464,6
           2024-06-03 17:39:00,45,20.481,5.4
           2024-06-03 17:49:00,45,20.472,4.9
           2024-06-03 17:59:00,45,20.43,4.3
           2024-06-03 18:09:00,45,20.405,3.7
           2024-06-03 18:19:00,45,20.338,3
           2024-06-03 18:29:00,45,20.287,2.8
           2024-06-03 18:39:00,45,20.212,2.2
           2024-06-03 18:49:00,45,20.187,1.8
           2024-06-03 18:59:00,45,20.17,1.3
           2024-06-03 19:09:00,45,20.17,1.2
           2024-06-03 19:19:00,45,20.145,0.7
           2024-06-03 19:29:00,45,20.119,0.5
           2024-06-03 19:39:00,45,20.103,0.3
           2024-06-03 19:49:00,45,20.094,0.2
           2024-06-03 19:59:00,45,20.103,-0.1
           2024-06-03 20:09:00,45,20.119,0
           2024-06-03 20:19:00,45,20.145,0
           2024-06-03 20:29:00,45,20.178,0.1
           2024-06-03 20:39:00,45,20.22,0
           2024-06-03 20:49:00,45,20.271,0
           2024-06-03 20:59:00,45,20.346,-0.1
           2024-06-03 21:09:00,45,20.388,0
           2024-06-03 21:19:00,45,20.43,0
           2024-06-03 21:29:00,45,20.464,0
           2024-06-03 21:39:00,45,20.514,-0.1
           2024-06-03 21:49:00,45,20.523,0
           2024-06-03 21:59:00,45,20.539,-0.1
           2024-06-03 22:09:00,45,20.548,-0.1
           2024-06-03 22:19:00,45,20.581,-0.1
           2024-06-03 22:29:00,45,20.573,0
           2024-06-03 22:39:00,45,20.632,0.1
           2024-06-03 22:49:00,45,20.648,0
           2024-06-03 22:59:00,45,20.665,0
           2024-06-03 23:09:00,45,20.682,-0.1
           2024-06-03 23:19:00,45,20.716,-0.1
           2024-06-03 23:29:00,45,20.707,0
           2024-06-03 23:39:00,45,20.724,-0.1
           2024-06-03 23:49:00,45,20.732,0.1
           2024-06-03 23:59:00,45,20.741,0
           2024-06-04 00:09:00,45,20.8,0.1
           2024-06-04 00:19:00,45,20.85,0
           2024-06-04 00:29:00,45,20.85,0
           2024-06-04 00:39:00,45,20.816,-0.1
           2024-06-04 00:49:00,45,20.741,-0.1
           2024-06-04 00:59:00,45,20.674,-0.1
           2024-06-04 01:09:00,45,20.69,0
           2024-06-04 01:19:00,45,20.598,0.1
           2024-06-04 01:29:00,45,20.514,0
           2024-06-04 01:39:00,45,20.539,0
           2024-06-04 01:49:00,45,20.497,0.1
           2024-06-04 01:59:00,45,20.472,0
           2024-06-04 02:09:00,45,20.38,0
           2024-06-04 02:19:00,45,20.615,-0.1
           2024-06-04 02:29:00,45,20.707,-0.1
           2024-06-04 02:39:00,45,20.699,0.1
           2024-06-04 02:49:00,45,20.64,-0.1
           2024-06-04 02:59:00,45,20.699,0
           2024-06-04 03:09:00,45,20.758,-0.1
           2024-06-04 03:19:00,45,20.8,0
           2024-06-04 03:29:00,45,20.825,-0.1
           2024-06-04 03:39:00,45,20.842,-0.1
           2024-06-04 03:49:00,45,20.842,0
           2024-06-04 03:59:00,45,20.883,0
           2024-06-04 04:09:00,45,20.9,-0.1
           2024-06-04 04:19:00,45,20.934,0.1
           2024-06-04 04:29:00,45,20.917,-0.1
           2024-06-04 04:39:00,45,20.917,-0.1
           2024-06-04 04:49:00,45,20.934,0.1
           2024-06-04 04:59:00,45,20.951,-0.1
           2024-06-04 05:09:00,45,20.951,0
           2024-06-04 05:19:00,45,20.951,-0.1
           2024-06-04 05:29:00,45,20.951,0.1
           2024-06-04 05:39:00,45,20.984,0.1
           2024-06-04 05:49:00,45,20.984,0.4
           2024-06-04 05:59:00,45,20.959,0.7
           2024-06-04 06:09:00,45,20.959,1.2
           2024-06-04 06:19:00,45,20.967,1.5
           2024-06-04 06:29:00,45,20.993,2
           2024-06-04 06:39:00,45,21.001,2.3
           2024-06-04 06:49:00,45,21.026,3
           2024-06-04 06:59:00,45,21.026,3.7
           2024-06-04 07:09:00,45,21.06,4.2
           2024-06-04 07:19:00,45,21.06,4.7
           2024-06-04 07:29:00,45,21.085,5.4
           2024-06-04 07:39:00,45,21.076,6
           2024-06-04 07:49:00,45,21.085,6.8
           2024-06-04 07:59:00,45,21.11,7.6
           2024-06-04 08:09:00,45,21.118,8.5
           2024-06-04 08:19:00,45,21.118,9.3
           2024-06-04 08:29:00,45,21.11,10.6
           2024-06-04 08:39:00,45,21.093,11.4
           2024-06-04 08:49:00,45,21.118,12.3
           2024-06-04 08:59:00,45,21.16,13.4
           2024-06-04 09:09:00,45,21.144,14.8
           2024-06-04 09:19:00,45,21.185,16.3
           2024-06-04 09:29:00,45,21.236,17.1
           2024-06-04 09:39:00,45,21.227,18.5
           2024-06-04 09:49:00,45,21.211,19.1
           2024-06-04 09:59:00,45,21.202,20
           2024-06-04 10:09:00,45,21.169,21.4
           2024-06-04 10:19:00,45,21.135,22.2
           2024-06-04 10:29:00,45,21.135,22.7
           2024-06-04 10:39:00,45,21.093,23.7
           2024-06-04 10:49:00,45,21.06,24.1
           2024-06-04 10:59:00,45,21.043,24.5
           2024-06-04 11:09:00,45,21.009,25.2
           2024-06-04 11:19:00,45,20.993,25.3
           2024-06-04 11:29:00,45,20.976,26.1
           2024-06-04 11:39:00,45,20.967,26.9
           2024-06-04 11:49:00,45,20.951,28.2
           2024-06-04 11:59:00,45,20.925,29.3
           2024-06-04 12:09:00,45,20.934,28.6
           2024-06-04 12:19:00,45,20.967,30
           2024-06-04 12:29:00,45,20.959,31
           2024-06-04 12:39:00,45,21.001,31.3
           2024-06-04 12:49:00,45,21.001,32.6
           2024-06-04 12:59:00,45,20.993,33.3
           2024-06-04 13:09:00,45,21.018,33.4
           2024-06-04 13:19:00,45,20.993,31.4
           2024-06-04 13:29:00,45,20.976,29.5
           2024-06-04 13:39:00,45,20.959,28
           2024-06-04 13:49:00,45,20.934,27.6
           2024-06-04 13:59:00,45,20.942,26.4
           2024-06-04 14:09:00,45,20.934,25.8
           2024-06-04 14:19:00,45,20.917,24.4
           2024-06-04 14:29:00,45,20.942,23.8
           2024-06-04 14:39:00,45,20.951,22.4
           2024-06-04 14:49:00,45,20.917,21.7
           2024-06-04 14:59:00,45,20.909,20.7
           2024-06-04 15:09:00,45,20.925,19.7
           2024-06-04 15:19:00,45,20.917,18.2
           2024-06-04 15:29:00,45,20.909,16.7
           2024-06-04 15:39:00,45,20.917,14.9
           2024-06-04 15:49:00,45,20.942,14.3
           2024-06-04 15:59:00,45,21.018,13.5
           2024-06-04 16:09:00,45,20.993,12.8
           2024-06-04 16:19:00,45,20.993,11.4
           2024-06-04 16:29:00,45,20.993,10.3
           2024-06-04 16:39:00,45,20.951,10.7
           2024-06-04 16:49:00,45,20.951,10.5
           2024-06-04 16:59:00,45,20.942,9.9
           2024-06-04 17:09:00,45,20.925,9.7
           2024-06-04 17:19:00,45,20.934,9.4
           2024-06-04 17:29:00,45,20.925,9.4
           2024-06-04 17:39:00,45,21.001,8.8
           2024-06-04 17:49:00,45,21.043,7.8
           2024-06-04 17:59:00,45,21.11,7.2
           2024-06-04 18:09:00,45,21.169,6.5
           2024-06-04 18:19:00,45,21.211,5.8
           2024-06-04 18:29:00,45,21.261,5
           2024-06-04 18:39:00,45,21.278,4.4
           2024-06-04 18:49:00,45,21.311,3.3
           2024-06-04 18:59:00,45,21.353,2.7
           2024-06-04 19:09:00,45,21.387,2.1
           2024-06-04 19:19:00,45,21.387,1.3
           2024-06-04 19:29:00,45,21.429,0.9
           2024-06-04 19:39:00,45,21.47,0.6
           2024-06-04 19:49:00,45,21.521,0.2
           2024-06-04 19:59:00,45,21.605,0.1
           2024-06-04 20:09:00,45,21.688,-0.1
           2024-06-04 20:19:00,45,21.655,0.1
           2024-06-04 20:29:00,45,21.697,0.1
           2024-06-04 20:39:00,45,21.722,0.1
           2024-06-04 20:49:00,45,21.713,0
           2024-06-04 20:59:00,45,21.789,0
           2024-06-04 21:09:00,45,21.781,0
           2024-06-04 21:19:00,45,21.822,-0.1
           2024-06-04 21:29:00,45,21.848,0
           2024-06-04 21:39:00,45,21.881,-0.1
           2024-06-04 21:49:00,45,21.889,0
           2024-06-04 21:59:00,45,21.94,0
           2024-06-04 22:09:00,45,21.956,0
           2024-06-04 22:19:00,45,21.982,-0.1
           2024-06-04 22:29:00,45,21.998,0.1
           2024-06-04 22:39:00,45,22.015,0.1
           2024-06-04 22:49:00,45,22.023,-0.1
           2024-06-04 22:59:00,45,22.032,0.1
           2024-06-04 23:09:00,45,22.049,0.1
           2024-06-04 23:19:00,45,22.057,-0.1
           2024-06-04 23:29:00,45,21.722,0
           2024-06-04 23:39:00,45,21.403,0.1
           2024-06-04 23:49:00,45,21.303,0
           2024-06-04 23:59:00,45,21.211,0
           2024-06-05 00:09:00,45,21.169,-0.1
           2024-06-05 00:19:00,45,21.127,0
           2024-06-05 00:29:00,45,21.177,0
           2024-06-05 00:39:00,45,21.336,-0.1
           2024-06-05 00:49:00,45,21.395,0.2
           2024-06-05 00:59:00,45,21.42,0
           2024-06-05 01:09:00,45,21.445,0.1
           2024-06-05 01:19:00,45,21.445,0.1
           2024-06-05 01:29:00,45,21.42,-0.1
           2024-06-05 01:39:00,45,21.395,-0.1
           2024-06-05 01:49:00,45,21.387,0
           2024-06-05 01:59:00,45,21.37,0.1
           2024-06-05 02:09:00,45,21.32,0
           2024-06-05 02:19:00,45,21.286,0
           2024-06-05 02:29:00,45,21.261,0
           2024-06-05 02:39:00,45,21.294,-0.1
           2024-06-05 02:49:00,45,21.328,0
           2024-06-05 02:59:00,45,21.362,0
           2024-06-05 03:09:00,45,21.378,0
           2024-06-05 03:19:00,45,21.387,0
           2024-06-05 03:29:00,45,21.429,-0.2
           2024-06-05 03:39:00,45,21.42,0
           2024-06-05 03:49:00,45,21.445,0
           2024-06-05 03:59:00,45,21.462,0.1
           2024-06-05 04:09:00,45,21.479,0
           2024-06-05 04:19:00,45,21.504,0
           2024-06-05 04:29:00,45,21.521,0
           2024-06-05 04:39:00,45,21.504,-0.1
           2024-06-05 04:49:00,45,21.496,0.1
           2024-06-05 04:59:00,45,21.403,0
           2024-06-05 05:09:00,45,21.328,0
           2024-06-05 05:19:00,45,21.294,-0.1
           2024-06-05 05:29:00,45,21.286,0.1
           2024-06-05 05:39:00,45,21.37,0.2
           2024-06-05 05:49:00,45,21.412,0.6
           2024-06-05 05:59:00,45,21.487,1.3
           2024-06-05 06:09:00,45,21.554,1.8
           2024-06-05 06:19:00,45,21.688,2.6
           2024-06-05 06:29:00,45,21.755,3
           2024-06-05 06:39:00,45,21.789,3.6
           2024-06-05 06:49:00,45,21.747,4
           2024-06-05 06:59:00,45,21.588,4.7
           2024-06-05 07:09:00,45,21.445,4.6
           2024-06-05 07:19:00,45,21.37,4.5
           2024-06-05 07:29:00,45,21.328,4.8
           2024-06-05 07:39:00,45,21.211,5.3
           2024-06-05 07:49:00,45,21.152,6.8
           2024-06-05 07:59:00,45,21.102,8
           2024-06-05 08:09:00,45,21.11,13.8
           2024-06-05 08:19:00,45,21.11,14.7
           2024-06-05 08:29:00,45,21.127,18.2
           2024-06-05 08:39:00,45,21.16,16.8
           2024-06-05 08:49:00,45,21.169,16.7
           2024-06-05 08:59:00,45,21.169,21
           2024-06-05 09:09:00,45,21.16,18.1
           2024-06-05 09:19:00,45,21.16,21.9
           2024-06-05 09:29:00,45,21.169,22.4
           2024-06-05 09:39:00,45,21.177,24
           2024-06-05 09:49:00,45,21.169,25.6
           2024-06-05 09:59:00,45,21.169,28.4
           2024-06-05 10:09:00,45,21.177,29.3
           2024-06-05 10:19:00,45,21.185,29
           2024-06-05 10:29:00,45,21.185,31.9
           2024-06-05 10:39:00,45,21.185,22.7
           2024-06-05 10:49:00,45,21.152,28.8
           2024-06-05 10:59:00,45,21.144,34.3
           2024-06-05 11:09:00,45,21.118,25.8
           2024-06-05 11:19:00,45,21.068,32.3
           2024-06-05 11:29:00,45,20.993,35.9
           2024-06-05 11:39:00,45,20.942,36.5
           2024-06-05 11:49:00,45,20.917,35.9
           2024-06-05 11:59:00,45,20.9,35.8
           2024-06-05 12:09:00,45,20.934,35.8
           2024-06-05 12:19:00,45,21.001,36.4
           2024-06-05 12:29:00,45,21.018,35.7
           2024-06-05 12:39:00,45,21.102,36.3
           2024-06-05 12:49:00,45,21.177,35.6
           2024-06-05 12:59:00,45,21.253,35.3
           2024-06-05 13:09:00,45,21.311,35.1
           2024-06-05 13:19:00,45,21.328,34.4
           2024-06-05 13:29:00,45,21.345,34.5
           2024-06-05 13:39:00,45,21.37,32.2
           2024-06-05 13:49:00,45,21.37,31.5
           2024-06-05 13:59:00,45,21.42,32.8
           2024-06-05 14:09:00,45,21.437,32.2
           2024-06-05 14:19:00,45,21.429,31.8
           2024-06-05 14:29:00,45,21.454,30.8
           2024-06-05 14:39:00,45,21.454,30.2
           2024-06-05 14:49:00,45,21.462,30.7
           2024-06-05 14:59:00,45,21.429,30
           2024-06-05 15:09:00,45,21.429,30.1
           2024-06-05 15:19:00,45,21.454,29.2
           2024-06-05 15:29:00,45,21.496,28.4
           2024-06-05 15:39:00,45,21.521,27.6
           2024-06-05 15:49:00,45,21.546,27.3
           2024-06-05 15:59:00,45,21.571,25.4
           2024-06-05 16:09:00,45,21.579,23.8
           2024-06-05 16:19:00,45,21.613,24.7
           2024-06-05 16:29:00,45,21.638,21.6
           2024-06-05 16:39:00,45,21.655,19.4
           2024-06-05 16:49:00,45,21.697,18.3
           2024-06-05 16:59:00,45,21.713,16.3
           2024-06-05 17:09:00,45,21.697,15.1
           2024-06-05 17:19:00,45,21.713,13.7
           2024-06-05 17:29:00,45,21.739,12.8
           2024-06-05 17:39:00,45,21.764,10.9
           2024-06-05 17:49:00,45,21.772,9.9
           2024-06-05 17:59:00,45,21.781,8.7
           2024-06-05 18:09:00,45,21.806,8.3
           2024-06-05 18:19:00,45,21.789,7.5
           2024-06-05 18:29:00,45,21.822,5.4
           2024-06-05 18:39:00,45,21.848,4.3
           2024-06-05 18:49:00,45,21.881,4.5
           2024-06-05 18:59:00,45,21.973,3.3
           2024-06-05 19:09:00,45,21.99,2.4
           2024-06-05 19:19:00,45,21.982,1.7
           2024-06-05 19:29:00,45,21.931,1.1
           2024-06-05 19:39:00,45,21.881,0.7
           2024-06-05 19:49:00,45,21.873,0.3
           2024-06-05 19:59:00,45,21.889,0
           2024-06-05 20:09:00,45,21.856,0
           2024-06-05 20:19:00,45,21.814,0.1
           2024-06-05 20:29:00,45,21.822,0.1
           2024-06-05 20:39:00,45,21.814,0
           2024-06-05 20:49:00,45,21.814,0.1
           2024-06-05 20:59:00,45,21.839,0.1
           2024-06-05 21:09:00,45,21.848,-0.1
           2024-06-05 21:19:00,45,21.814,0.2
           2024-06-05 21:29:00,45,21.747,-0.1
           2024-06-05 21:39:00,45,21.755,0
           2024-06-05 21:49:00,45,21.781,0
           2024-06-05 21:59:00,45,21.797,-0.1
           2024-06-05 22:09:00,45,21.806,0
           2024-06-05 22:19:00,45,21.822,0.1
           2024-06-05 22:29:00,45,21.839,-0.1
           2024-06-05 22:39:00,45,21.839,0
           2024-06-05 22:49:00,45,21.839,0
           2024-06-05 22:59:00,45,21.839,0.1
           2024-06-05 23:09:00,45,21.856,-0.1
           2024-06-05 23:19:00,45,21.864,-0.1
           2024-06-05 23:29:00,45,21.881,0
           2024-06-05 23:39:00,45,21.856,0.1
           2024-06-05 23:49:00,45,21.839,0.1
           2024-06-05 23:59:00,45,21.672,0
           2024-06-06 00:09:00,45,21.588,0.1
           2024-06-06 00:19:00,45,21.521,0
           2024-06-06 00:29:00,45,21.479,0
           2024-06-06 00:39:00,45,21.378,0
           2024-06-06 00:49:00,45,21.336,0.1
           2024-06-06 00:59:00,45,21.303,0
           2024-06-06 01:09:00,45,21.336,-0.1
           2024-06-06 01:19:00,45,21.437,0
           2024-06-06 01:29:00,45,21.504,0
           2024-06-06 01:39:00,45,21.554,0
           2024-06-06 01:49:00,45,21.579,0
           2024-06-06 01:59:00,45,21.605,0.1
           2024-06-06 02:09:00,45,21.638,0
           2024-06-06 02:19:00,45,21.529,-0.1
           2024-06-06 02:29:00,45,21.462,0
           2024-06-06 02:39:00,45,21.462,-0.1
           2024-06-06 02:49:00,45,21.42,0
           2024-06-06 02:59:00,45,21.437,-0.1
           2024-06-06 03:09:00,45,21.395,0
           2024-06-06 03:19:00,45,21.194,0
           2024-06-06 03:29:00,45,21.068,0
           2024-06-06 03:39:00,45,21.034,0
           2024-06-06 03:49:00,45,21.009,-0.1
           2024-06-06 03:59:00,45,20.976,-0.1
           2024-06-06 04:09:00,45,20.959,0
           2024-06-06 04:19:00,45,20.942,0
           2024-06-06 04:29:00,45,20.917,0
           2024-06-06 04:39:00,45,20.909,0
           2024-06-06 04:49:00,45,20.858,0
           2024-06-06 04:59:00,45,20.816,-0.1
           2024-06-06 05:09:00,45,20.783,-0.1
           2024-06-06 05:19:00,45,20.766,0
           2024-06-06 05:29:00,45,20.842,0
           2024-06-06 05:39:00,45,20.993,0.1
           2024-06-06 05:49:00,45,21.051,0.3
           2024-06-06 05:59:00,45,21.043,0.5
           2024-06-06 06:09:00,45,21.026,0.7
           2024-06-06 06:19:00,45,21.009,1.2
           2024-06-06 06:29:00,45,21.018,1.3
           2024-06-06 06:39:00,45,21.076,2.1
           2024-06-06 06:49:00,45,21.068,2.6
           2024-06-06 06:59:00,45,21.076,3.2
           2024-06-06 07:09:00,45,21.118,4.4
           2024-06-06 07:19:00,45,21.118,3.5
           2024-06-06 07:29:00,45,21.11,5.4
           2024-06-06 07:39:00,45,21.135,4.9
           2024-06-06 07:49:00,45,21.194,8.3
           2024-06-06 07:59:00,45,21.227,8.8
           2024-06-06 08:09:00,45,21.244,8.4
           2024-06-06 08:19:00,45,21.244,7.9
           2024-06-06 08:29:00,45,21.253,8.6
           2024-06-06 08:39:00,45,21.261,16.2
           2024-06-06 08:49:00,45,21.261,12.8
           2024-06-06 08:59:00,45,21.244,12.4
           2024-06-06 09:09:00,45,21.211,18.6
           2024-06-06 09:19:00,45,21.194,16.9
           2024-06-06 09:29:00,45,21.194,20.6
           2024-06-06 09:39:00,45,21.185,22.1
           2024-06-06 09:49:00,45,21.177,24.4
           2024-06-06 09:59:00,45,21.185,25.5
           2024-06-06 10:09:00,45,21.211,27.9
           2024-06-06 10:19:00,45,21.202,30.1
           2024-06-06 10:29:00,45,21.261,30.8
           2024-06-06 10:39:00,45,21.32,29.8
