moduleColor,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,GOSLIM_ID,GOSLIM_Name
MEblue,GO:0009725,response to hormone,16/121,138/2350,0.115942028985507,2.25176667864415,3.53060821896335,0.00145191693692008,0.0304333177562267,0.0262513774353351,ACROYT_G001336/ACROYT_G001485/ACROYT_G004471/ACROYT_G005185/ACROYT_G009447/ACROYT_G010556/ACROYT_G012773/ACROYT_G013062/ACROYT_G019632/ACROYT_G019635/ACROYT_G020457/ACROYT_G020555/ACROYT_G026620/ACROYT_G029061/ACROYT_G036390/ACROYT_G044428,16,NA,NA
MEblue,GO:0007154,cell communication,36/121,437/2350,0.0823798627002288,1.59993948219453,3.23794775252301,0.00151243187168197,0.0313939741908355,0.027080026971761,ACROYT_G001336/ACROYT_G001485/ACROYT_G002698/ACROYT_G004471/ACROYT_G005185/ACROYT_G006013/ACROYT_G010556/ACROYT_G012773/ACROYT_G013062/ACROYT_G016868/ACROYT_G017838/ACROYT_G018812/ACROYT_G019635/ACROYT_G019799/ACROYT_G020457/ACROYT_G020555/ACROYT_G021441/ACROYT_G021858/ACROYT_G022776/ACROYT_G025980/ACROYT_G026620/ACROYT_G027735/ACROYT_G028382/ACROYT_G029061/ACROYT_G032248/ACROYT_G032910/ACROYT_G036390/ACROYT_G037441/ACROYT_G037591/ACROYT_G038405/ACROYT_G039171/ACROYT_G039781/ACROYT_G039938/ACROYT_G039997/ACROYT_G044428/ACROYT_G044601,36,NA,NA
MEblue,GO:0031667,response to nutrient levels,14/121,113/2350,0.123893805309735,2.40620200394939,3.56888949976463,0.00153617765887118,0.0315802676410247,0.0272407212382824,ACROYT_G001485/ACROYT_G004471/ACROYT_G009447/ACROYT_G010556/ACROYT_G019632/ACROYT_G020555/ACROYT_G025980/ACROYT_G029061/ACROYT_G032248/ACROYT_G036611/ACROYT_G037441/ACROYT_G039381/ACROYT_G039938/ACROYT_G044428,14,NA,NA
MEblue,GO:0005654,nucleoplasm,24/121,251/2350,0.0956175298804781,1.85703467123243,3.34663379521955,0.00156237613719847,0.031812954107908,0.027441433507486,ACROYT_G001336/ACROYT_G001485/ACROYT_G004471/ACROYT_G006438/ACROYT_G010556/ACROYT_G013062/ACROYT_G017839/ACROYT_G019567/ACROYT_G021859/ACROYT_G021860/ACROYT_G022486/ACROYT_G022676/ACROYT_G023961/ACROYT_G025980/ACROYT_G026642/ACROYT_G027661/ACROYT_G027735/ACROYT_G032248/ACROYT_G032910/ACROYT_G036390/ACROYT_G036611/ACROYT_G037591/ACROYT_G039997/ACROYT_G044428,24,GO:0005654,nucleoplasm
MEblue,GO:0010605,negative regulation of macromolecule metabolic process,25/121,266/2350,0.093984962406015,1.82532778226558,3.32964233617991,0.00157766505177133,0.0318212064215764,0.0274485518441248,ACROYT_G000467/ACROYT_G000539/ACROYT_G001336/ACROYT_G001485/ACROYT_G004486/ACROYT_G005185/ACROYT_G006438/ACROYT_G010556/ACROYT_G013062/ACROYT_G019632/ACROYT_G019635/ACROYT_G020457/ACROYT_G021828/ACROYT_G021858/ACROYT_G021859/ACROYT_G021860/ACROYT_G022776/ACROYT_G029061/ACROYT_G032910/ACROYT_G036390/ACROYT_G037441/ACROYT_G039193/ACROYT_G039781/ACROYT_G044428/ACROYT_G044601,25,NA,NA
MEblue,GO:0046686,response to cadmium ion,4/121,11/2350,0.363636363636364,7.06235912847483,4.69463736438903,0.00166534592709703,0.0332757905806865,0.0287032569038268,ACROYT_G001485/ACROYT_G013062/ACROYT_G039997/ACROYT_G044428,4,NA,NA
MEblue,GO:0016772,"transferase activity, transferring phosphorus-containing groups",12/121,90/2350,0.133333333333333,2.58953168044077,3.58191588155615,0.00178320760183063,0.035300906043647,0.0304500947213183,ACROYT_G004471/ACROYT_G006438/ACROYT_G016868/ACROYT_G018812/ACROYT_G020457/ACROYT_G020555/ACROYT_G021441/ACROYT_G021449/ACROYT_G022776/ACROYT_G029061/ACROYT_G039171/ACROYT_G039997,12,GO:0003824;GO:0016740,catalytic activity;transferase activity
MEblue,GO:0051128,regulation of cellular component organization,27/121,299/2350,0.0903010033444816,1.75377981702092,3.2499481182785,0.00183036796075449,0.0358943188391851,0.0309619647512443,ACROYT_G001336/ACROYT_G001485/ACROYT_G004471/ACROYT_G004486/ACROYT_G006438/ACROYT_G009447/ACROYT_G010556/ACROYT_G013062/ACROYT_G016868/ACROYT_G017838/ACROYT_G020457/ACROYT_G021441/ACROYT_G021449/ACROYT_G021594/ACROYT_G021858/ACROYT_G021859/ACROYT_G021860/ACROYT_G022776/ACROYT_G025980/ACROYT_G034760/ACROYT_G036390/ACROYT_G037441/ACROYT_G038446/ACROYT_G039171/ACROYT_G039997/ACROYT_G044428/ACROYT_G044601,27,NA,NA
MEblue,GO:0009719,response to endogenous stimulus,20/121,196/2350,0.102040816326531,1.98178444931692,3.34426354277779,0.00184676102540241,0.0358943188391851,0.0309619647512443,ACROYT_G001336/ACROYT_G001485/ACROYT_G004471/ACROYT_G005185/ACROYT_G006013/ACROYT_G009447/ACROYT_G010556/ACROYT_G012773/ACROYT_G013062/ACROYT_G018812/ACROYT_G019632/ACROYT_G019635/ACROYT_G020457/ACROYT_G020555/ACROYT_G021858/ACROYT_G026620/ACROYT_G029061/ACROYT_G036390/ACROYT_G037441/ACROYT_G044428,20,NA,NA
MEblue,GO:0045595,regulation of cell differentiation,24/121,255/2350,0.0941176470588235,1.82790471560525,3.26165177284058,0.0019512509873357,0.0366495540148404,0.0316134206262618,ACROYT_G000539/ACROYT_G001336/ACROYT_G004486/ACROYT_G006013/ACROYT_G006438/ACROYT_G010556/ACROYT_G011982/ACROYT_G016868/ACROYT_G017839/ACROYT_G020457/ACROYT_G021449/ACROYT_G021859/ACROYT_G021860/ACROYT_G027138/ACROYT_G029061/ACROYT_G032248/ACROYT_G032910/ACROYT_G034760/ACROYT_G036390/ACROYT_G038446/ACROYT_G039171/ACROYT_G039193/ACROYT_G039997/ACROYT_G044428,24,NA,NA
MEblue,GO:0035295,tube development,20/121,197/2350,0.101522842639594,1.97172462977724,3.31920035424954,0.0019666499373769,0.0366495540148404,0.0316134206262618,ACROYT_G000539/ACROYT_G001336/ACROYT_G005185/ACROYT_G006013/ACROYT_G010556/ACROYT_G016868/ACROYT_G017838/ACROYT_G019632/ACROYT_G019737/ACROYT_G019799/ACROYT_G020457/ACROYT_G021449/ACROYT_G022486/ACROYT_G025724/ACROYT_G026620/ACROYT_G032910/ACROYT_G036390/ACROYT_G039193/ACROYT_G042276/ACROYT_G044428,20,GO:0048856,anatomical structure development
MEblue,GO:0032869,cellular response to insulin stimulus,6/121,27/2350,0.222222222222222,4.31588613406795,4.03678895731517,0.00199664651291149,0.0366495540148404,0.0316134206262618,ACROYT_G001336/ACROYT_G004471/ACROYT_G012773/ACROYT_G020555/ACROYT_G029061/ACROYT_G036390,6,NA,NA
MEblue,GO:0042327,positive regulation of phosphorylation,15/121,129/2350,0.116279069767442,2.2583125120123,3.4244296620522,0.0020003667644508,0.0366495540148404,0.0316134206262618,ACROYT_G004471/ACROYT_G013062/ACROYT_G018812/ACROYT_G020457/ACROYT_G021441/ACROYT_G021858/ACROYT_G022776/ACROYT_G025980/ACROYT_G026620/ACROYT_G032248/ACROYT_G034760/ACROYT_G036390/ACROYT_G037441/ACROYT_G044428/ACROYT_G044601,15,NA,NA
MEblue,GO:0044092,negative regulation of molecular function,15/121,129/2350,0.116279069767442,2.2583125120123,3.4244296620522,0.0020003667644508,0.0366495540148404,0.0316134206262618,ACROYT_G005185/ACROYT_G006438/ACROYT_G010556/ACROYT_G019632/ACROYT_G019635/ACROYT_G020457/ACROYT_G021858/ACROYT_G022776/ACROYT_G026620/ACROYT_G029061/ACROYT_G036390/ACROYT_G037441/ACROYT_G039193/ACROYT_G044428/ACROYT_G044601,15,NA,NA
MEblue,GO:0045944,positive regulation of transcription by RNA polymerase II,15/121,129/2350,0.116279069767442,2.2583125120123,3.4244296620522,0.0020003667644508,0.0366495540148404,0.0316134206262618,ACROYT_G000539/ACROYT_G001336/ACROYT_G006013/ACROYT_G010556/ACROYT_G013062/ACROYT_G017839/ACROYT_G020457/ACROYT_G021828/ACROYT_G027661/ACROYT_G032910/ACROYT_G036390/ACROYT_G037591/ACROYT_G038405/ACROYT_G039193/ACROYT_G044428,15,GO:0006355,regulation of DNA-templated transcription
MEblue,GO:0009653,anatomical structure morphogenesis,32/121,379/2350,0.0844327176781003,1.63980897969864,3.16815034749388,0.0020056117024024,0.0366495540148404,0.0316134206262618,ACROYT_G000539/ACROYT_G001336/ACROYT_G001485/ACROYT_G004486/ACROYT_G005185/ACROYT_G006013/ACROYT_G006438/ACROYT_G010556/ACROYT_G011982/ACROYT_G012773/ACROYT_G016868/ACROYT_G017711/ACROYT_G017838/ACROYT_G019632/ACROYT_G019799/ACROYT_G020457/ACROYT_G021449/ACROYT_G021828/ACROYT_G022486/ACROYT_G022776/ACROYT_G025724/ACROYT_G026620/ACROYT_G027661/ACROYT_G032910/ACROYT_G034094/ACROYT_G036390/ACROYT_G037692/ACROYT_G039171/ACROYT_G039193/ACROYT_G039997/ACROYT_G042276/ACROYT_G044428,32,NA,NA
MEblue,GO:0097447,dendritic tree,12/121,92/2350,0.130434782608696,2.53323751347467,3.49478562530528,0.00216264689713699,0.0391842293735499,0.0337997980712222,ACROYT_G001485/ACROYT_G005185/ACROYT_G010556/ACROYT_G017838/ACROYT_G019632/ACROYT_G020457/ACROYT_G021859/ACROYT_G021860/ACROYT_G022776/ACROYT_G034760/ACROYT_G039997/ACROYT_G042276,12,NA,NA
MEblue,GO:0051241,negative regulation of multicellular organismal process,17/121,157/2350,0.10828025477707,2.10296362583566,3.33250538556907,0.00220437932008262,0.0396047309776188,0.0341625171940269,ACROYT_G001336/ACROYT_G004486/ACROYT_G005185/ACROYT_G006438/ACROYT_G010556/ACROYT_G011982/ACROYT_G013062/ACROYT_G016868/ACROYT_G019635/ACROYT_G020457/ACROYT_G021449/ACROYT_G026620/ACROYT_G034760/ACROYT_G036390/ACROYT_G039171/ACROYT_G039193/ACROYT_G044601,17,NA,NA
MEblue,GO:0003676,nucleic acid binding,18/121,171/2350,0.105263157894737,2.04436711613745,3.30370901305831,0.00224370555675894,0.0397660500688657,0.0343016689087946,ACROYT_G000467/ACROYT_G000539/ACROYT_G001336/ACROYT_G001485/ACROYT_G004486/ACROYT_G006013/ACROYT_G013062/ACROYT_G017839/ACROYT_G021828/ACROYT_G023543/ACROYT_G027661/ACROYT_G031298/ACROYT_G032910/ACROYT_G036390/ACROYT_G037591/ACROYT_G039193/ACROYT_G042774/ACROYT_G044428,18,NA,NA
MEblue,GO:0010563,negative regulation of phosphorus metabolic process,10/121,69/2350,0.144927536231884,2.81470834830519,3.56408373769332,0.0023079033960973,0.0397660500688657,0.0343016689087946,ACROYT_G001336/ACROYT_G006438/ACROYT_G010556/ACROYT_G019632/ACROYT_G020457/ACROYT_G021858/ACROYT_G036390/ACROYT_G037441/ACROYT_G039781/ACROYT_G044428,10,NA,NA
MEblue,GO:0045936,negative regulation of phosphate metabolic process,10/121,69/2350,0.144927536231884,2.81470834830519,3.56408373769332,0.0023079033960973,0.0397660500688657,0.0343016689087946,ACROYT_G001336/ACROYT_G006438/ACROYT_G010556/ACROYT_G019632/ACROYT_G020457/ACROYT_G021858/ACROYT_G036390/ACROYT_G037441/ACROYT_G039781/ACROYT_G044428,10,NA,NA
MEblue,GO:0030425,dendrite,12/121,93/2350,0.129032258064516,2.50599840042655,3.45206817983061,0.00237586419964957,0.0397660500688657,0.0343016689087946,ACROYT_G001485/ACROYT_G005185/ACROYT_G010556/ACROYT_G017838/ACROYT_G019632/ACROYT_G020457/ACROYT_G021859/ACROYT_G021860/ACROYT_G022776/ACROYT_G034760/ACROYT_G039997/ACROYT_G042276,12,NA,NA
MEblue,GO:0034767,positive regulation of monoatomic ion transmembrane transport,4/121,12/2350,0.333333333333333,6.47382920110193,4.42831770159306,0.00239935475158263,0.0397660500688657,0.0343016689087946,ACROYT_G010556/ACROYT_G017711/ACROYT_G017838/ACROYT_G026620,4,NA,NA
MEblue,GO:0051101,regulation of DNA binding,4/121,12/2350,0.333333333333333,6.47382920110193,4.42831770159306,0.00239935475158263,0.0397660500688657,0.0343016689087946,ACROYT_G013062/ACROYT_G036390/ACROYT_G044428/ACROYT_G044601,4,NA,NA
MEblue,GO:0051224,negative regulation of protein transport,4/121,12/2350,0.333333333333333,6.47382920110193,4.42831770159306,0.00239935475158263,0.0397660500688657,0.0343016689087946,ACROYT_G010556/ACROYT_G019567/ACROYT_G021449/ACROYT_G021858,4,NA,NA
MEblue,GO:1904064,positive regulation of cation transmembrane transport,4/121,12/2350,0.333333333333333,6.47382920110193,4.42831770159306,0.00239935475158263,0.0397660500688657,0.0343016689087946,ACROYT_G010556/ACROYT_G017711/ACROYT_G017838/ACROYT_G026620,4,NA,NA
MEblue,GO:1904950,negative regulation of establishment of protein localization,4/121,12/2350,0.333333333333333,6.47382920110193,4.42831770159306,0.00239935475158263,0.0397660500688657,0.0343016689087946,ACROYT_G010556/ACROYT_G019567/ACROYT_G021449/ACROYT_G021858,4,NA,NA
MEblue,GO:2000242,negative regulation of reproductive process,4/121,12/2350,0.333333333333333,6.47382920110193,4.42831770159306,0.00239935475158263,0.0397660500688657,0.0343016689087946,ACROYT_G005185/ACROYT_G006438/ACROYT_G019635/ACROYT_G021441,4,NA,NA
MEblue,GO:0009887,animal organ morphogenesis,21/121,215/2350,0.0976744186046512,1.89698251009033,3.21427791699028,0.00245350726152743,0.0403507578857358,0.0348060301392394,ACROYT_G000539/ACROYT_G001336/ACROYT_G004486/ACROYT_G005185/ACROYT_G011982/ACROYT_G012773/ACROYT_G016868/ACROYT_G017838/ACROYT_G019632/ACROYT_G019799/ACROYT_G020457/ACROYT_G021449/ACROYT_G021828/ACROYT_G022486/ACROYT_G025724/ACROYT_G027661/ACROYT_G036390/ACROYT_G039171/ACROYT_G039193/ACROYT_G042276/ACROYT_G044428,21,NA,NA
MEblue,GO:0070887,cellular response to chemical stimulus,28/121,321/2350,0.0872274143302181,1.69408614608275,3.11748252689284,0.00252843781584486,0.041002792481337,0.035368466558664,ACROYT_G000539/ACROYT_G001336/ACROYT_G001485/ACROYT_G004471/ACROYT_G005185/ACROYT_G006013/ACROYT_G009447/ACROYT_G010556/ACROYT_G012773/ACROYT_G013062/ACROYT_G016960/ACROYT_G017839/ACROYT_G018812/ACROYT_G019632/ACROYT_G019635/ACROYT_G020457/ACROYT_G020555/ACROYT_G021594/ACROYT_G021858/ACROYT_G023961/ACROYT_G025980/ACROYT_G026620/ACROYT_G029061/ACROYT_G036390/ACROYT_G037441/ACROYT_G038405/ACROYT_G039997/ACROYT_G044428,28,NA,NA
MEblue,GO:0002009,morphogenesis of an epithelium,17/121,159/2350,0.106918238993711,2.07651125318364,3.27472704641074,0.00253151010642492,0.041002792481337,0.035368466558664,ACROYT_G000539/ACROYT_G004486/ACROYT_G005185/ACROYT_G016868/ACROYT_G017711/ACROYT_G017838/ACROYT_G019632/ACROYT_G019799/ACROYT_G020457/ACROYT_G021449/ACROYT_G022486/ACROYT_G022776/ACROYT_G025724/ACROYT_G036390/ACROYT_G039193/ACROYT_G042276/ACROYT_G044428,17,NA,NA
MEblue,GO:0032868,response to insulin,7/121,38/2350,0.184210526315789,3.57764245324054,3.73163981887571,0.00267942231031871,0.0430722172891835,0.0371535250310913,ACROYT_G001336/ACROYT_G004471/ACROYT_G012773/ACROYT_G020457/ACROYT_G020555/ACROYT_G029061/ACROYT_G036390,7,NA,NA
MEblue,GO:0031399,regulation of protein modification process,21/121,217/2350,0.0967741935483871,1.87949880031991,3.16773504958339,0.00275463419846409,0.0438312566340845,0.0378082623321924,ACROYT_G001336/ACROYT_G006438/ACROYT_G010556/ACROYT_G013062/ACROYT_G018812/ACROYT_G019632/ACROYT_G020457/ACROYT_G021441/ACROYT_G021858/ACROYT_G022776/ACROYT_G025724/ACROYT_G025980/ACROYT_G026620/ACROYT_G032248/ACROYT_G034760/ACROYT_G036390/ACROYT_G037441/ACROYT_G039381/ACROYT_G039781/ACROYT_G044428/ACROYT_G044601,21,NA,NA
MEblue,GO:0007264,small GTPase-mediated signal transduction,5/121,20/2350,0.25,4.85537190082645,4.03350383677908,0.00276764249092676,0.0438312566340845,0.0378082623321924,ACROYT_G003306/ACROYT_G019799/ACROYT_G022776/ACROYT_G036973/ACROYT_G044428,5,NA,NA
MEblue,GO:0007165,signal transduction,33/121,403/2350,0.0818858560794045,1.59034513873224,3.03287630404621,0.00282972506632139,0.0444849425867289,0.0383721231903643,ACROYT_G001336/ACROYT_G001485/ACROYT_G002698/ACROYT_G004471/ACROYT_G005185/ACROYT_G010556/ACROYT_G012773/ACROYT_G013062/ACROYT_G016868/ACROYT_G017838/ACROYT_G018812/ACROYT_G019635/ACROYT_G019799/ACROYT_G020457/ACROYT_G020555/ACROYT_G021441/ACROYT_G021858/ACROYT_G022776/ACROYT_G026620/ACROYT_G027735/ACROYT_G028382/ACROYT_G029061/ACROYT_G032248/ACROYT_G032910/ACROYT_G036390/ACROYT_G037441/ACROYT_G038405/ACROYT_G039171/ACROYT_G039781/ACROYT_G039938/ACROYT_G039997/ACROYT_G044428/ACROYT_G044601,33,NA,NA
MEblue,GO:0098772,molecular function regulator activity,15/121,135/2350,0.111111111111111,2.15794306703398,3.22809557939207,0.00315409558646063,0.0492223092252031,0.0424585130040647,ACROYT_G005185/ACROYT_G010556/ACROYT_G017838/ACROYT_G019632/ACROYT_G019635/ACROYT_G020457/ACROYT_G021858/ACROYT_G021859/ACROYT_G021860/ACROYT_G022776/ACROYT_G027735/ACROYT_G034760/ACROYT_G037441/ACROYT_G039997/ACROYT_G044428,15,GO:0098772,molecular function regulator activity
MEblue,GO:0042127,regulation of cell population proliferation,20/121,205/2350,0.0975609756097561,1.8947792783713,3.1236211844821,0.00318741150214516,0.0493817810984519,0.0425960713330155,ACROYT_G000539/ACROYT_G001336/ACROYT_G004486/ACROYT_G005185/ACROYT_G006013/ACROYT_G009447/ACROYT_G010556/ACROYT_G013062/ACROYT_G016868/ACROYT_G019635/ACROYT_G020457/ACROYT_G022776/ACROYT_G025724/ACROYT_G026620/ACROYT_G027138/ACROYT_G036390/ACROYT_G037441/ACROYT_G039171/ACROYT_G039193/ACROYT_G044428,20,NA,NA
MEgreenyellow,GO:0021987,cerebral cortex development,5/34,20/2350,0.25,17.2794117647059,8.85701611526683,6.20963374035821e-6,0.00855102794203236,0.00669196261570861,ACROYT_G003553/ACROYT_G006033/ACROYT_G036031/ACROYT_G039666/ACROYT_G042648,5,GO:0048856,anatomical structure development
MEgreenyellow,GO:0046887,positive regulation of hormone secretion,5/34,26/2350,0.192307692307692,13.2918552036199,7.63480127208116,2.47567970063243e-5,0.00855102794203236,0.00669196261570861,ACROYT_G003794/ACROYT_G006033/ACROYT_G023383/ACROYT_G036031/ACROYT_G038988,5,NA,NA
MEgreenyellow,GO:0048593,camera-type eye morphogenesis,5/34,26/2350,0.192307692307692,13.2918552036199,7.63480127208116,2.47567970063243e-5,0.00855102794203236,0.00669196261570861,ACROYT_G003553/ACROYT_G006033/ACROYT_G017493/ACROYT_G023383/ACROYT_G036031,5,NA,NA
MEgreenyellow,GO:0046883,regulation of hormone secretion,6/34,44/2350,0.136363636363636,9.42513368983957,6.83416054953083,2.75941509071017e-5,0.00855102794203236,0.00669196261570861,ACROYT_G003553/ACROYT_G003794/ACROYT_G006033/ACROYT_G023383/ACROYT_G036031/ACROYT_G038988,6,NA,NA
MEgreenyellow,GO:0021543,pallium development,5/34,27/2350,0.185185185185185,12.7995642701525,7.47024656856212,3.00698417901191e-5,0.00855102794203236,0.00669196261570861,ACROYT_G003553/ACROYT_G006033/ACROYT_G036031/ACROYT_G039666/ACROYT_G042648,5,GO:0048856,anatomical structure development
MEgreenyellow,GO:0001654,eye development,8/34,92/2350,0.0869565217391304,6.01023017902813,5.93883573182582,3.1946555200619e-5,0.00855102794203236,0.00669196261570861,ACROYT_G003553/ACROYT_G003794/ACROYT_G004408/ACROYT_G006033/ACROYT_G011495/ACROYT_G017493/ACROYT_G023383/ACROYT_G036031,8,GO:0048856,anatomical structure development
MEgreenyellow,GO:0030500,regulation of bone mineralization,4/34,15/2350,0.266666666666667,18.4313725490196,8.20437422062334,4.46037452122926e-5,0.00968962212527854,0.00758301685625128,ACROYT_G003553/ACROYT_G003794/ACROYT_G006033/ACROYT_G036031,4,NA,NA
MEgreenyellow,GO:0051094,positive regulation of developmental process,11/34,194/2350,0.0567010309278351,3.91904184354154,5.14195766414995,4.82671089677636e-5,0.00968962212527854,0.00758301685625128,ACROYT_G003553/ACROYT_G003794/ACROYT_G004408/ACROYT_G006033/ACROYT_G011495/ACROYT_G017493/ACROYT_G021853/ACROYT_G023383/ACROYT_G025293/ACROYT_G036031/ACROYT_G042648,11,NA,NA
MEgreenyellow,GO:0070167,regulation of biomineral tissue development,4/34,16/2350,0.25,17.2794117647059,7.91516482515856,5.88638148068557e-5,0.01050392073109,0.00822028010285213,ACROYT_G003553/ACROYT_G003794/ACROYT_G006033/ACROYT_G036031,4,NA,NA
MEgreenyellow,GO:0048678,response to axon injury,4/34,17/2350,0.235294117647059,16.2629757785467,7.65099636616821,7.61890802980552e-5,0.0122359662958677,0.00957576440798715,ACROYT_G006033/ACROYT_G023383/ACROYT_G025293/ACROYT_G036031,4,NA,NA
MEgreenyellow,GO:0003151,outflow tract morphogenesis,4/34,19/2350,0.210526315789474,14.5510835913313,7.18441444487939,1.215565417556e-4,0.0177472550963176,0.0138888527135106,ACROYT_G003553/ACROYT_G006033/ACROYT_G036031/ACROYT_G039666,4,NA,NA
MEgreenyellow,GO:0046982,protein heterodimerization activity,6/34,58/2350,0.103448275862069,7.1501014198783,5.7451405420323,1.3686216707448e-4,0.0183167200268017,0.0143345111830643,ACROYT_G003553/ACROYT_G003794/ACROYT_G011495/ACROYT_G036031/ACROYT_G038988/ACROYT_G042648,6,NA,NA
MEgreenyellow,GO:0045597,positive regulation of cell differentiation,9/34,149/2350,0.0604026845637584,4.1748914330833,4.8509151843685,1.7360172048061e-4,0.0214464894686046,0.0167838424497043,ACROYT_G003794/ACROYT_G004408/ACROYT_G006033/ACROYT_G011495/ACROYT_G017493/ACROYT_G021853/ACROYT_G023383/ACROYT_G036031/ACROYT_G042648,9,NA,NA
MEgreenyellow,GO:0007423,sensory organ development,8/34,120/2350,0.0666666666666667,4.6078431372549,4.91470582511877,2.1698939588733e-4,0.0248917835567901,0.0194801006533443,ACROYT_G003553/ACROYT_G003794/ACROYT_G004408/ACROYT_G006033/ACROYT_G011495/ACROYT_G017493/ACROYT_G023383/ACROYT_G036031,8,GO:0048856,anatomical structure development
MEgreenyellow,GO:0021884,forebrain neuron development,3/34,10/2350,0.3,20.7352941176471,7.57612905131942,3.1005555558365e-4,0.0331966148178235,0.0259793918152201,ACROYT_G003553/ACROYT_G006033/ACROYT_G039666,3,GO:0048856,anatomical structure development
MEgreenyellow,GO:0046983,protein dimerization activity,9/34,163/2350,0.0552147239263804,3.81631180079394,4.51504242028203,3.4574388271946e-4,0.0339228730547212,0.0265477554088858,ACROYT_G003553/ACROYT_G003794/ACROYT_G006033/ACROYT_G011495/ACROYT_G023383/ACROYT_G033203/ACROYT_G036031/ACROYT_G038988/ACROYT_G042648,9,NA,NA
MEgreenyellow,GO:0008284,positive regulation of cell population proliferation,8/34,129/2350,0.062015503875969,4.28636570907433,4.65101944954274,3.5908396135134e-4,0.0339228730547212,0.0265477554088858,ACROYT_G003553/ACROYT_G003794/ACROYT_G006033/ACROYT_G017493/ACROYT_G023383/ACROYT_G036031/ACROYT_G039666/ACROYT_G042648,8,NA,NA
MEgreenyellow,GO:0010039,response to iron ion,3/34,11/2350,0.272727272727273,18.8502673796791,7.18848956866648,4.221129709182e-4,0.0349534572074299,0.0273542819071058,ACROYT_G003553/ACROYT_G003794/ACROYT_G036031,3,NA,NA
MEgreenyellow,GO:0044060,regulation of endocrine process,3/34,11/2350,0.272727272727273,18.8502673796791,7.18848956866648,4.221129709182e-4,0.0349534572074299,0.0273542819071058,ACROYT_G003794/ACROYT_G006033/ACROYT_G023383,3,NA,NA
MEgreenyellow,GO:0007548,sex differentiation,6/34,72/2350,0.0833333333333333,5.75980392156863,4.96924191977796,4.5687146457279e-4,0.0349534572074299,0.0273542819071058,ACROYT_G003553/ACROYT_G003794/ACROYT_G006033/ACROYT_G007875/ACROYT_G023383/ACROYT_G042648,6,GO:0022414,reproductive process
MEgreenyellow,GO:0048729,tissue morphogenesis,9/34,171/2350,0.0526315789473684,3.63777089783282,4.33928526764902,4.9616330558414e-4,0.0349534572074299,0.0273542819071058,ACROYT_G003553/ACROYT_G003794/ACROYT_G006033/ACROYT_G017493/ACROYT_G019563/ACROYT_G036031/ACROYT_G037977/ACROYT_G039666/ACROYT_G040394,9,NA,NA
MEgreenyellow,GO:0001938,positive regulation of endothelial cell proliferation,4/34,27/2350,0.148148148148148,10.239651416122,5.84957823066321,5.069964618172e-4,0.0349534572074299,0.0273542819071058,ACROYT_G003794/ACROYT_G006033/ACROYT_G036031/ACROYT_G039666,4,NA,NA
MEgreenyellow,GO:0014823,response to activity,3/34,12/2350,0.25,17.2794117647059,6.8488675449484004,5.5725684344271e-4,0.0349534572074299,0.0273542819071058,ACROYT_G003794/ACROYT_G023383/ACROYT_G036031,3,NA,NA
MEgreenyellow,GO:0021879,forebrain neuron differentiation,3/34,12/2350,0.25,17.2794117647059,6.8488675449484004,5.5725684344271e-4,0.0349534572074299,0.0273542819071058,ACROYT_G003553/ACROYT_G006033/ACROYT_G039666,3,GO:0030154,cell differentiation
MEgreenyellow,GO:0061180,mammary gland epithelium development,3/34,12/2350,0.25,17.2794117647059,6.8488675449484004,5.5725684344271e-4,0.0349534572074299,0.0273542819071058,ACROYT_G003553/ACROYT_G006033/ACROYT_G036031,3,GO:0048856,anatomical structure development
MEgreenyellow,GO:0009888,tissue development,12/34,298/2350,0.0402684563758389,2.78326095538887,3.99067209289576,5.6587166089239e-4,0.0349534572074299,0.0273542819071058,ACROYT_G003553/ACROYT_G003794/ACROYT_G004408/ACROYT_G006033/ACROYT_G017493/ACROYT_G019563/ACROYT_G025293/ACROYT_G036031/ACROYT_G037977/ACROYT_G039666/ACROYT_G040394/ACROYT_G042648,12,GO:0048856,anatomical structure development
MEgreenyellow,GO:0043010,camera-type eye development,5/34,52/2350,0.0961538461538462,6.64592760180996,4.98739371747473,7.4684179171201e-4,0.0414755437081892,0.0324584119994612,ACROYT_G003553/ACROYT_G006033/ACROYT_G017493/ACROYT_G023383/ACROYT_G036031,5,GO:0048856,anatomical structure development
MEgreenyellow,GO:0045165,cell fate commitment,6/34,79/2350,0.0759493670886076,5.24944154877141,4.65423735821512,7.5580366687374e-4,0.0414755437081892,0.0324584119994612,ACROYT_G003553/ACROYT_G003794/ACROYT_G004408/ACROYT_G006033/ACROYT_G036031/ACROYT_G042648,6,NA,NA
MEgreenyellow,GO:0071248,cellular response to metal ion,4/34,30/2350,0.133333333333333,9.2156862745098,5.48620676286679,7.6769822824148e-4,0.0414755437081892,0.0324584119994612,ACROYT_G003553/ACROYT_G003794/ACROYT_G023383/ACROYT_G036031,4,NA,NA
MEgreenyellow,GO:0048592,eye morphogenesis,5/34,53/2350,0.0943396226415094,6.52053274139845,4.92436364666858,8.1612151285913e-4,0.0414755437081892,0.0324584119994612,ACROYT_G003553/ACROYT_G006033/ACROYT_G017493/ACROYT_G023383/ACROYT_G036031,5,NA,NA
