7530-479402
OS REV: 1.08 Sensor Cal: 1706256000 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1723478880, +3.52, +29.763,    +1.1, +1230.0,   +24.0,  +312.0
1723479480, +3.52, +29.755,    +0.7, +1231.0,   -12.0,  +320.0
1723480080, +3.52, +29.747,    +0.4, +1222.0,    +1.0,  +352.0
1723480680, +3.52, +29.738,    +0.1, +1212.0,   -40.0,  +408.0
1723481280, +3.52, +29.755,    -0.0, +1219.0,    +0.0,  +390.0
1723481880, +3.52, +29.730,    -0.1, +1225.0,   -10.0,  +352.0
1723482480, +3.52, +29.706,    -0.0, +1232.0,   -52.0,  +320.0
1723483080, +3.52, +29.690,    -0.0, +1224.0,   -12.0,  +352.0
1723483680, +3.52, +29.682,    +0.0, +1230.0,   -20.0,  +312.0
1723484280, +3.52, +29.690,    +0.0, +1230.0,   -16.0,  +323.0
1723484880, +3.52, +29.706,    -0.1, +1230.0,   -20.0,  +318.0
1723485480, +3.52, +29.722,    -0.0, +1208.0,   -42.0,  +423.0
1723486080, +3.52, +29.722,    +0.1, +1228.0,   -52.0,  +332.0
1723486680, +3.52, +29.763,    -0.1, +1223.0,   -16.0,  +368.0
1723487280, +3.52, +29.779,    -0.0, +1222.0,   -24.0,  +374.0
1723487880, +3.52, +29.819,    -0.1, +1196.0,   -32.0,  +425.0
1723488480, +3.52, +29.844,    -0.0, +1230.0,   -32.0,  +318.0
1723489080, +3.52, +29.892,    +0.0, +1230.0,   -40.0,  +334.0
1723489680, +3.52, +29.941,    +0.0, +1198.0,   -64.0,  +454.0
1723490280, +3.52, +29.973,    -0.1, +1171.0,   -72.0,  +484.0
1723490880, +3.52, +30.013,    -0.0, +1200.0,   -40.0,  +464.0
1723491480, +3.52, +30.038,    -0.0, +1187.0,   -64.0,  +470.0
1723492080, +3.52, +30.070,    -0.1, +1196.0,   -25.0,  +472.0
1723492680, +3.52, +30.086,    -0.1, +1180.0,   -58.0,  +448.0
1723493280, +3.52, +30.110,    +0.0, +1172.0,   -20.0,  +486.0
1723493880, +3.52, +30.118,    -0.1, +1167.0,   -56.0,  +448.0
1723494480, +3.52, +30.118,    -0.1, +1169.0,   -36.0,  +484.0
1723495080, +3.52, +30.134,    -0.0, +1164.0,   -56.0,  +454.0
1723495680, +3.52, +30.142,    -0.0, +1158.0,   -52.0,  +476.0
1723496280, +3.52, +30.142,    +0.0, +1184.0,   -36.0,  +472.0
1723496880, +3.52, +30.142,    -0.1, +1167.0,   -44.0,  +480.0
1723497480, +3.52, +30.151,    +0.0, +1155.0,   -24.0,  +480.0
1723498080, +3.52, +30.151,    -0.0, +1160.0,   -49.0,  +462.0
1723498680, +3.52, +30.167,    -0.0, +1164.0,   -56.0,  +456.0
1723499280, +3.52, +30.151,    -0.0, +1183.0,   -16.0,  +448.0
1723499880, +3.52, +30.167,    -0.0, +1164.0,   -80.0,  +508.0
1723500480, +3.52, +30.159,    -0.0, +1191.0,    +0.0,  +454.0
1723501080, +3.52, +30.151,    -0.0, +1169.0,   -25.0,  +478.0
1723501680, +3.52, +30.151,    -0.0, +1164.0,   -50.0,  +441.0
1723502280, +3.52, +30.159,    +0.0, +1174.0,   -16.0,  +448.0
1723502880, +3.52, +30.159,    -0.1, +1172.0,   -26.0,  +460.0
1723503480, +3.52, +30.151,    +0.0, +1174.0,   -64.0,  +448.0
1723504080, +3.52, +30.005,    -0.1, +1164.0,   -23.0,  +462.0
1723504680, +3.52, +29.868,    -0.0, +1216.0,   -20.0,  +380.0
1723505280, +3.52, +29.836,    -0.1, +1196.0,    -8.0,  +432.0
1723505880, +3.52, +29.827,    -0.0, +1212.0,   -32.0,  +384.0
1723506480, +3.52, +29.779,    -0.0, +1228.0,   +16.0,  +320.0
1723507080, +3.52, +29.738,    -0.0, +1231.0,   -28.0,  +312.0
1723507680, +3.52, +29.714,    -0.0, +1223.0,   -52.0,  +344.0
1723508280, +3.52, +29.674,    +0.0, +1228.0,    +0.0,  +339.0
1723508880, +3.52, +29.584,    -0.0, +1230.0,   -16.0,  +328.0
1723509480, +3.52, +29.536,    -0.2, +1228.0,   +18.0,  +300.0
1723510080, +3.52, +29.503,    -0.1, +1231.0,    -8.0,  +280.0
1723510680, +3.52, +29.487,    -0.1, +1136.0,   -40.0,  +428.0
1723511280, +3.52, +29.471,    -0.1, +1235.0,    -8.0,  +284.0
1723511880, +3.52, +29.463,    +0.0, +1136.0,   -45.0,  +435.0
1723512480, +3.52, +29.463,    -0.0, +1235.0,   -44.0,  +280.0
