7530-479402
OS REV: 1.08 Sensor Cal: 1706256000 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1719215880, +3.52, +27.828,  +101.2, +1203.0,   -48.0,  +384.0
1719216480, +3.52, +27.853,   +26.8, +1206.0,   -32.0,  +374.0
1719217080, +3.52, +27.894,  +102.0, +1204.0,   -36.0,  +388.0
1719217680, +3.52, +27.959,  +100.4, +1207.0,   -45.0,  +380.0
1719218280, +3.52, +28.033,  +100.1, +1203.0,   -48.0,  +398.0
1719218880, +3.52, +28.091,  +104.7, +1203.0,    -8.0,  +408.0
1719219480, +3.52, +28.140,   +46.3, +1203.0,   -25.0,  +400.0
1719220080, +3.52, +28.181,   +99.9, +1200.0,   -30.0,  +396.0
1719220680, +3.52, +28.247,  +104.6, +1240.0,    -8.0,  +242.0
1719221280, +3.52, +28.279,  +100.4, +1240.0,    -8.0,  +240.0
1719221880, +3.52, +28.345,   +99.7, +1235.0,   -40.0,  +246.0
1719222480, +3.52, +28.378,   +98.7, +1238.0,    -8.0,  +232.0
1719223080, +3.52, +28.460,   +99.7, +1239.0,   -14.0,  +240.0
1719223680, +3.52, +28.517,  +106.2, +1238.0,   -48.0,  +256.0
1719224280, +3.52, +28.566,  +100.0, +1236.0,   -32.0,  +262.0
1719224880, +3.52, +28.607,  +106.4, +1236.0,   -24.0,  +244.0
1719225480, +3.52, +28.607,   +79.2, +1239.0,   -32.0,  +248.0
1719226080, +3.52, +28.648,  +102.7, +1240.0,   -47.0,  +246.0
1719226680, +3.52, +28.664,   +56.8, +1235.0,   -20.0,  +256.0
1719227280, +3.52, +28.664,   +98.3, +1238.0,    -8.0,  +242.0
1719227880, +3.52, +28.672,  +101.6, +1235.0,   -24.0,  +248.0
1719228480, +3.52, +28.689,   +97.2, +1232.0,   -16.0,  +260.0
1719229080, +3.52, +28.689,   +78.4, +1236.0,   -64.0,  +268.0
1719229680, +3.52, +28.705,  +101.8, +1235.0,   -50.0,  +248.0
1719230280, +3.52, +28.713,   +99.2, +1240.0,   -13.0,  +256.0
1719230880, +3.52, +28.721,   +88.3, +1235.0,   -24.0,  +284.0
1719231480, +3.52, +28.713,   +58.5, +1235.0,   -32.0,  +252.0
1719232080, +3.52, +28.730,   +84.1, +1240.0,   -52.0,  +260.0
1719232680, +3.52, +28.730,   +39.0, +1232.0,   +16.0,  +244.0
1719233280, +3.52, +28.730,   +67.5, +1240.0,    +0.0,  +224.0
1719233880, +3.52, +28.721,   +59.6, +1240.0,   -48.0,  +244.0
1719234480, +3.52, +28.730,   +56.5, +1238.0,   -40.0,  +231.0
1719235080, +3.52, +28.713,   +53.6, +1240.0,    +0.0,  +224.0
1719235680, +3.52, +28.770,   +48.0, +1240.0,   -64.0,  +240.0
1719236280, +3.52, +28.844,   +47.0, +1240.0,   -29.0,  +236.0
1719236880, +3.52, +28.934,   +41.8, +1238.0,   -40.0,  +240.0
1719237480, +3.52, +28.983,   +36.2, +1236.0,    -8.0,  +236.0
1719238080, +3.52, +29.032,   +21.8, +1238.0,   -45.0,  +259.0
1719238680, +3.52, +29.097,   +15.9, +1238.0,   -32.0,  +228.0
1719239280, +3.52, +29.162,   +12.6, +1235.0,   -28.0,  +240.0
1719239880, +3.52, +29.219,   +15.4, +1235.0,   -24.0,  +238.0
1719240480, +3.52, +29.251,   +23.2, +1238.0,   -32.0,  +243.0
1719241080, +3.52, +29.268,   +16.2, +1232.0,    +4.0,  +248.0
1719241680, +3.52, +29.276,   +12.4, +1238.0,   -56.0,  +256.0
1719242280, +3.52, +29.292,   +12.8, +1238.0,   -32.0,  +242.0
1719242880, +3.52, +29.300,   +10.0, +1232.0,   -10.0,  +288.0
1719243480, +3.52, +29.251,    +9.8, +1235.0,   -29.0,  +259.0
1719244080, +3.52, +29.227,    +7.6, +1235.0,   -24.0,  +248.0
1719244680, +3.52, +29.227,    +6.8, +1233.0,   -16.0,  +248.0
1719245280, +3.52, +29.186,    +5.5, +1239.0,   -26.0,  +240.0
1719245880, +3.52, +29.178,    +4.0, +1236.0,   -13.0,  +240.0
1719246480, +3.52, +29.162,    +2.7, +1235.0,    +0.0,  +230.0
1719247080, +3.52, +29.162,    +1.8, +1235.0,   -16.0,  +240.0
1719247680, +3.52, +29.146,    +0.8, +1235.0,    -8.0,  +248.0
1719248280, +3.52, +29.137,    +0.5, +1235.0,    +0.0,  +236.0
1719248880, +3.52, +29.129,    +0.1, +1236.0,   -16.0,  +240.0
1719249480, +3.52, +29.129,    -0.0, +1235.0,    +0.0,  +243.0
1719250080, +3.52, +29.121,    -0.0, +1235.0,   -24.0,  +246.0
1719250680, +3.52, +29.121,    +0.0, +1239.0,   -24.0,  +240.0
1719251280, +3.52, +29.121,    +0.1, +1236.0,   -24.0,  +243.0
1719251880, +3.52, +29.113,    -0.1, +1235.0,   -24.0,  +240.0
1719252480, +3.52, +29.105,    -0.1, +1235.0,   -16.0,  +230.0
1719253080, +3.52, +29.089,    -0.1, +1233.0,    +6.0,  +236.0
1719253680, +3.52, +29.089,    +0.0, +1232.0,    +0.0,  +231.0
1719254280, +3.52, +29.089,    -0.1, +1233.0,   +12.0,  +232.0
1719254880, +3.52, +29.072,    -0.1, +1235.0,    -8.0,  +234.0
1719255480, +3.52, +29.048,    -0.0, +1235.0,    +0.0,  +256.0
1719256080, +3.52, +29.015,    -0.0, +1235.0,    +0.0,  +240.0
1719256680, +3.52, +28.999,    -0.0, +1235.0,    +0.0,  +240.0
1719257280, +3.52, +28.983,    -0.0, +1233.0,    +4.0,  +252.0
1719257880, +3.52, +28.975,    -0.0, +1235.0,   -10.0,  +230.0
1719258480, +3.52, +28.966,    +0.0, +1198.0,   -10.0,  +396.0
1719259080, +3.52, +28.966,    +0.1, +1235.0,    +0.0,  +240.0
