7530-479402
OS REV: 1.08 Sensor Cal: 1706256000 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1725218880, +3.51, +30.304,    -0.0, +1180.0,   -45.0,  +444.0
1725219480, +3.51, +30.296,    +0.0, +1199.0,   -29.0,  +416.0
1725220080, +3.51, +30.279,    -0.1, +1187.0,   -10.0,  +422.0
1725220680, +3.51, +30.288,    +0.0, +1144.0,   -47.0,  +435.0
1725221280, +3.51, +30.288,    +0.0, +1183.0,   -12.0,  +432.0
1725221880, +3.51, +30.271,    +0.0, +1190.0,   -52.0,  +440.0
1725222480, +3.51, +30.255,    +0.0, +1187.0,    +0.0,  +419.0
1725223080, +3.51, +30.263,    +0.1, +1196.0,   -48.0,  +432.0
1725223680, +3.51, +30.271,    -0.0, +1207.0,   -16.0,  +392.0
1725224280, +3.51, +30.263,    -0.0, +1190.0,   -50.0,  +412.0
1725224880, +3.51, +30.279,    -0.1, +1188.0,   -18.0,  +428.0
1725225480, +3.51, +30.263,    -0.0, +1191.0,   -52.0,  +423.0
1725226080, +3.51, +30.271,    -0.0, +1193.0,   -16.0,  +416.0
1725226680, +3.51, +30.263,    +0.0, +1196.0,   -79.0,  +451.0
1725227280, +3.51, +30.271,    -0.1, +1180.0,    +0.0,  +417.0
1725227880, +3.51, +30.271,    -0.1, +1184.0,   -80.0,  +438.0
1725228480, +3.51, +30.279,    +0.0, +1214.0,   -40.0,  +368.0
1725229080, +3.51, +30.279,    -0.1, +1228.0,   -44.0,  +324.0
1725229680, +3.51, +30.288,    +0.0, +1228.0,   -40.0,  +312.0
1725230280, +3.51, +30.288,    -0.1, +1191.0,   +20.0,  +414.0
1725230880, +3.51, +30.288,    +0.0, +1216.0,   +14.0,  +372.0
1725231480, +3.51, +30.279,    +0.1, +1192.0,   -48.0,  +428.0
1725232080, +3.51, +30.279,    -0.0, +1208.0,   -40.0,  +400.0
1725232680, +3.51, +30.271,    -0.1, +1223.0,   -40.0,  +339.0
1725233280, +3.51, +30.271,    -0.1, +1191.0,   -57.0,  +419.0
1725233880, +3.51, +30.271,    -0.1, +1196.0,   -77.0,  +408.0
1725234480, +3.51, +30.263,    +0.0, +1222.0,    +6.0,  +344.0
1725235080, +3.51, +30.263,    +0.0, +1200.0,   -36.0,  +411.0
1725235680, +3.51, +30.263,    +0.0, +1192.0,   -24.0,  +416.0
1725236280, +3.51, +30.247,    +0.0, +1207.0,   -44.0,  +392.0
1725236880, +3.51, +30.263,    +0.0, +1216.0,   -31.0,  +368.0
1725237480, +3.51, +30.271,    +0.0, +1219.0,  -120.0,  +390.0
1725238080, +3.51, +30.255,    -0.0, +1230.0,   -68.0,  +344.0
1725238680, +3.51, +30.263,    -0.1, +1191.0,   -16.0,  +432.0
1725239280, +3.51, +30.255,    +0.0, +1216.0,    +8.0,  +376.0
1725239880, +3.51, +30.255,    -0.1, +1236.0,   -61.0,  +280.0
1725240480, +3.51, +30.255,    -0.0, +1203.0,   +12.0,  +400.0
1725241080, +3.51, +30.263,    +0.1, +1172.0,   +17.0,  +440.0
1725241680, +3.51, +30.255,    -0.0, +1139.0,   +24.0,  +472.0
1725242280, +3.51, +30.263,    -0.1, +1199.0,  -109.0,  +414.0
1725242880, +3.51, +30.263,    -0.1, +1201.0,   -40.0,  +430.0
1725243480, +3.51, +30.271,    +0.0, +1196.0,   -48.0,  +428.0
1725244080, +3.51, +30.279,    -0.1, +1177.0,   -68.0,  +455.0
1725244680, +3.51, +30.288,    +0.0, +1188.0,   +32.0,  +436.0
1725245280, +3.51, +30.288,    -0.1, +1212.0,   +16.0,  +371.0
1725245880, +3.51, +30.288,    -0.1, +1203.0,   -64.0,  +419.0
1725246480, +3.51, +30.279,    +0.0, +1230.0,   -60.0,  +342.0
1725247080, +3.51, +30.288,    +0.1, +1230.0,   -40.0,  +326.0
1725247680, +3.51, +30.271,    +0.5, +1228.0,   -29.0,  +312.0
1725248280, +3.51, +30.288,    +1.3, +1224.0,  -125.0,  +390.0
1725248880, +3.51, +30.279,    +2.4, +1230.0,   +32.0,  +304.0
1725249480, +3.51, +30.288,    +3.7, +1228.0,   -32.0,  +323.0
1725250080, +3.51, +30.288,    +5.2, +1227.0,   +20.0,  +316.0
1725250680, +3.51, +30.288,    +7.2, +1216.0,   -32.0,  +384.0
1725251280, +3.51, +30.279,    +9.1, +1224.0,    +3.0,  +344.0
1725251880, +3.51, +30.271,    +9.6, +1216.0,   -68.0,  +371.0
1725252480, +3.51, +30.288,   +13.1, +1224.0,    -8.0,  +326.0
1725253080, +3.51, +30.296,   +13.8, +1223.0,   -24.0,  +359.0
1725253680, +3.51, +30.312,   +17.6, +1222.0,   +56.0,  +348.0
1725254280, +3.51, +30.312,   +18.2, +1217.0,   +24.0,  +352.0
1725254880, +3.51, +30.296,   +19.2, +1212.0,   -12.0,  +416.0
1725255480, +3.51, +30.336,   +22.9, +1224.0,   +32.0,  +320.0
1725256080, +3.51, +30.352,   +27.5, +1216.0,    +6.0,  +368.0
1725256680, +3.51, +30.344,   +29.7, +1228.0,   -56.0,  +336.0
1725257280, +3.51, +30.328,   +27.5, +1230.0,   +19.0,  +320.0
1725257880, +3.51, +30.336,   +30.2, +1230.0,  -104.0,  +358.0
1725258480, +3.51, +30.328,   +32.5, +1211.0,   -61.0,  +384.0
1725259080, +3.51, +30.320,   +35.3, +1196.0,   -50.0,  +422.0
1725259680, +3.51, +30.320,   +33.3, +1196.0,  -100.0,  +432.0
1725260280, +3.51, +30.304,   +33.2, +1217.0,    +0.0,  +356.0
1725260880, +3.51, +30.312,   +37.0, +1216.0,   +16.0,  +352.0
1725261480, +3.51, +30.320,   +35.0, +1209.0,   +48.0,  +371.0
1725262080, +3.51, +30.336,   +33.6, +1187.0,    +4.0,  +420.0
1725262680, +3.51, +30.328,   +40.1, +1216.0,    +4.0,  +355.0
1725263280, +3.51, +30.344,   +43.4, +1200.0,    +0.0,  +408.0
1725263880, +3.51, +30.352,   +44.5, +1208.0,   -29.0,  +398.0
1725264480, +3.51, +30.344,   +43.5, +1208.0,   -64.0,  +386.0
1725265080, +3.51, +30.328,   +47.3, +1219.0,    +0.0,  +352.0
1725265680, +3.51, +30.328,   +45.2, +1216.0,   -10.0,  +371.0
