7530-479402
OS REV: 1.08 Sensor Cal: 1706256000 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1727306880, +3.51, +28.877,    +0.0, +1201.0,   -24.0,  +392.0
1727307480, +3.51, +28.860,    +0.0, +1203.0,   -12.0,  +392.0
1727308080, +3.51, +28.868,    -0.1, +1211.0,    +0.0,  +384.0
1727308680, +3.51, +28.852,    -0.1, +1228.0,    +0.0,  +323.0
1727309280, +3.51, +28.795,    -0.0, +1219.0,   +12.0,  +340.0
1727309880, +3.51, +28.746,    -0.0, +1208.0,   -14.0,  +372.0
1727310480, +3.51, +28.754,    -0.0, +1228.0,   +12.0,  +296.0
1727311080, +3.51, +28.787,    -0.1, +1228.0,   +18.0,  +320.0
1727311680, +3.51, +28.721,    -0.1, +1208.0,    +8.0,  +380.0
1727312280, +3.50, +28.730,    -0.0, +1228.0,    +6.0,  +304.0
1727312880, +3.51, +28.754,    -0.1, +1214.0,    +0.0,  +348.0
1727313480, +3.51, +28.762,    -0.1, +1216.0,    +1.0,  +358.0
1727314080, +3.51, +28.828,    -0.1, +1225.0,   +19.0,  +304.0
1727314680, +3.51, +28.746,    -0.1, +1230.0,    +8.0,  +304.0
1727315280, +3.51, +28.713,    +0.1, +1236.0,    +0.0,  +268.0
1727315880, +3.51, +28.689,    -0.1, +1232.0,    +4.0,  +275.0
1727316480, +3.51, +28.697,    +0.0, +1227.0,   +12.0,  +306.0
1727317080, +3.51, +28.648,    -0.0, +1239.0,   +16.0,  +236.0
1727317680, +3.51, +28.599,    -0.1, +1232.0,   +24.0,  +272.0
1727318280, +3.51, +28.656,    +0.0, +1231.0,    +0.0,  +288.0
1727318880, +3.51, +28.640,    -0.1, +1230.0,    +4.0,  +296.0
1727319480, +3.51, +28.582,    +0.0, +1235.0,    +8.0,  +284.0
1727320080, +3.51, +28.574,    -0.0, +1240.0,   +16.0,  +256.0
1727320680, +3.51, +28.550,    +0.0, +1235.0,   +24.0,  +248.0
1727321280, +3.51, +28.542,    -0.0, +1232.0,   +32.0,  +276.0
1727321880, +3.51, +28.542,    +0.1, +1240.0,    +8.0,  +240.0
1727322480, +3.51, +28.525,    +0.3, +1232.0,   +30.0,  +278.0
1727323080, +3.51, +28.517,    +0.7, +1240.0,   +12.0,  +220.0
1727323680, +3.51, +28.509,    +1.4, +1241.0,   +16.0,  +220.0
1727324280, +3.50, +28.509,    +2.3, +1155.0,    -8.0,  +423.0
1727324880, +3.50, +28.501,    +3.6, +1240.0,   +22.0,  +236.0
1727325480, +3.51, +28.509,    +4.1, +1236.0,   +32.0,  +252.0
1727326080, +3.51, +28.509,    +5.3, +1240.0,   +31.0,  +223.0
1727326680, +3.51, +28.492,    +7.3, +1136.0,    -8.0,  +419.0
1727327280, +3.50, +28.476,    +8.2, +1240.0,   +20.0,  +240.0
1727327880, +3.50, +28.476,    +7.6, +1145.0,    +4.0,  +423.0
1727328480, +3.50, +28.501,   +10.4, +1240.0,   +14.0,  +236.0
