7530-479402
OS REV: 1.08 Sensor Cal: 1706256000 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1723826880, +3.52, +30.440,    -0.0, +1227.0,   -32.0,  +316.0
1723827480, +3.52, +30.432,    +0.0, +1230.0,   -16.0,  +296.0
1723828080, +3.52, +30.432,    -0.0, +1233.0,   -16.0,  +284.0
1723828680, +3.52, +30.432,    +0.0, +1230.0,   -24.0,  +304.0
1723829280, +3.52, +30.432,    -0.0, +1231.0,   -16.0,  +278.0
1723829880, +3.52, +30.432,    -0.0, +1227.0,   +12.0,  +296.0
1723830480, +3.52, +30.432,    -0.1, +1233.0,    +0.0,  +256.0
1723831080, +3.52, +30.424,    -0.1, +1235.0,   -32.0,  +258.0
1723831680, +3.52, +30.424,    -0.1, +1238.0,   -24.0,  +256.0
1723832280, +3.52, +30.424,    -0.1, +1232.0,   -20.0,  +276.0
1723832880, +3.52, +30.424,    -0.2, +1232.0,   -20.0,  +275.0
1723833480, +3.52, +30.432,    -0.2, +1231.0,   -16.0,  +280.0
1723834080, +3.52, +30.440,    -0.1, +1231.0,   -32.0,  +278.0
1723834680, +3.52, +30.432,    -0.0, +1235.0,   -32.0,  +270.0
1723835280, +3.52, +30.432,    -0.1, +1235.0,   -28.0,  +268.0
1723835880, +3.52, +30.440,    -0.1, +1232.0,    +0.0,  +268.0
1723836480, +3.52, +30.440,    -0.1, +1238.0,   -36.0,  +240.0
1723837080, +3.52, +30.456,    -0.0, +1233.0,   -16.0,  +272.0
1723837680, +3.52, +30.464,    +0.1, +1235.0,   -40.0,  +272.0
1723838280, +3.52, +30.464,    -0.0, +1235.0,   -32.0,  +260.0
1723838880, +3.52, +30.464,    -0.1, +1231.0,   +19.0,  +276.0
1723839480, +3.52, +30.464,    -0.0, +1233.0,   +16.0,  +240.0
1723840080, +3.52, +30.464,    +0.0, +1235.0,   -52.0,  +257.0
1723840680, +3.52, +30.456,    -0.0, +1228.0,   -25.0,  +292.0
1723841280, +3.52, +30.456,    +0.0, +1235.0,   -16.0,  +256.0
1723841880, +3.52, +30.448,    -0.0, +1232.0,    +0.0,  +280.0
1723842480, +3.52, +30.464,    -0.0, +1235.0,    +8.0,  +264.0
1723843080, +3.52, +30.464,    -0.1, +1233.0,   -25.0,  +284.0
1723843680, +3.52, +30.464,    -0.1, +1232.0,    -8.0,  +286.0
1723844280, +3.52, +30.456,    +0.0, +1238.0,    -8.0,  +263.0
1723844880, +3.52, +30.464,    +0.0, +1231.0,   +24.0,  +294.0
1723845480, +3.52, +30.472,    -0.1, +1235.0,   -32.0,  +275.0
1723846080, +3.52, +30.472,    -0.1, +1232.0,   -24.0,  +291.0
1723846680, +3.52, +30.472,    -0.1, +1238.0,   -32.0,  +256.0
1723847280, +3.52, +30.464,    -0.0, +1228.0,   -13.0,  +304.0
1723847880, +3.52, +30.464,    -0.0, +1232.0,   -14.0,  +304.0
1723848480, +3.52, +30.472,    +0.0, +1232.0,   -64.0,  +302.0
1723849080, +3.52, +30.472,    -0.0, +1231.0,   -26.0,  +288.0
1723849680, +3.52, +30.480,    -0.1, +1232.0,   -10.0,  +286.0
1723850280, +3.52, +30.489,    -0.0, +1231.0,   -42.0,  +308.0
1723850880, +3.52, +30.489,    -0.0, +1231.0,   -52.0,  +296.0
1723851480, +3.52, +30.505,    -0.1, +1228.0,   -36.0,  +316.0
1723852080, +3.52, +30.513,    +0.0, +1231.0,   -16.0,  +295.0
1723852680, +3.52, +30.513,    -0.1, +1228.0,    -8.0,  +307.0
1723853280, +3.52, +30.472,    -0.0, +1236.0,   -24.0,  +270.0
1723853880, +3.52, +30.416,    -0.0, +1235.0,   -13.0,  +264.0
1723854480, +3.52, +30.223,    -0.1, +1169.0,   -57.0,  +432.0
1723855080, +3.52, +30.046,    -0.1, +1167.0,   -32.0,  +424.0
1723855680, +3.52, +29.836,    +0.0, +1200.0,   -40.0,  +387.0
1723856280, +3.52, +29.617,    -0.0, +1222.0,   +22.0,  +326.0
1723856880, +3.52, +29.390,    -0.1, +1238.0,   -24.0,  +248.0
1723857480, +3.52, +29.211,    -0.0, +1238.0,    -8.0,  +248.0
1723858080, +3.52, +29.129,    -0.0, +1240.0,   -10.0,  +240.0
1723858680, +3.52, +29.080,    -0.1, +1136.0,   -40.0,  +424.0
1723859280, +3.52, +29.032,    +0.1, +1235.0,   +19.0,  +256.0
1723859880, +3.52, +29.129,    -0.1, +1238.0,   -13.0,  +256.0
1723860480, +3.52, +29.064,    +0.0, +1233.0,    +0.0,  +288.0
1723861080, +3.52, +29.056,    -0.0, +1169.0,   -40.0,  +428.0
1723861680, +3.52, +29.089,    -0.1, +1232.0,   +28.0,  +264.0
1723862280, +3.52, +29.113,    -0.1, +1236.0,    +2.0,  +248.0
1723862880, +3.52, +29.129,    -0.0, +1151.0,   -48.0,  +444.0
1723863480, +3.52, +29.137,    +0.0, +1235.0,    +0.0,  +256.0
1723864080, +3.52, +29.146,    -0.0, +1236.0,   -32.0,  +270.0
1723864680, +3.52, +29.154,    +0.1, +1235.0,    +0.0,  +268.0
1723865280, +3.52, +29.162,    +0.4, +1190.0,   -31.0,  +400.0
1723865880, +3.52, +29.194,    +1.0, +1159.0,   -26.0,  +441.0
1723866480, +3.52, +29.203,    +1.7, +1176.0,   -57.0,  +428.0
1723867080, +3.52, +29.235,    +2.7, +1168.0,   -50.0,  +446.0
1723867680, +3.52, +29.276,    +4.4, +1238.0,   -32.0,  +264.0
1723868280, +3.52, +29.292,    +5.3, +1236.0,    -8.0,  +262.0
1723868880, +3.52, +29.292,    +7.1, +1232.0,   -13.0,  +296.0
