MiniDOT Logger Concatenated Data File								
Sensor:             7530-479402								
Concatenation Date: 2025Jan14 07:21:23 IST								
								
								
            Unix Timestamp	               UTC_Date_&_Time	          Israel Standard Time	       Battery	   Temperature	           PAR	  Acceleration X	  Acceleration Y	  Acceleration Z
1718917080	           2024-06-20 20:58:00	           2024-06-20 23:58:00	3.51	25.811	-0.1	1216	-20	320
1718917680	           2024-06-20 21:08:00	           2024-06-21 00:08:00	3.51	25.778	0	1216	-32	326
1718918280	           2024-06-20 21:18:00	           2024-06-21 00:18:00	3.51	25.803	0	1217	-16	323
1718918880	           2024-06-20 21:28:00	           2024-06-21 00:28:00	3.51	25.902	0	1216	-18	318
1718919480	           2024-06-20 21:38:00	           2024-06-21 00:38:00	3.51	25.985	-0.1	1216	-24	320
1718920080	           2024-06-20 21:48:00	           2024-06-21 00:48:00	3.51	26.018	0	1216	-24	328
1718920680	           2024-06-20 21:58:00	           2024-06-21 00:58:00	3.51	26.035	0	1216	-24	326
1718921280	           2024-06-20 22:08:00	           2024-06-21 01:08:00	3.51	26.052	0	1216	-28	328
1718921880	           2024-06-20 22:18:00	           2024-06-21 01:18:00	3.51	26.068	0	1216	-20	330
1718922480	           2024-06-20 22:28:00	           2024-06-21 01:28:00	3.51	26.093	0	1215	-16	332
1718923080	           2024-06-20 22:38:00	           2024-06-21 01:38:00	3.51	26.118	-0.1	1212	-16	338
1718923680	           2024-06-20 22:48:00	           2024-06-21 01:48:00	3.51	26.159	-0.1	1212	-30	334
1718924280	           2024-06-20 22:58:00	           2024-06-21 01:58:00	3.51	26.168	0.1	1212	-23	339
1718924880	           2024-06-20 23:08:00	           2024-06-21 02:08:00	3.51	26.168	0.1	1217	-24	327
1718925480	           2024-06-20 23:18:00	           2024-06-21 02:18:00	3.51	26.193	0	1216	-25	336
1718926080	           2024-06-20 23:28:00	           2024-06-21 02:28:00	3.51	26.193	-0.1	1216	-20	338
1718926680	           2024-06-20 23:38:00	           2024-06-21 02:38:00	3.51	26.217	0	1216	-8	326
1718927280	           2024-06-20 23:48:00	           2024-06-21 02:48:00	3.51	26.267	0	1216	-16	334
1718927880	           2024-06-20 23:58:00	           2024-06-21 02:58:00	3.51	26.333	0	1216	-18	332
1718928480	           2024-06-21 00:08:00	           2024-06-21 03:08:00	3.51	26.358	0.1	1212	-29	340
1718929080	           2024-06-21 00:18:00	           2024-06-21 03:18:00	3.51	26.425	0	1211	-16	334
1718929680	           2024-06-21 00:28:00	           2024-06-21 03:28:00	3.51	26.466	0	1214	-12	339
1718930280	           2024-06-21 00:38:00	           2024-06-21 03:38:00	3.51	26.474	0	1214	-18	336
1718930880	           2024-06-21 00:48:00	           2024-06-21 03:48:00	3.51	26.491	0	1214	-24	336
1718931480	           2024-06-21 00:58:00	           2024-06-21 03:58:00	3.51	26.466	-0.1	1214	-16	344
1718932080	           2024-06-21 01:08:00	           2024-06-21 04:08:00	3.51	26.449	0	1208	-26	344
1718932680	           2024-06-21 01:18:00	           2024-06-21 04:18:00	3.51	26.425	0	1212	-18	344
1718933280	           2024-06-21 01:28:00	           2024-06-21 04:28:00	3.51	26.458	0	1209	0	336
1718933880	           2024-06-21 01:38:00	           2024-06-21 04:38:00	3.51	26.458	-0.1	1212	-16	339
1718934480	           2024-06-21 01:48:00	           2024-06-21 04:48:00	3.51	26.458	0	1212	0	336
1718935080	           2024-06-21 01:58:00	           2024-06-21 04:58:00	3.51	26.458	0	1212	-14	342
1718935680	           2024-06-21 02:08:00	           2024-06-21 05:08:00	3.51	26.474	0	1211	-13	344
1718936280	           2024-06-21 02:18:00	           2024-06-21 05:18:00	3.51	26.516	0.1	1214	-16	332
1718936880	           2024-06-21 02:28:00	           2024-06-21 05:28:00	3.51	26.574	0.1	1208	-16	352
1718937480	           2024-06-21 02:38:00	           2024-06-21 05:38:00	3.51	26.59	0.7	1212	-26	342
1718938080	           2024-06-21 02:48:00	           2024-06-21 05:48:00	3.51	26.598	1.6	1208	-24	342
1718938680	           2024-06-21 02:58:00	           2024-06-21 05:58:00	3.51	26.59	3	1208	-16	344
1718939280	           2024-06-21 03:08:00	           2024-06-21 06:08:00	3.51	26.598	4.9	1208	-13	340
1718939880	           2024-06-21 03:18:00	           2024-06-21 06:18:00	3.51	26.598	7.3	1209	-20	348
1718940480	           2024-06-21 03:28:00	           2024-06-21 06:28:00	3.51	26.59	10.7	1212	-20	342
1718941080	           2024-06-21 03:38:00	           2024-06-21 06:38:00	3.51	26.574	12.7	1212	-24	340
1718941680	           2024-06-21 03:48:00	           2024-06-21 06:48:00	3.51	26.565	16.8	1211	-20	342
1718942280	           2024-06-21 03:58:00	           2024-06-21 06:58:00	3.51	26.557	20.3	1209	-16	344
1718942880	           2024-06-21 04:08:00	           2024-06-21 07:08:00	3.51	26.549	22.2	1212	-16	344
1718943480	           2024-06-21 04:18:00	           2024-06-21 07:18:00	3.51	26.541	28.3	1212	-16	342
1718944080	           2024-06-21 04:28:00	           2024-06-21 07:28:00	3.51	26.507	35.4	1209	-12	339
1718944680	           2024-06-21 04:38:00	           2024-06-21 07:38:00	3.51	26.507	39.4	1209	-24	352
1718945280	           2024-06-21 04:48:00	           2024-06-21 07:48:00	3.51	26.474	39.2	1209	-10	344
1718945880	           2024-06-21 04:58:00	           2024-06-21 07:58:00	3.51	26.491	54.8	1212	-20	344
1718946480	           2024-06-21 05:08:00	           2024-06-21 08:08:00	3.51	26.474	59.7	1212	-20	344
1718947080	           2024-06-21 05:18:00	           2024-06-21 08:18:00	3.51	26.491	67.1	1212	-16	342
1718947680	           2024-06-21 05:28:00	           2024-06-21 08:28:00	3.51	26.491	73.2	1212	-31	352
1718948280	           2024-06-21 05:38:00	           2024-06-21 08:38:00	3.51	26.491	80.7	1215	-26	337
1718948880	           2024-06-21 05:48:00	           2024-06-21 08:48:00	3.51	26.491	76.5	1212	-24	344
1718949480	           2024-06-21 05:58:00	           2024-06-21 08:58:00	3.51	26.499	81.5	1212	-24	344
1718950080	           2024-06-21 06:08:00	           2024-06-21 09:08:00	3.51	26.507	88.2	1209	-16	344
1718950680	           2024-06-21 06:18:00	           2024-06-21 09:18:00	3.51	26.516	93	1214	-24	344
1718951280	           2024-06-21 06:28:00	           2024-06-21 09:28:00	3.51	26.507	97.6	1214	-8	328
1718951880	           2024-06-21 06:38:00	           2024-06-21 09:38:00	3.51	26.491	105.3	1212	-16	339
1718952480	           2024-06-21 06:48:00	           2024-06-21 09:48:00	3.51	26.491	109.4	1211	-24	344
1718953080	           2024-06-21 06:58:00	           2024-06-21 09:58:00	3.51	26.483	112.3	1208	-29	352
1718953680	           2024-06-21 07:08:00	           2024-06-21 10:08:00	3.51	26.483	116.3	1216	-40	348
1718954280	           2024-06-21 07:18:00	           2024-06-21 10:18:00	3.51	26.483	119	1212	-24	340
1718954880	           2024-06-21 07:28:00	           2024-06-21 10:28:00	3.51	26.483	124.7	1212	-18	344
1718955480	           2024-06-21 07:38:00	           2024-06-21 10:38:00	3.51	26.466	128.8	1212	-13	344
1718956080	           2024-06-21 07:48:00	           2024-06-21 10:48:00	3.51	26.474	131.9	1212	-32	352
1718956680	           2024-06-21 07:58:00	           2024-06-21 10:58:00	3.51	26.466	138.4	1209	-32	356
1718957280	           2024-06-21 08:08:00	           2024-06-21 11:08:00	3.51	26.483	149.6	1212	-25	348
1718957880	           2024-06-21 08:18:00	           2024-06-21 11:18:00	3.51	26.499	153.6	1212	-29	352
1718958480	           2024-06-21 08:28:00	           2024-06-21 11:28:00	3.51	26.516	152.7	1209	-23	344
1718959080	           2024-06-21 08:38:00	           2024-06-21 11:38:00	3.51	26.524	151.3	1216	-32	342
1718959680	           2024-06-21 08:48:00	           2024-06-21 11:48:00	3.51	26.532	145.7	1212	-32	358
1718960280	           2024-06-21 08:58:00	           2024-06-21 11:58:00	3.51	26.549	143.5	1212	-40	364
1718960880	           2024-06-21 09:08:00	           2024-06-21 12:08:00	3.51	26.549	141.4	1212	-44	360
1718961480	           2024-06-21 09:18:00	           2024-06-21 12:18:00	3.51	26.598	135.1	1212	-40	368
1718962080	           2024-06-21 09:28:00	           2024-06-21 12:28:00	3.51	26.615	134.6	1209	-20	356
1718962680	           2024-06-21 09:38:00	           2024-06-21 12:38:00	3.51	26.648	131.5	1208	-29	353
1718963280	           2024-06-21 09:48:00	           2024-06-21 12:48:00	3.51	26.681	132.9	1208	-24	358
1718963880	           2024-06-21 09:58:00	           2024-06-21 12:58:00	3.51	26.706	133.9	1212	-32	348
1718964480	           2024-06-21 10:08:00	           2024-06-21 13:08:00	3.51	26.714	132.5	1212	-40	358
1718965080	           2024-06-21 10:18:00	           2024-06-21 13:18:00	3.51	26.739	131.9	1208	-36	360
1718965680	           2024-06-21 10:28:00	           2024-06-21 13:28:00	3.51	26.756	132.6	1212	-36	348
1718966280	           2024-06-21 10:38:00	           2024-06-21 13:38:00	3.51	26.789	131.3	1208	-32	360
1718966880	           2024-06-21 10:48:00	           2024-06-21 13:48:00	3.51	26.797	133	1211	-40	360
1718967480	           2024-06-21 10:58:00	           2024-06-21 13:58:00	3.51	26.855	132.9	1208	-20	354
1718968080	           2024-06-21 11:08:00	           2024-06-21 14:08:00	3.51	26.904	131.3	1211	-32	368
1718968680	           2024-06-21 11:18:00	           2024-06-21 14:18:00	3.51	26.979	130.6	1209	-36	356
1718969280	           2024-06-21 11:28:00	           2024-06-21 14:28:00	3.51	26.995	130	1208	-28	392
1718969880	           2024-06-21 11:38:00	           2024-06-21 14:38:00	3.51	27.111	125.5	1208	-32	368
1718970480	           2024-06-21 11:48:00	           2024-06-21 14:48:00	3.51	27.301	120.1	1208	-40	376
1718971080	           2024-06-21 11:58:00	           2024-06-21 14:58:00	3.51	27.383	113.4	1208	-32	372
1718971680	           2024-06-21 12:08:00	           2024-06-21 15:08:00	3.51	27.408	108.2	1208	-32	364
1718972280	           2024-06-21 12:18:00	           2024-06-21 15:18:00	3.51	27.408	101.7	1206	-16	361
1718972880	           2024-06-21 12:28:00	           2024-06-21 15:28:00	3.51	27.416	94.6	1203	0	358
1718973480	           2024-06-21 12:38:00	           2024-06-21 15:38:00	3.51	27.4	89.3	1208	-8	356
1718974080	           2024-06-21 12:48:00	           2024-06-21 15:48:00	3.51	27.383	84.4	1204	0	356
1718974680	           2024-06-21 12:58:00	           2024-06-21 15:58:00	3.51	27.408	77.4	1206	-36	371
1718975280	           2024-06-21 13:08:00	           2024-06-21 16:08:00	3.51	27.416	72.1	1206	-24	371
1718975880	           2024-06-21 13:18:00	           2024-06-21 16:18:00	3.51	27.441	62.3	1201	0	360
1718976480	           2024-06-21 13:28:00	           2024-06-21 16:28:00	3.51	27.474	53.3	1204	0	355
1718977080	           2024-06-21 13:38:00	           2024-06-21 16:38:00	3.51	27.474	46.6	1204	-8	358
1718977680	           2024-06-21 13:48:00	           2024-06-21 16:48:00	3.51	27.441	41.5	1208	-20	358
1718978280	           2024-06-21 13:58:00	           2024-06-21 16:58:00	3.51	27.424	37.1	1208	-20	368
1718978880	           2024-06-21 14:08:00	           2024-06-21 17:08:00	3.51	27.391	34.5	1216	-8	340
1718979480	           2024-06-21 14:18:00	           2024-06-21 17:18:00	3.51	27.408	32.1	1208	-36	374
1718980080	           2024-06-21 14:28:00	           2024-06-21 17:28:00	3.51	27.408	30.9	1206	-20	368
1718980680	           2024-06-21 14:38:00	           2024-06-21 17:38:00	3.51	27.391	28.7	1203	0	359
1718981280	           2024-06-21 14:48:00	           2024-06-21 17:48:00	3.51	27.375	26.9	1206	-4	358
1718981880	           2024-06-21 14:58:00	           2024-06-21 17:58:00	3.51	27.359	25.2	1206	-12	359
1718982480	           2024-06-21 15:08:00	           2024-06-21 18:08:00	3.51	27.326	24.1	1204	-40	376
1718983080	           2024-06-21 15:18:00	           2024-06-21 18:18:00	3.51	27.317	20.6	1208	-20	358
1718983680	           2024-06-21 15:28:00	           2024-06-21 18:28:00	3.51	27.284	16.9	1208	-32	368
1718984280	           2024-06-21 15:38:00	           2024-06-21 18:38:00	3.51	27.243	13.4	1208	-26	359
1718984880	           2024-06-21 15:48:00	           2024-06-21 18:48:00	3.51	27.185	11.9	1208	-24	352
1718985480	           2024-06-21 15:58:00	           2024-06-21 18:58:00	3.51	27.161	9.3	1209	-31	360
1718986080	           2024-06-21 16:08:00	           2024-06-21 19:08:00	3.51	27.136	7	1208	-10	350
1718986680	           2024-06-21 16:18:00	           2024-06-21 19:18:00	3.51	27.169	5.9	1208	-16	356
1718987280	           2024-06-21 16:28:00	           2024-06-21 19:28:00	3.51	27.21	3.9	1209	-25	360
1718987880	           2024-06-21 16:38:00	           2024-06-21 19:38:00	3.51	27.177	2.4	1208	-8	352
1718988480	           2024-06-21 16:48:00	           2024-06-21 19:48:00	3.51	27.128	1.3	1207	-32	368
1718989080	           2024-06-21 16:58:00	           2024-06-21 19:58:00	3.51	27.086	0.4	1208	-8	354
1718989680	           2024-06-21 17:08:00	           2024-06-21 20:08:00	3.51	27.037	0.2	1208	-36	368
1718990280	           2024-06-21 17:18:00	           2024-06-21 20:18:00	3.52	26.995	-0.1	1208	-29	364
1718990880	           2024-06-21 17:28:00	           2024-06-21 20:28:00	3.51	26.979	-0.1	1208	-16	355
1718991480	           2024-06-21 17:38:00	           2024-06-21 20:38:00	3.52	26.971	-0.1	1208	-16	358
1718992080	           2024-06-21 17:48:00	           2024-06-21 20:48:00	3.51	26.938	0	1208	0	355
1718992680	           2024-06-21 17:58:00	           2024-06-21 20:58:00	3.52	26.88	-0.1	1208	-12	356
1718993280	           2024-06-21 18:08:00	           2024-06-21 21:08:00	3.52	26.747	-0.1	1208	-8	364
1718993880	           2024-06-21 18:18:00	           2024-06-21 21:18:00	3.51	26.408	0.1	1208	0	348
1718994480	           2024-06-21 18:28:00	           2024-06-21 21:28:00	3.51	26.184	0	1212	-32	360
1718995080	           2024-06-21 18:38:00	           2024-06-21 21:38:00	3.51	26.018	0	1211	0	342
1718995680	           2024-06-21 18:48:00	           2024-06-21 21:48:00	3.52	25.927	0	1214	-16	342
1718996280	           2024-06-21 18:58:00	           2024-06-21 21:58:00	3.51	25.836	-0.1	1214	-16	344
1718996880	           2024-06-21 19:08:00	           2024-06-21 22:08:00	3.51	25.761	-0.1	1216	-8	344
1718997480	           2024-06-21 19:18:00	           2024-06-21 22:18:00	3.52	25.678	-0.1	1216	-12	336
1718998080	           2024-06-21 19:28:00	           2024-06-21 22:28:00	3.52	25.62	-0.1	1215	0	336
1718998680	           2024-06-21 19:38:00	           2024-06-21 22:38:00	3.52	25.553	-0.1	1214	-8	344
1718999280	           2024-06-21 19:48:00	           2024-06-21 22:48:00	3.52	25.529	0	1216	-20	348
1718999880	           2024-06-21 19:58:00	           2024-06-21 22:58:00	3.52	25.587	-0.1	1135	-26	420
1719000480	           2024-06-21 20:08:00	           2024-06-21 23:08:00	3.51	25.595	0	1215	-32	352
1719001080	           2024-06-21 20:18:00	           2024-06-21 23:18:00	3.51	25.612	-0.1	1216	-32	348
1719001680	           2024-06-21 20:28:00	           2024-06-21 23:28:00	3.52	25.645	-0.1	1216	-16	342
1719002280	           2024-06-21 20:38:00	           2024-06-21 23:38:00	3.51	25.645	-0.1	1214	-8	332
1719002880	           2024-06-21 20:48:00	           2024-06-21 23:48:00	3.52	25.595	0.1	1216	-24	348
1719003480	           2024-06-21 20:58:00	           2024-06-21 23:58:00	3.51	25.595	0.1	1216	-8	336
1719004080	           2024-06-21 21:08:00	           2024-06-22 00:08:00	3.51	25.587	0	1216	-16	348
1719004680	           2024-06-21 21:18:00	           2024-06-22 00:18:00	3.51	25.578	0	1214	-16	354
1719005280	           2024-06-21 21:28:00	           2024-06-22 00:28:00	3.51	25.595	0.1	1214	-8	344
1719005880	           2024-06-21 21:38:00	           2024-06-22 00:38:00	3.51	25.603	0	1219	-20	334
1719006480	           2024-06-21 21:48:00	           2024-06-22 00:48:00	3.51	25.62	0.1	1216	-31	344
1719007080	           2024-06-21 21:58:00	           2024-06-22 00:58:00	3.51	25.637	0.1	1217	-32	339
1719007680	           2024-06-21 22:08:00	           2024-06-22 01:08:00	3.51	25.645	-0.1	1214	-40	352
1719008280	           2024-06-21 22:18:00	           2024-06-22 01:18:00	3.51	25.836	0	1212	-28	352
1719008880	           2024-06-21 22:28:00	           2024-06-22 01:28:00	3.51	26.3	0	1208	-40	368
1719009480	           2024-06-21 22:38:00	           2024-06-22 01:38:00	3.51	26.449	0	1209	-24	354
1719010080	           2024-06-21 22:48:00	           2024-06-22 01:48:00	3.51	26.507	0	1214	-24	345
1719010680	           2024-06-21 22:58:00	           2024-06-22 01:58:00	3.51	26.499	0	1209	-20	352
1719011280	           2024-06-21 23:08:00	           2024-06-22 02:08:00	3.51	26.565	0.1	1212	-36	355
1719011880	           2024-06-21 23:18:00	           2024-06-22 02:18:00	3.51	26.689	0	1212	-20	348
1719012480	           2024-06-21 23:28:00	           2024-06-22 02:28:00	3.51	26.681	0	1208	-32	364
1719013080	           2024-06-21 23:38:00	           2024-06-22 02:38:00	3.51	26.665	0.1	1208	-20	364
1719013680	           2024-06-21 23:48:00	           2024-06-22 02:48:00	3.51	26.714	0	1208	-20	364
1719014280	           2024-06-21 23:58:00	           2024-06-22 02:58:00	3.51	26.764	0	1208	-24	364
1719014880	           2024-06-22 00:08:00	           2024-06-22 03:08:00	3.51	26.797	-0.1	1208	-15	360
1719015480	           2024-06-22 00:18:00	           2024-06-22 03:18:00	3.51	26.838	-0.1	1209	-10	352
1719016080	           2024-06-22 00:28:00	           2024-06-22 03:28:00	3.51	26.871	0	1208	-26	360
1719016680	           2024-06-22 00:38:00	           2024-06-22 03:38:00	3.51	26.871	0.1	1212	-24	352
1719017280	           2024-06-22 00:48:00	           2024-06-22 03:48:00	3.51	26.88	0	1208	-15	356
1719017880	           2024-06-22 00:58:00	           2024-06-22 03:58:00	3.51	26.863	-0.1	1208	-13	364
1719018480	           2024-06-22 01:08:00	           2024-06-22 04:08:00	3.51	26.847	0	1206	-8	358
1719019080	           2024-06-22 01:18:00	           2024-06-22 04:18:00	3.51	26.797	0	1208	-13	359
1719019680	           2024-06-22 01:28:00	           2024-06-22 04:28:00	3.51	26.681	0	1209	7	360
1719020280	           2024-06-22 01:38:00	           2024-06-22 04:38:00	3.51	26.565	-0.1	1208	-7	352
1719020880	           2024-06-22 01:48:00	           2024-06-22 04:48:00	3.52	26.441	0	1209	4	348
1719021480	           2024-06-22 01:58:00	           2024-06-22 04:58:00	3.51	26.292	0.1	1209	0	345
1719022080	           2024-06-22 02:08:00	           2024-06-22 05:08:00	3.51	26.234	0	1211	-16	358
1719022680	           2024-06-22 02:18:00	           2024-06-22 05:18:00	3.51	26.209	0.1	1209	-24	372
1719023280	           2024-06-22 02:28:00	           2024-06-22 05:28:00	3.51	26.184	0.1	1209	0	356
