7530-479402
OS REV: 1.08 Sensor Cal: 1706256000 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1721216880, +3.52, +29.844,  +167.3, +1232.0,    -8.0,  +264.0
1721217480, +3.52, +29.844,  +168.1, +1232.0,   -16.0,  +276.0
1721218080, +3.52, +29.852,  +162.4, +1230.0,   -40.0,  +288.0
1721218680, +3.52, +29.860,  +154.3, +1235.0,   -44.0,  +268.0
1721219280, +3.52, +29.868,  +152.1, +1207.0,   -64.0,  +368.0
1721219880, +3.52, +29.884,  +145.3, +1230.0,   -29.0,  +272.0
1721220480, +3.52, +29.876,  +141.1, +1231.0,    -8.0,  +270.0
1721221080, +3.52, +29.900,  +132.8, +1232.0,   -16.0,  +280.0
1721221680, +3.52, +29.908,   +54.2, +1183.0,   -40.0,  +424.0
1721222280, +3.52, +29.916,  +117.9, +1231.0,    -8.0,  +264.0
1721222880, +3.52, +29.916,   +87.9, +1185.0,   -40.0,  +400.0
1721223480, +3.52, +29.933,  +102.9, +1232.0,   +16.0,  +256.0
1721224080, +3.52, +29.933,   +93.5, +1231.0,   -44.0,  +272.0
1721224680, +3.52, +29.941,   +88.7, +1228.0,    +2.0,  +264.0
1721225280, +3.52, +29.941,   +81.0, +1231.0,    +8.0,  +260.0
1721225880, +3.52, +29.949,   +73.6, +1190.0,   -50.0,  +396.0
1721226480, +3.52, +29.957,   +66.2, +1232.0,    -8.0,  +262.0
1721227080, +3.52, +29.965,   +63.4, +1228.0,   -24.0,  +302.0
1721227680, +3.52, +29.957,   +48.9, +1196.0,   -16.0,  +391.0
1721228280, +3.52, +29.965,   +47.0, +1232.0,    +8.0,  +252.0
1721228880, +3.52, +29.973,   +41.7, +1171.0,   +30.0,  +416.0
1721229480, +3.52, +29.981,   +36.5, +1230.0,    +0.0,  +280.0
1721230080, +3.52, +29.973,   +31.2, +1232.0,    +6.0,  +275.0
1721230680, +3.52, +29.981,   +25.4, +1228.0,    +6.0,  +280.0
1721231280, +3.52, +29.989,   +18.8, +1183.0,   -40.0,  +408.0
1721231880, +3.52, +29.973,   +14.9, +1231.0,    -8.0,  +256.0
1721232480, +3.52, +29.965,   +12.0, +1230.0,    +4.0,  +280.0
1721233080, +3.52, +29.965,    +9.2, +1231.0,   -24.0,  +274.0
1721233680, +3.52, +29.933,    +5.8, +1231.0,    +0.0,  +280.0
1721234280, +3.52, +29.900,    +3.6, +1232.0,   -16.0,  +248.0
1721234880, +3.52, +29.892,    +1.9, +1232.0,   -24.0,  +264.0
1721235480, +3.52, +29.884,    +0.6, +1230.0,   -25.0,  +270.0
1721236080, +3.52, +29.892,    +0.1, +1225.0,    +8.0,  +280.0
1721236680, +3.52, +29.884,    -0.1, +1228.0,    +8.0,  +278.0
1721237280, +3.52, +29.884,    -0.1, +1196.0,    +4.0,  +404.0
1721237880, +3.52, +29.876,    +0.0, +1230.0,    +0.0,  +280.0
1721238480, +3.52, +29.884,    -0.0, +1191.0,   -40.0,  +400.0
1721239080, +3.52, +29.868,    +0.0, +1232.0,    +0.0,  +257.0
1721239680, +3.52, +29.876,    -0.0, +1182.0,   -28.0,  +408.0
1721240280, +3.52, +29.876,    -0.1, +1231.0,   -10.0,  +264.0
1721240880, +3.52, +29.860,    +0.0, +1233.0,   +12.0,  +256.0
1721241480, +3.52, +29.868,    -0.1, +1180.0,   -45.0,  +416.0
1721242080, +3.52, +29.860,    -0.1, +1182.0,   -16.0,  +403.0
1721242680, +3.52, +29.860,    -0.2, +1232.0,    -8.0,  +268.0
1721243280, +3.52, +29.860,    +0.0, +1231.0,   -45.0,  +280.0
1721243880, +3.52, +29.852,    -0.0, +1196.0,   -37.0,  +392.0
1721244480, +3.52, +29.860,    -0.0, +1180.0,   -25.0,  +416.0
1721245080, +3.52, +29.868,    +0.0, +1228.0,    +0.0,  +300.0
1721245680, +3.52, +29.868,    -0.1, +1231.0,    +1.0,  +280.0
1721246280, +3.52, +29.860,    -0.1, +1180.0,   -26.0,  +417.0
1721246880, +3.52, +29.860,    +0.1, +1225.0,   -15.0,  +295.0
1721247480, +3.52, +29.860,    -0.1, +1230.0,   -14.0,  +280.0
1721248080, +3.52, +29.860,    +0.1, +1183.0,    -8.0,  +414.0
1721248680, +3.52, +29.836,    -0.0, +1208.0,   -20.0,  +360.0
1721249280, +3.52, +29.836,    -0.0, +1233.0,   -16.0,  +272.0
1721249880, +3.52, +29.836,    +0.0, +1200.0,   -39.0,  +376.0
1721250480, +3.52, +29.827,    -0.1, +1183.0,   -31.0,  +406.0
1721251080, +3.52, +29.836,    -0.1, +1193.0,   -25.0,  +392.0
1721251680, +3.52, +29.844,    -0.0, +1228.0,   -12.0,  +286.0
1721252280, +3.52, +29.852,    +0.0, +1180.0,   -32.0,  +408.0
1721252880, +3.52, +29.844,    -0.0, +1180.0,   -42.0,  +403.0
1721253480, +3.52, +29.852,    -0.0, +1180.0,   -52.0,  +403.0
1721254080, +3.52, +29.860,    -0.0, +1196.0,   -40.0,  +387.0
1721254680, +3.52, +29.860,    -0.0, +1208.0,   -26.0,  +366.0
1721255280, +3.52, +29.852,    +0.0, +1183.0,   -20.0,  +401.0
