7530-479402
OS REV: 1.08 Sensor Cal: 1706256000 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1724087880, +3.51, +30.102,    -0.0, +1136.0,   -55.0,  +416.0
1724088480, +3.52, +30.239,    +0.0, +1235.0,   -40.0,  +252.0
1724089080, +3.51, +30.167,    -0.0, +1144.0,   -16.0,  +419.0
1724089680, +3.52, +30.167,    -0.1, +1232.0,   -32.0,  +264.0
1724090280, +3.51, +30.167,    -0.1, +1153.0,   -56.0,  +428.0
1724090880, +3.51, +30.151,    +0.0, +1244.0,   -24.0,  +208.0
1724091480, +3.51, +30.207,    +0.0, +1240.0,   -20.0,  +231.0
1724092080, +3.51, +30.215,    -0.1, +1235.0,    +0.0,  +240.0
1724092680, +3.51, +30.247,    -0.1, +1240.0,    +8.0,  +233.0
1724093280, +3.51, +30.247,    -0.1, +1137.0,   -15.0,  +416.0
1724093880, +3.51, +30.255,    -0.0, +1239.0,   +24.0,  +235.0
1724094480, +3.51, +30.263,    -0.1, +1235.0,   -32.0,  +274.0
1724095080, +3.52, +30.239,    -0.0, +1240.0,   -16.0,  +224.0
1724095680, +3.52, +30.279,    -0.0, +1235.0,   -10.0,  +252.0
1724096280, +3.51, +30.263,    -0.0, +1136.0,   -40.0,  +423.0
1724096880, +3.51, +30.247,    -0.0, +1232.0,   +16.0,  +256.0
1724097480, +3.51, +30.279,    -0.0, +1136.0,   -36.0,  +425.0
1724098080, +3.51, +30.255,    -0.0, +1232.0,   +32.0,  +248.0
1724098680, +3.51, +30.231,    +0.0, +1232.0,   +24.0,  +248.0
1724099280, +3.51, +30.239,    +0.1, +1233.0,    +6.0,  +280.0
1724099880, +3.51, +30.239,    +0.0, +1139.0,   -74.0,  +424.0
1724100480, +3.52, +30.271,    +0.0, +1235.0,   -16.0,  +248.0
1724101080, +3.51, +30.271,    +0.0, +1240.0,   -20.0,  +232.0
1724101680, +3.52, +30.296,    +0.0, +1240.0,   -16.0,  +260.0
1724102280, +3.52, +30.312,    -0.1, +1232.0,    +0.0,  +284.0
1724102880, +3.52, +30.320,    -0.0, +1235.0,    +0.0,  +272.0
1724103480, +3.52, +30.328,    -0.1, +1238.0,   -64.0,  +260.0
1724104080, +3.52, +30.368,    +0.1, +1232.0,   +10.0,  +256.0
1724104680, +3.51, +30.376,    -0.0, +1236.0,   -20.0,  +256.0
1724105280, +3.52, +30.408,    -0.0, +1231.0,    +0.0,  +304.0
1724105880, +3.51, +30.408,    +0.0, +1232.0,    +0.0,  +264.0
1724106480, +3.52, +30.392,    +0.0, +1231.0,   -16.0,  +300.0
1724107080, +3.52, +30.384,    -0.0, +1232.0,   -13.0,  +280.0
1724107680, +3.52, +30.392,    -0.0, +1235.0,   -40.0,  +289.0
1724108280, +3.52, +30.392,    -0.0, +1235.0,   -23.0,  +262.0
1724108880, +3.52, +30.392,    -0.0, +1235.0,   -24.0,  +276.0
1724109480, +3.52, +30.360,    -0.0, +1236.0,   -40.0,  +272.0
1724110080, +3.52, +30.376,    -0.0, +1232.0,    +0.0,  +304.0
1724110680, +3.52, +30.392,    -0.0, +1232.0,   -20.0,  +288.0
1724111280, +3.52, +30.416,    -0.0, +1232.0,   -32.0,  +278.0
1724111880, +3.52, +30.416,    +0.0, +1228.0,   +35.0,  +308.0
1724112480, +3.52, +30.392,    -0.0, +1232.0,   -16.0,  +280.0
1724113080, +3.52, +30.368,    +0.0, +1235.0,    +8.0,  +257.0
1724113680, +3.52, +30.271,    -0.0, +1239.0,    +8.0,  +232.0
1724114280, +3.52, +30.215,    +0.1, +1238.0,   -29.0,  +262.0
1724114880, +3.52, +30.199,    -0.1, +1137.0,   -28.0,  +417.0
1724115480, +3.52, +30.207,    +0.1, +1136.0,   -42.0,  +432.0
1724116080, +3.52, +30.207,    +0.0, +1235.0,   +16.0,  +268.0
1724116680, +3.52, +30.223,    +0.0, +1236.0,   +14.0,  +256.0
1724117280, +3.52, +30.207,    -0.1, +1136.0,   -25.0,  +435.0
1724117880, +3.52, +30.199,    -0.1, +1137.0,   -49.0,  +432.0
1724118480, +3.52, +30.191,    -0.0, +1161.0,   -40.0,  +440.0
1724119080, +3.52, +30.167,    -0.1, +1232.0,    +0.0,  +278.0
1724119680, +3.52, +30.151,    -0.0, +1148.0,   -47.0,  +424.0
1724120280, +3.52, +30.151,    -0.1, +1240.0,   -24.0,  +224.0
1724120880, +3.52, +30.134,    -0.1, +1236.0,   +14.0,  +240.0
1724121480, +3.52, +30.118,    -0.1, +1241.0,   -25.0,  +231.0
1724122080, +3.52, +30.126,    +0.0, +1238.0,   -20.0,  +256.0
1724122680, +3.52, +30.118,    -0.0, +1155.0,   -80.0,  +440.0
1724123280, +3.52, +30.126,    +0.1, +1155.0,   -16.0,  +432.0
1724123880, +3.52, +30.126,    +0.4, +1156.0,   -32.0,  +424.0
1724124480, +3.52, +30.118,    +0.7, +1155.0,   -44.0,  +422.0
1724125080, +3.52, +30.118,    +1.5, +1168.0,   -26.0,  +435.0
1724125680, +3.52, +30.126,    +2.6, +1160.0,   -18.0,  +433.0
1724126280, +3.52, +30.126,    +3.1, +1172.0,   -87.0,  +416.0
1724126880, +3.52, +30.118,    +4.4, +1175.0,   -63.0,  +422.0
1724127480, +3.52, +30.118,    +5.9, +1172.0,   -52.0,  +415.0
1724128080, +3.52, +30.118,    +6.4, +1145.0,   -26.0,  +428.0
1724128680, +3.52, +30.118,    +9.4, +1153.0,   -26.0,  +423.0
1724129280, +3.52, +30.134,   +10.8, +1144.0,   -74.0,  +419.0
1724129880, +3.52, +30.126,   +12.5, +1167.0,   -24.0,  +422.0
1724130480, +3.52, +30.134,   +14.3, +1150.0,   -40.0,  +416.0
1724131080, +3.52, +30.134,   +16.7, +1175.0,   -39.0,  +423.0
1724131680, +3.52, +30.126,   +18.8, +1180.0,   -50.0,  +424.0
1724132280, +3.52, +30.134,   +20.9, +1180.0,   -48.0,  +412.0
1724132880, +3.52, +30.142,   +22.2, +1182.0,   -50.0,  +414.0
1724133480, +3.52, +30.142,   +24.2, +1158.0,   -63.0,  +422.0
1724134080, +3.52, +30.134,   +25.6, +1151.0,   -49.0,  +420.0
1724134680, +3.52, +30.142,   +28.1, +1176.0,   -26.0,  +414.0
1724135280, +3.52, +30.126,   +32.1, +1148.0,   -36.0,  +417.0
1724135880, +3.52, +30.151,   +34.1, +1164.0,   -50.0,  +424.0
1724136480, +3.52, +30.151,   +37.1, +1155.0,   -52.0,  +432.0
1724137080, +3.52, +30.142,   +38.4, +1153.0,   -40.0,  +423.0
1724137680, +3.52, +30.151,   +42.1, +1150.0,   -32.0,  +416.0
1724138280, +3.52, +30.151,   +45.1, +1151.0,   -42.0,  +423.0
1724138880, +3.52, +30.159,   +39.4, +1143.0,   -61.0,  +422.0
1724139480, +3.52, +30.175,   +47.2, +1136.0,   -48.0,  +420.0
1724140080, +3.52, +30.175,   +49.5, +1159.0,   -32.0,  +424.0
1724140680, +3.52, +30.167,   +51.9, +1153.0,   -50.0,  +428.0
1724141280, +3.52, +30.183,   +51.0, +1139.0,   -64.0,  +420.0
1724141880, +3.52, +30.183,   +53.7, +1137.0,   -50.0,  +416.0
1724142480, +3.52, +30.183,   +55.4, +1136.0,   -48.0,  +423.0
1724143080, +3.52, +30.191,   +56.0, +1136.0,   -40.0,  +419.0
1724143680, +3.52, +30.175,   +54.6, +1144.0,   -56.0,  +424.0
1724144280, +3.52, +30.199,   +55.8, +1241.0,   -31.0,  +222.0
1724144880, +3.52, +30.199,   +56.2, +1144.0,   -36.0,  +419.0
