7530-479402
OS REV: 1.08 Sensor Cal: 1706256000 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1719302880, +3.52, +28.140,   +56.1, +1240.0,    +0.0,  +204.0
1719303480, +3.52, +27.984,   +56.3, +1206.0,   -16.0,  +356.0
1719304080, +3.52, +27.861,   +56.1, +1203.0,   -20.0,  +364.0
1719304680, +3.52, +27.762,   +61.4, +1206.0,   -16.0,  +359.0
1719305280, +3.52, +27.688,   +62.2, +1240.0,    +0.0,  +214.0
1719305880, +3.52, +27.639,   +53.3, +1240.0,    +0.0,  +211.0
1719306480, +3.52, +27.647,   +66.1, +1208.0,   -18.0,  +360.0
1719307080, +3.52, +27.630,   +65.1, +1207.0,    +0.0,  +358.0
1719307680, +3.52, +27.606,   +66.9, +1206.0,   -23.0,  +368.0
1719308280, +3.52, +27.597,   +66.8, +1206.0,   -20.0,  +360.0
1719308880, +3.52, +27.597,   +65.6, +1208.0,   -31.0,  +370.0
1719309480, +3.52, +27.589,   +66.1, +1204.0,   -20.0,  +359.0
1719310080, +3.52, +27.482,   +65.6, +1208.0,   -24.0,  +359.0
1719310680, +3.52, +27.433,   +66.3, +1208.0,   -16.0,  +352.0
1719311280, +3.52, +27.441,   +65.5, +1208.0,   -16.0,  +364.0
1719311880, +3.52, +27.424,   +65.0, +1208.0,   -16.0,  +355.0
1719312480, +3.52, +27.400,   +63.2, +1207.0,   -13.0,  +358.0
1719313080, +3.52, +27.391,   +61.4, +1208.0,   -32.0,  +358.0
1719313680, +3.52, +27.383,   +60.4, +1208.0,   -28.0,  +359.0
1719314280, +3.52, +27.400,   +58.1, +1208.0,   -26.0,  +355.0
1719314880, +3.52, +27.457,   +60.8, +1244.0,   -24.0,  +212.0
1719315480, +3.52, +27.540,   +59.8, +1206.0,   -32.0,  +359.0
1719316080, +3.52, +27.688,   +60.8, +1240.0,   -24.0,  +216.0
1719316680, +3.52, +27.861,   +59.7, +1241.0,   -28.0,  +217.0
1719317280, +3.52, +27.877,   +56.0, +1241.0,   -20.0,  +212.0
1719317880, +3.52, +27.861,   +54.0, +1240.0,   -24.0,  +213.0
1719318480, +3.52, +27.935,   +52.9, +1208.0,   -32.0,  +366.0
1719319080, +3.52, +27.943,   +51.6, +1206.0,   -28.0,  +372.0
1719319680, +3.52, +28.000,   +48.4, +1206.0,   -24.0,  +371.0
1719320280, +3.52, +27.992,   +48.3, +1204.0,   -29.0,  +374.0
1719320880, +3.52, +28.050,   +47.3, +1240.0,   -20.0,  +224.0
1719321480, +3.52, +28.091,   +45.9, +1212.0,   -28.0,  +352.0
1719322080, +3.52, +28.099,   +42.6, +1209.0,   -20.0,  +352.0
1719322680, +3.52, +28.107,   +39.4, +1212.0,   -16.0,  +366.0
1719323280, +3.52, +28.107,   +35.9, +1214.0,   -20.0,  +355.0
1719323880, +3.52, +28.107,   +31.2, +1212.0,   -16.0,  +352.0
1719324480, +3.52, +28.107,   +28.9, +1203.0,   -24.0,  +366.0
1719325080, +3.52, +28.107,   +28.1, +1240.0,   -16.0,  +224.0
1719325680, +3.52, +28.115,   +28.6, +1240.0,   -13.0,  +213.0
1719326280, +3.52, +28.115,   +25.2, +1240.0,   -24.0,  +224.0
1719326880, +3.52, +28.132,   +25.2, +1240.0,    +0.0,  +228.0
1719327480, +3.52, +28.124,   +23.1, +1240.0,    -8.0,  +230.0
1719328080, +3.52, +28.132,   +20.0, +1240.0,   -15.0,  +224.0
1719328680, +3.52, +28.148,   +18.5, +1203.0,   -31.0,  +390.0
1719329280, +3.52, +28.140,   +16.1, +1238.0,   -13.0,  +217.0
1719329880, +3.52, +28.148,   +14.9, +1240.0,   -14.0,  +219.0
1719330480, +3.52, +28.156,   +13.2, +1239.0,    +0.0,  +216.0
1719331080, +3.52, +28.140,   +11.7, +1240.0,    -8.0,  +216.0
1719331680, +3.52, +28.156,    +9.5, +1240.0,   -24.0,  +224.0
1719332280, +3.52, +28.165,    +7.3, +1203.0,   -25.0,  +374.0
1719332880, +3.52, +28.173,    +5.1, +1203.0,   -24.0,  +371.0
1719333480, +3.52, +28.181,    +3.1, +1203.0,   -16.0,  +368.0
1719334080, +3.52, +28.189,    +1.8, +1204.0,   -24.0,  +372.0
1719334680, +3.52, +28.197,    +0.7, +1240.0,   -16.0,  +222.0
1719335280, +3.52, +28.189,    +0.1, +1200.0,   -25.0,  +376.0
1719335880, +3.52, +28.197,    +0.0, +1200.0,   -26.0,  +376.0
1719336480, +3.52, +28.197,    -0.1, +1204.0,   -32.0,  +380.0
1719337080, +3.52, +28.189,    -0.0, +1200.0,   -16.0,  +376.0
1719337680, +3.52, +28.197,    -0.1, +1240.0,   -12.0,  +217.0
1719338280, +3.52, +28.206,    -0.0, +1201.0,   -26.0,  +371.0
1719338880, +3.52, +28.206,    -0.0, +1201.0,   -20.0,  +374.0
1719339480, +3.52, +28.214,    +0.0, +1203.0,   -20.0,  +361.0
1719340080, +3.52, +28.206,    -0.0, +1200.0,   -32.0,  +368.0
1719340680, +3.52, +28.214,    +0.0, +1200.0,   -36.0,  +368.0
1719341280, +3.52, +28.247,    -0.1, +1200.0,   -24.0,  +371.0
1719341880, +3.52, +28.271,    -0.0, +1200.0,   -16.0,  +371.0
1719342480, +3.52, +28.296,    -0.1, +1203.0,   -32.0,  +376.0
1719343080, +3.52, +28.320,    -0.0, +1199.0,   -32.0,  +384.0
1719343680, +3.52, +28.312,    -0.0, +1238.0,   -20.0,  +216.0
1719344280, +3.52, +28.329,    -0.1, +1200.0,   -16.0,  +368.0
1719344880, +3.52, +28.345,    -0.1, +1200.0,   -20.0,  +372.0
1719345480, +3.52, +28.353,    -0.1, +1239.0,   -24.0,  +215.0
1719346080, +3.52, +28.361,    +0.0, +1240.0,   -29.0,  +216.0
1719346680, +3.52, +28.378,    -0.1, +1200.0,   -36.0,  +368.0
1719347280, +3.52, +28.386,    +0.1, +1240.0,   -20.0,  +207.0
1719347880, +3.52, +28.386,    -0.0, +1200.0,   -32.0,  +372.0
