"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Expression"
"ACROYT_G005937",441.314940398838,-1.14700287486096,0.29860633525101,-3.8411873408405,0.000122440620922408,0.00713205065871054,"Down"
"ACROYT_G017153",163.326452548855,4.50128573417904,1.26926055542922,3.54638432189903,0.000390556167992249,0.0147039634368984,"Up"
"ACROYT_G017491",27.1443868821571,2.18045025973382,0.493227089341581,4.42078366507514,9.83435928607582e-06,0.00120481852189557,"Up"
"ACROYT_G040177",1759.83059770635,1.80687789644309,0.430326245799863,4.19885590079354,2.68266960040771e-05,0.00247962203304751,"Up"
