"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Expression"
"ACROYT_G018858",109.710967582218,-1.50032772578596,0.238043979220637,-6.30273334657772,2.92441775967089e-10,3.34699612594333e-06,"Down"
"ACROYT_G005498",1292.04893048013,-1.97044758687165,0.324808501472028,-6.0664901871152,1.30735710205034e-09,5.11426559580144e-06,"Down"
"ACROYT_G036475",170.574897038132,-4.49518507675136,0.741478955644706,-6.06245806779892,1.34056765289684e-09,5.11426559580144e-06,"Down"
"ACROYT_G030730",5179.18879908037,-1.78298885998061,0.303644515868508,-5.87196134559111,4.30669175823964e-09,1.23225217932632e-05,"Down"
"ACROYT_G006635",437.937243550527,-5.80299457475381,1.03732622703407,-5.59418476417564,2.21660807635139e-08,5.07381588676834e-05,"Down"
"ACROYT_G039803",165.960990444708,1.86602964152551,0.336856942381573,5.53953149468349,3.03281902313792e-08,5.78510228663558e-05,"Up"
"ACROYT_G019788",1735.07186547146,-7.930013794043,1.4741714439342,-5.37930226953778,7.47750708169057e-08,9.50889650554985e-05,"Down"
"ACROYT_G036945",72.6888308698266,-3.68168524609553,0.68164947549802,-5.4011414641017,6.62181788247851e-08,9.50889650554985e-05,"Down"
"ACROYT_G037317",178.890768659243,-2.20860300628469,0.409821817320906,-5.3891786941037,7.07804017460779e-08,9.50889650554985e-05,"Down"
"ACROYT_G021579",75.6014221206367,-3.29039504002784,0.634173096933301,-5.18848096196346,2.12016432225882e-07,0.000242652806682522,"Down"
"ACROYT_G003607",237.638430711438,-3.48602193967485,0.691546989683059,-5.04090393231633,4.63338032864242e-07,0.000434611165519807,"Down"
"ACROYT_G004193",439.213671409057,-2.37475610017145,0.472492485785027,-5.02601876562311,5.00766908326929e-07,0.000434611165519807,"Down"
"ACROYT_G018038",46.6983815002845,-2.51780140198459,0.502101242326856,-5.01452932145019,5.31634453235238e-07,0.000434611165519807,"Down"
"ACROYT_G022051",88.9129086914613,5.96117600311414,1.19265101652539,4.99825675785789,5.78509221023941e-07,0.000441402535641267,"Up"
"ACROYT_G009919",56.008945638174,3.7103902464855,0.762186857071168,4.86808479057656,1.12684983475955e-06,0.000745580834118531,"Up"
"ACROYT_G010198",123.523111089195,2.30618701753139,0.475551789440167,4.84949708683949,1.23774887271753e-06,0.000745580834118531,"Up"
"ACROYT_G041344",86.933408041939,-3.07010377901517,0.631880164798876,-4.85868041132826,1.18170700906655e-06,0.000745580834118531,"Down"
"ACROYT_G012641",220.530409761779,1.04665752172485,0.222403565896016,4.70611843613249,2.52477872408382e-06,0.00144480462485697,"Up"
"ACROYT_G004194",1146.33643602704,-2.09999078304364,0.447700202481769,-4.69061834549685,2.72380627579291e-06,0.00148447442030714,"Down"
"ACROYT_G032585",59.854763627465,-1.27517209218623,0.27482905663749,-4.63987362831225,3.48622297938127e-06,0.00181362827268267,"Down"
"ACROYT_G012882",61.4507300147012,-2.26756022779261,0.494877410329428,-4.58206452843169,4.60407766794824e-06,0.00229102908302903,"Down"
"ACROYT_G043015",104.68822434216,-3.27047693889605,0.71887764809415,-4.54942081947681,5.3793770450552e-06,0.0025652904283607,"Down"
"ACROYT_G009838",299.3003884809,-7.69518279484452,1.73969346828807,-4.42329808964385,9.72054758813615e-06,0.00445006668584873,"Down"
"ACROYT_G043168",203.416392418551,1.00638665140265,0.230399058374787,4.36801547064302,1.25380613962127e-05,0.0055191581799867,"Up"
"ACROYT_G021339",143.824993328394,1.92707923193552,0.454205923679413,4.24274350348562,2.20803752101406e-05,0.00871413428551929,"Up"
"ACROYT_G039193",75.5887857731171,-1.49188444260373,0.351517616647214,-4.24412425423615,2.19448737538893e-05,0.00871413428551929,"Down"
"ACROYT_G016500",54.2973030908198,-1.42817386343504,0.34767768141921,-4.10775249537238,3.99527903892274e-05,0.0147503124517648,"Down"
"ACROYT_G019786",66.6820209663947,-6.81036866295153,1.65610774644999,-4.11227390098871,3.91781093207199e-05,0.0147503124517648,"Down"
"ACROYT_G005307",190.532839436889,1.08678789833202,0.268653785213827,4.04531020274672,5.2253886097e-05,0.0166774849549541,"Up"
"ACROYT_G018673",228.420266410943,-3.07676342191817,0.76001743174414,-4.04828007017866,5.15953846397768e-05,0.0166774849549541,"Down"
"ACROYT_G019787",114.979723939505,-5.99048631993946,1.47518279049074,-4.06084341449416,4.88957582380183e-05,0.0166774849549541,"Down"
"ACROYT_G021426",276.815968990746,1.29004627599565,0.318094710898731,4.05554142145528,5.00183072346497e-05,0.0166774849549541,"Up"
"ACROYT_G023804",75.9297663847411,1.34020768139472,0.332348641719025,4.03253545572713,5.51782867950249e-05,0.0166774849549541,"Up"
"ACROYT_G033840",127.87099310436,-1.97696442675711,0.490298172605381,-4.03216764250165,5.52647405610639e-05,0.0166774849549541,"Down"
"ACROYT_G011819",527.908017429728,1.73029694960008,0.432937981585247,3.9966392952275,6.42480829906129e-05,0.017539820029378,"Up"
"ACROYT_G020396",1539.8038769595,1.76641385748448,0.441182982862198,4.00381230940679,6.23298224506354e-05,0.017539820029378,"Up"
"ACROYT_G031187",54.0755871536643,-1.59256374732466,0.398917525061725,-3.99221304473458,6.54595218060113e-05,0.017539820029378,"Down"
