"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Expression"
"ACROYT_G032710",633.0994901646,1.34322042227437,0.25636431148712,5.23949848745564,1.61013566133958e-07,6.50716983735119e-05,"Up"
"ACROYT_G034023",161.026775801859,1.96150839455069,0.374241890703768,5.24128496374908,1.59462232245809e-07,6.50716983735119e-05,"Up"
"ACROYT_G036475",170.574897038132,-3.66705019517412,0.698838268528741,-5.24735172688,1.54301143258171e-07,6.50716983735119e-05,"Down"
"ACROYT_G002097",87.6196966225438,-1.21963972698169,0.237319520363631,-5.13923054080382,2.7586577381318e-07,9.5367274666555e-05,"Down"
"ACROYT_G039803",165.960990444708,1.65285445282176,0.321706707218815,5.13776808419954,2.7802068929742e-07,9.5367274666555e-05,"Up"
"ACROYT_G025527",170.17864326243,-1.4629705752967,0.285893585425637,-5.11718572880406,3.10128201850466e-07,0.000104068237473126,"Down"
"ACROYT_G022051",88.9129086914613,5.82450965517831,1.14328136691792,5.09455486962072,3.49561586786852e-07,0.000108908338893491,"Up"
"ACROYT_G023555",1432.54232228131,1.30073434010202,0.255386299629189,5.09320328455614,3.52063853743988e-07,0.000108908338893491,"Up"
"ACROYT_G023742",133.678035753143,-4.22304000494484,0.829271879907159,-5.09246738888292,3.53433519814385e-07,0.000108908338893491,"Down"
"ACROYT_G027646",1021.4458304009,-1.8784725924803,0.368871870433429,-5.09247991795382,3.53410157438356e-07,0.000108908338893491,"Down"
"ACROYT_G019788",1735.07186547146,-7.12493391189697,1.40166754598804,-5.08318390640527,3.71160014598643e-07,0.00011017742279509,"Down"
"ACROYT_G018370",144.622239866757,-3.7845117124195,0.746922356249692,-5.06680738734557,4.0454325388454e-07,0.000116945678464104,"Down"
"ACROYT_G003752",253.430408099104,-1.65810458260411,0.327649689520482,-5.06060172079138,4.17935416728795e-07,0.000117295474411376,"Down"
"ACROYT_G022747",51.8344063818065,-3.15775385829766,0.625781069857704,-5.04610000269855,4.50919458407951e-07,0.000121974143020621,"Down"
"ACROYT_G021449",1512.33777710944,-1.78573273954785,0.359076889701859,-4.97312077374442,6.58835865415634e-07,0.00016947953926382,"Down"
"ACROYT_G032670",20.1285124034063,-2.24088400889717,0.45088788375826,-4.96993618506413,6.69749410151141e-07,0.00016947953926382,"Down"
"ACROYT_G024992",124.891667618762,2.17199033342416,0.437390273208302,4.96579477520702,6.84202795803479e-07,0.000170344425097137,"Up"
"ACROYT_G036138",12.5435566035377,4.75862794814586,0.958970895003551,4.96222353873237,6.96907218802483e-07,0.000170753330625954,"Up"
"ACROYT_G018858",109.710967582218,-1.09574246358224,0.22155412147854,-4.94571013290031,7.58667810982298e-07,0.000182981192661293,"Down"
"ACROYT_G031817",69.8311923274748,1.47832659758078,0.299918530047996,4.92909390208137,8.26118632794356e-07,0.000193211624482026,"Up"
"ACROYT_G034760",211.612920887705,-1.52482030162062,0.309925829285029,-4.91995231613398,8.65652991146947e-07,0.000199436113005138,"Down"
"ACROYT_G009087",814.161310366319,1.35846738486332,0.277124603926231,4.90200929696207,9.48613458027215e-07,0.000215335254972178,"Up"
"ACROYT_G006757",144.269963338876,1.88324001531655,0.385519730241668,4.88493809158878,1.03461356704048e-06,0.00022814707172624,"Up"
"ACROYT_G034602",120.665088579415,-1.36904327962298,0.280161871421502,-4.88661527236612,1.02584275611532e-06,0.00022814707172624,"Down"
"ACROYT_G011479",76.1378989743985,-2.05650422613302,0.421857981141294,-4.87487334142491,1.08878289425031e-06,0.000233422954939554,"Down"
"ACROYT_G041723",377.478614257545,-1.07423140788483,0.220270750225196,-4.87686815787652,1.0778342324409e-06,0.000233422954939554,"Down"
"ACROYT_G039481",706.575813238027,2.06051495741229,0.427199105174819,4.82331290597877,1.41193205939315e-06,0.000294521395524225,"Up"
"ACROYT_G037757",183.721828595579,-1.13934739523484,0.23680766746838,-4.81127747008854,1.49968646361041e-06,0.000296784105798594,"Down"
"ACROYT_G042776",44.7121680843616,-1.88151692227868,0.390920931619673,-4.81303703662818,1.48653726463288e-06,0.000296784105798594,"Down"
"ACROYT_G043168",203.416392418551,1.05563982474121,0.219374541733193,4.81204344132645,1.49394869197586e-06,0.000296784105798594,"Up"
"ACROYT_G043623",737.002454774423,1.34428882607321,0.279247264907565,4.81397311632826,1.47958720807315e-06,0.000296784105798594,"Up"
"ACROYT_G013311",75.0897926031198,-1.68615432543615,0.351004164135415,-4.80380148648506,1.55681184228161e-06,0.000304189210094416,"Down"
"ACROYT_G020691",100.386762342028,1.43813893195029,0.300133967862109,4.79165667982979,1.65409773414613e-06,0.000319158157803496,"Up"
"ACROYT_G000590",255.970436502769,1.11228868594488,0.232949083387904,4.7748146065581,1.7987288232896e-06,0.000342779976744423,"Up"
"ACROYT_G008241",93.8208871028967,2.35115597422226,0.493245658374503,4.76670384078093,1.87264260868805e-06,0.000352513552533033,"Up"
"ACROYT_G032995",104.08991927776,-1.24314310763754,0.261319798603326,-4.75717153572655,1.96324336477843e-06,0.000365115958779758,"Down"
"ACROYT_G011871",108.211646432589,1.5181237993934,0.320136832105407,4.74210914567166,2.11504615183619e-06,0.000384092381173453,"Up"
"ACROYT_G035302",112.270390031527,1.57266048851299,0.331619869993678,4.74235904061771,2.11243807658167e-06,0.000384092381173453,"Up"
"ACROYT_G023743",93.4909658381971,-3.70033034931543,0.781318916855623,-4.73600506718462,2.17972139854178e-06,0.000386737695493,"Down"
"ACROYT_G001909",85.5915200218109,1.75616800582702,0.371513591673432,4.72706260332658,2.27791051707939e-06,0.000399566212973154,"Up"
"ACROYT_G013132",285.867103857244,1.50449746499812,0.318778403409674,4.71957149200171,2.36341973872737e-06,0.000409907270640402,"Up"
"ACROYT_G000854",61.2013134760364,1.73824052635356,0.370623299724002,4.6900465449636,2.73142908680959e-06,0.000468470437599921,"Up"
"ACROYT_G008812",54.1695251729439,-1.92743241480966,0.411988578111947,-4.67836371494243,2.89173271492396e-06,0.0004905141339293,"Down"
"ACROYT_G008089",236.283072223147,1.56821768439017,0.335992486194706,4.66741891210445,3.05007060613869e-06,0.000511748803003879,"Up"
"ACROYT_G023804",75.9297663847411,1.47510680783162,0.316333381424525,4.66313988485459,3.11420910692506e-06,0.000516891739510702,"Up"
"ACROYT_G004735",19.7060622275549,-6.89553592521513,1.48189584293075,-4.65318528161722,3.26846308018178e-06,0.000536723362826447,"Down"
"ACROYT_G029704",11240.2595085971,1.08301695265112,0.232885841425025,4.65041990541012,3.31259877155879e-06,0.000538244996187174,"Up"
"ACROYT_G037317",178.890768659243,-1.80144867508721,0.388068503997465,-4.64208936445658,3.44903619367532e-06,0.000554576277974711,"Down"
"ACROYT_G004692",108.720816511544,-2.81675655772257,0.610825397607618,-4.6113939740469,3.99977652807153e-06,0.000629323294321439,"Down"
"ACROYT_G005307",190.532839436889,1.17873747891059,0.255834675045562,4.6074187508033,4.07698428557553e-06,0.000629323294321439,"Up"
"ACROYT_G017973",525.127531702,-2.49362014965294,0.540988872274758,-4.60937419871082,4.0388282988557e-06,0.000629323294321439,"Down"
"ACROYT_G024338",52.3519153311299,-1.64104545057775,0.356434163276275,-4.60406330160265,4.14326434829449e-06,0.000633222064161125,"Down"
"ACROYT_G032585",59.854763627465,-1.18058542248857,0.25737813483248,-4.58696859877775,4.49728292021285e-06,0.000680588815258878,"Down"
"ACROYT_G011372",119.512071171898,1.34337237041225,0.293067771050631,4.58382839435512,4.56538962393753e-06,0.000684187905195143,"Up"
"ACROYT_G011729",18.727386867665,-2.04094315089727,0.44573888991658,-4.57878636364718,4.67681561872757e-06,0.000693510712985584,"Down"
"ACROYT_G023766",752.800008455944,-2.01060707046798,0.439287216292967,-4.57697605551781,4.71745431870214e-06,0.000693510712985584,"Down"
"ACROYT_G026623",118.13087734481,1.23101074952807,0.269980145852308,4.55963435993361,5.12427629310062e-06,0.000746210649625483,"Up"
"ACROYT_G001336",657.055538871934,-2.00675588751277,0.441488499584821,-4.54543185020661,5.48227337605845e-06,0.000790881979746152,"Down"
"ACROYT_G037218",41.2687802507922,-2.9048045579491,0.640884926462597,-4.53249005867925,5.82924203447373e-06,0.000825506238937032,"Down"
"ACROYT_G043964",102.221376654687,1.24414429499448,0.275146330588414,4.52175499609178,6.13290210434846e-06,0.000860613426206572,"Up"
"ACROYT_G019623",510.795997786756,1.31907249269308,0.292798372942338,4.5050540391932,6.6356054177684e-06,0.000914528618113153,"Up"
"ACROYT_G003819",57.6802631773926,-2.26575681736829,0.504016739110421,-4.49539993724673,6.94393071693553e-06,0.000948553226076256,"Down"
"ACROYT_G011861",15.295343119082,-4.63085916231458,1.03811401009675,-4.46083871065666,8.16395172416522e-06,0.00108843315137295,"Down"
"ACROYT_G037351",382.156760094948,1.67513287879494,0.375553967478368,4.46043185229144,8.17946654309806e-06,0.00108843315137295,"Up"
"ACROYT_G017986",33.52038831175,-1.95695189047648,0.439878730195192,-4.44884409302561,8.63336531415827e-06,0.00113901390589185,"Down"
"ACROYT_G006374",49.8180837435956,1.27004817331787,0.286062099032664,4.43976387509082,9.00576319970149e-06,0.00115297669452454,"Up"
"ACROYT_G012882",61.4507300147012,-2.07342613658966,0.466845027989231,-4.4413585071693,8.93927181537056e-06,0.00115297669452454,"Down"
"ACROYT_G033199",6040.42521811444,-1.1363969151534,0.256007996257959,-4.43891179870938,9.04148568924303e-06,0.00115297669452454,"Down"
"ACROYT_G034689",203.118764468983,-2.95860361841504,0.666634042142356,-4.43812261508128,9.07469219929724e-06,0.00115297669452454,"Down"
"ACROYT_G037998",79.7533241705819,1.90178606534306,0.428598219438854,4.43722343931571,9.11266887354201e-06,0.00115297669452454,"Up"
"ACROYT_G000366",57.1295199085773,-1.04689374160268,0.23661495298326,-4.42446146536119,9.66831586726708e-06,0.00120354938489625,"Down"
"ACROYT_G030607",382.726291265385,1.38667274192962,0.313361459983621,4.42515407606953,9.6373473695003e-06,0.00120354938489625,"Up"
"ACROYT_G001549",86.8403118809442,-3.36437152894108,0.76127934507379,-4.41936531013458,9.89911935729992e-06,0.00120481852189557,"Down"
"ACROYT_G017491",27.1443868821571,2.18045025973382,0.493227089341581,4.42078366507514,9.83435928607582e-06,0.00120481852189557,"Up"
"ACROYT_G027245",49.8595973037223,1.2166362195273,0.275315011409987,4.41906968056869,9.91266858517349e-06,0.00120481852189557,"Up"
"ACROYT_G010214",141.482945816013,1.11731442849262,0.252950392116731,4.4171286675729,1.00020695930718e-05,0.0012061870799895,"Up"
"ACROYT_G024293",124.756721450858,-1.29752233709194,0.293928476907055,-4.41441520313202,1.01283405687029e-05,0.00121194624045348,"Down"
"ACROYT_G006635",437.937243550527,-4.32672881347624,0.982185954107135,-4.40520330736097,1.05684710628207e-05,0.00125488399481308,"Down"
"ACROYT_G031846",478.039874993223,1.01058286990622,0.230031169587404,4.39324319273277,1.11672085924733e-05,0.00129606790852194,"Up"
"ACROYT_G020690",140.695012243576,1.22487610609063,0.280047325399062,4.3738182621284,1.22092032232641e-05,0.00140642732055451,"Up"
"ACROYT_G011293",119.772388101383,-1.27021801237008,0.291556530722524,-4.35667830599534,1.32051126006818e-05,0.00147705882684148,"Down"
"ACROYT_G013502",406.161717621201,1.01645505262394,0.233253291240859,4.35773080506866,1.31417881404425e-05,0.00147705882684148,"Up"
"ACROYT_G019129",83.0301414137065,-1.18804748161555,0.272626338144285,-4.35778688773197,1.31384220243667e-05,0.00147705882684148,"Down"
"ACROYT_G023543",803.932344010015,-1.66846844563553,0.383734541223755,-4.34797566128573,1.37399847304922e-05,0.00151493145928484,"Down"
"ACROYT_G002805",98.1739740326873,1.86843102614174,0.429933631212714,4.34585919894533,1.3873154258173e-05,0.00151876602219262,"Up"
"ACROYT_G016960",43.1671243273282,-1.7054081521098,0.392915488791203,-4.34039431063523,1.42227264553774e-05,0.0015460704617268,"Down"
"ACROYT_G026803",63.6509094220236,1.40972157846314,0.325131894637082,4.33584524224146,1.45201078392964e-05,0.00156735933291874,"Up"
"ACROYT_G013062",6590.96508694897,-1.82901373699766,0.423495236881176,-4.31885314807175,1.56842096645513e-05,0.00166966524401389,"Down"
"ACROYT_G034560",13.7392713571985,-2.5726356079719,0.595543637728822,-4.31981041352898,1.56163303174462e-05,0.00166966524401389,"Down"
"ACROYT_G006428",66.6218680112834,1.03109009237174,0.239359322066066,4.3077081079263,1.64954870264621e-05,0.00173213835197598,"Up"
"ACROYT_G009718",127.956199140702,1.11355621715733,0.258648151624821,4.30529354322462,1.66764455422355e-05,0.00173930819858072,"Up"
"ACROYT_G022366",2609.95265095975,1.67135950737237,0.38977976356369,4.28795864641975,1.80322653091199e-05,0.00186249483318845,"Up"
"ACROYT_G027816",67.876548935888,1.20813165417227,0.282121772652848,4.28230562573023,1.84966687455022e-05,0.00187838538654982,"Up"
"ACROYT_G037714",60.19991529244,-1.38395370772228,0.323155192950572,-4.28262871187702,1.84698226478434e-05,0.00187838538654982,"Down"
"ACROYT_G021610",154.257226582777,-1.47035018172868,0.344431916699027,-4.26891385624262,1.96427104681276e-05,0.00198173123389554,"Down"
"ACROYT_G001559",446.85328814732,-3.05859905795046,0.717448081517507,-4.26316431355015,2.0155219573741e-05,0.00200719980219526,"Down"
"ACROYT_G027405",1303.22458234018,-1.19827811701701,0.281841624431689,-4.25160094586187,2.12247803232902e-05,0.00207358043715385,"Down"
"ACROYT_G005620",180.41196807936,-1.38790406713012,0.327314513424111,-4.24027658477757,2.23244536556481e-05,0.00215940664205946,"Down"
"ACROYT_G019581",322.50012151561,3.74869350038536,0.884190894421393,4.23968797240157,2.23830696248713e-05,0.00215940664205946,"Up"
"ACROYT_G036522",561.195350942839,-1.21769653836092,0.287895004498202,-4.22965497606792,2.34049996187838e-05,0.00223012082787375,"Down"
"ACROYT_G026872",589.109295849262,-1.00654428719071,0.238511918220348,-4.22010059162251,2.44193333995745e-05,0.00229839530704776,"Down"
"ACROYT_G030732",79.1454431071156,-2.25585784775702,0.536694988247364,-4.20324000997991,2.6312133500643e-05,0.00246153995585409,"Down"
"ACROYT_G028247",19.3727150734246,-2.88206659166517,0.68596754360173,-4.20146203497128,2.65196725315504e-05,0.0024660100313073,"Down"
"ACROYT_G040177",1759.83059770635,1.80687789644309,0.430326245799863,4.19885590079354,2.68266960040771e-05,0.00247962203304751,"Up"
"ACROYT_G019824",241.539674912948,1.20831219996077,0.288408229082096,4.18958988724563,2.79459066848445e-05,0.00256769652135273,"Up"
"ACROYT_G003536",184.381221208069,-2.05929522541904,0.492204354147514,-4.18382163438129,2.86649048415905e-05,0.00261817438541296,"Down"
"ACROYT_G039401",294.4449088011,-1.38683355197886,0.331607374028477,-4.18215534573656,2.88758553491784e-05,0.00262192766570539,"Down"
"ACROYT_G020245",43.8876907699103,2.0428455057774,0.489059455241044,4.17709029829623,2.95261833464295e-05,0.00266529921716658,"Up"
"ACROYT_G005718",129.669468017885,1.12967302781394,0.270785187279023,4.17184203894395,3.02147076592932e-05,0.00271023150712034,"Up"
"ACROYT_G006314",666.01677655427,-1.39735651693548,0.335278654955676,-4.16774672733105,3.07625463416984e-05,0.0027222456900761,"Down"
"ACROYT_G029061",2312.37870631094,-1.61228933266886,0.387335859782942,-4.16250985274735,3.14768555383307e-05,0.002730624253285,"Down"
"ACROYT_G008025",172.885231078093,1.1947499447114,0.287461780373315,4.15620449842,3.2357821788041e-05,0.00277897845829207,"Up"
"ACROYT_G036614",178.304738865624,1.08775610035001,0.261957643403411,4.15241214655027,3.28989068522503e-05,0.00280567694017313,"Up"
"ACROYT_G002900",141.993240064896,-2.23240442464262,0.539224647522624,-4.14002667515111,3.47265437771037e-05,0.00291661300157257,"Down"
"ACROYT_G006589",1175.04736503458,1.05594817078015,0.254982978016194,4.1412496590776,3.4541873544149e-05,0.00291661300157257,"Up"
"ACROYT_G018673",228.420266410943,-2.99524562166056,0.723530803687174,-4.13976240734539,3.47665711511631e-05,0.00291661300157257,"Down"
"ACROYT_G027735",191.76095845512,-1.33080019147744,0.321780870898724,-4.1357343205659,3.53821363455489e-05,0.00293633686360157,"Down"
"ACROYT_G040968",88.434723413426,-2.99063010229159,0.722932704988802,-4.1368028886422,3.52178385688862e-05,0.00293633686360157,"Down"
"ACROYT_G024921",408.486708654906,-2.09116020135978,0.507359483420395,-4.12165391540945,3.76162018905491e-05,0.0030885302786304,"Down"
"ACROYT_G021924",976.068858083511,-1.12911406909063,0.274746717510398,-4.10965444581845,3.96251621971722e-05,0.0032362645697119,"Down"
"ACROYT_G022987",29.0277618839193,-3.05522483194823,0.743662518043495,-4.10834855572153,3.98498380124373e-05,0.00323748473452622,"Down"
"ACROYT_G022660",14.8043978989457,-3.13981271730658,0.765216830008475,-4.10316735620125,4.07532234854368e-05,0.00329354323414242,"Down"
"ACROYT_G007796",42.0953569910443,-1.85450425286819,0.45442956266631,-4.08094984399148,4.48520337520013e-05,0.00360591663018694,"Down"
"ACROYT_G011634",16.3105629776754,-4.15159249423263,1.01837604514279,-4.07667925226041,4.56834407344459e-05,0.00365372845169382,"Down"
"ACROYT_G037591",1634.48905468588,-1.70021610887217,0.417783293803518,-4.06961248592142,4.70913991583485e-05,0.00374692184231065,"Down"
"ACROYT_G031307",30.4196941733419,-5.35327082786461,1.31653029492085,-4.06619646241141,4.77866554327132e-05,0.00378274263209929,"Down"
"ACROYT_G034050",15.7804549991774,-5.66019602316377,1.39520763248763,-4.05688435998,4.97316896123301e-05,0.00389674294850724,"Down"
"ACROYT_G039938",98.7090814164958,-1.25005336395432,0.308391531166653,-4.05346203647468,5.04651925601985e-05,0.00393424602201629,"Down"
"ACROYT_G036137",16.4265690719362,3.11580391077845,0.769140963310583,4.05101803103455,5.09952771858669e-05,0.00395559346050775,"Up"
"ACROYT_G005802",335.662594997167,-1.64508315963592,0.406531206333129,-4.04663438872112,5.19592996992478e-05,0.00401021875078795,"Down"
"ACROYT_G018581",18.6849264125313,-2.6202134863062,0.64804804480765,-4.04323955191303,5.2717710146785e-05,0.0040284681872563,"Down"
"ACROYT_G026002",948.879648419658,1.41980132402773,0.352071572664306,4.03270651272231,5.51381238522128e-05,0.00417211803815077,"Up"
"ACROYT_G006055",48.6503052852506,-2.16553137266143,0.537314677919366,-4.03028515998665,5.57092270687632e-05,0.00417440596618169,"Down"
"ACROYT_G018461",58.9653734327798,1.45595977044552,0.361173376707404,4.0311935052318,5.54943299923708e-05,0.00417440596618169,"Up"
"ACROYT_G007652",153.573021911267,1.09657972340488,0.272593460143639,4.02276607379744,5.75186176703424e-05,0.00428916609835461,"Up"
"ACROYT_G016500",54.2973030908198,-1.30944950736492,0.326903937188062,-4.00560947239867,6.18577767165889e-05,0.00454684114951079,"Down"
"ACROYT_G018561",101.65540108267,-1.43176162244805,0.357384463351165,-4.00622234392212,6.16975742618251e-05,0.00454684114951079,"Down"
"ACROYT_G020126",118.148332067325,-1.70151719078807,0.425516504198344,-3.99871021217769,6.36886008289874e-05,0.00460749095711975,"Down"
"ACROYT_G021579",75.6014221206367,-2.37418505033935,0.593539486994403,-4.0000456622724,6.33302627978947e-05,0.00460749095711975,"Down"
"ACROYT_G036907",1155.86589440763,-1.61861074327465,0.404754917017909,-3.99898969776574,6.36134487168155e-05,0.00460749095711975,"Down"
"ACROYT_G038405",1648.72630501272,-1.76592482779708,0.441931693073664,-3.99592257236623,6.44427952422842e-05,0.00460749095711975,"Down"
"ACROYT_G006387",289.780834044896,1.56491732868039,0.392988017166409,3.98209935245361,6.83092120964621e-05,0.00485908293972806,"Up"
"ACROYT_G010788",28.2726638883836,2.07720521128082,0.522233526278005,3.977540902219,6.96316479187334e-05,0.00488560962397077,"Up"
"ACROYT_G026076",554.252742019272,-1.51605902897406,0.381071881801107,-3.97840696565834,6.93785480265509e-05,0.00488560962397077,"Down"
"ACROYT_G011400",78.6183344465619,1.00337301952484,0.252490663412172,3.97390147407908,7.0704820381007e-05,0.00491621444775326,"Up"
"ACROYT_G012227",126.775554521405,-1.27560294436215,0.321260009109723,-3.97062475313099,7.16844082158407e-05,0.00496197544941577,"Down"
"ACROYT_G037840",83.3825292274845,-1.66526358931491,0.420561222813849,-3.959622283227,7.50683989704983e-05,0.00515002580670494,"Down"
"ACROYT_G001545",12.9546481313411,-3.57706016506445,0.906750773361222,-3.94492099720488,7.98262923300085e-05,0.00535049326819872,"Down"
"ACROYT_G005288",151.419962628435,-1.92929048759638,0.489055764722018,-3.94492944724411,7.98234774559945e-05,0.00535049326819872,"Down"
"ACROYT_G009093",400.365170233107,1.05998840490849,0.268646272491712,3.94566578228326,7.95785498080924e-05,0.00535049326819872,"Up"
"ACROYT_G035626",14.7994394495888,-3.35615128968393,0.850910187912014,-3.94418980682244,8.00702218809215e-05,0.00535049326819872,"Down"
"ACROYT_G009919",56.008945638174,2.87821534344532,0.730424218184201,3.940470854869,8.13218309557682e-05,0.00541070595962602,"Up"
"ACROYT_G037349",104.491161540742,1.4293066878997,0.362852498181186,3.93908460066875,8.17930869156276e-05,0.00541870424733746,"Up"
"ACROYT_G021339",143.824993328394,1.70295700009566,0.433560167209826,3.9278446889045,8.5710529520568e-05,0.00565396467384397,"Up"
"ACROYT_G027051",101.478310331976,1.33390593670477,0.340564845695298,3.9167458226097,8.9752291322247e-05,0.00584563868713167,"Up"
"ACROYT_G003362",104.033825122923,-1.61779799711149,0.413655694656249,-3.91097721610212,9.19234442456593e-05,0.00593694680073639,"Down"
"ACROYT_G017013",58.705706854638,1.11640461431,0.28538298063382,3.91195232396316,9.15529884006609e-05,0.00593694680073639,"Up"
"ACROYT_G023727",26.1093998673217,-1.82476859019749,0.468124774019577,-3.89803892353105,9.697483185847e-05,0.00621345941974125,"Down"
"ACROYT_G036595",53.8600915777533,-1.08819965087964,0.279234040974658,-3.897088073794,9.73562208741468e-05,0.00621345941974125,"Down"
"ACROYT_G041338",167.000353849876,-1.0348662855054,0.265558117909036,-3.89694841059194,9.74123593921601e-05,0.00621345941974125,"Down"
"ACROYT_G024706",63.8583745031221,-1.03129523763943,0.26487259806549,-3.8935520139552,9.87870087516315e-05,0.00624949289791059,"Down"
"ACROYT_G027661",11738.3096209962,-1.34864228195171,0.346354498220416,-3.89382060542332,9.86776363104932e-05,0.00624949289791059,"Down"
"ACROYT_G001555",249.668504482018,-1.56395404345509,0.402482887906831,-3.885765309399,0.000102008019170972,0.00640079586960617,"Down"
"ACROYT_G001287",74.4847202742174,-1.42716507452714,0.367484284561505,-3.88360845479441,0.000102917593581571,0.00643172459321917,"Down"
"ACROYT_G005930",810.410509039773,-1.13315553629815,0.29209642436667,-3.87938859147311,0.000104719349517805,0.00651793499660015,"Down"
"ACROYT_G013715",54.2913893712687,1.73083636934719,0.446739603741484,3.87437414290401,0.000106899071891319,0.00657407997495778,"Up"
"ACROYT_G021853",178.02064407896,-1.62539558265238,0.41947594878097,-3.87482425959322,0.00010670167597924,0.00657407997495778,"Down"
