"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Expression"
"ACROYT_G040177",524.639400107227,3.50926736003293,0.352003271893672,9.96941687829809,2.07443151064106e-23,3.09754113168923e-19,"Up"
"ACROYT_G040168",2336.21773690744,3.20161486851055,0.396530564202337,8.07406832547937,6.79937968946763e-16,5.07641687615653e-12,"Up"
"ACROYT_G023646",105.797698991423,-7.02927020454757,0.876343735942167,-8.02113362171787,1.04773676178924e-15,5.21493510901231e-12,"Down"
"ACROYT_G043412",406.198904831513,-5.54843981030288,0.758786750297648,-7.31225183903963,2.62702151867733e-13,9.80667132922247e-10,"Down"
"ACROYT_G008002",46.3477345492718,7.6248008866678,1.11536760701024,6.83613262456687,8.13596280374754e-12,2.42972393171116e-08,"Up"
"ACROYT_G018806",152.824587127514,3.81231286374135,0.589939111008897,6.46221413803476,1.03181942134105e-10,2.56785459991077e-07,"Up"
"ACROYT_G014118",561.873256555415,3.47845434919668,0.541887899733644,6.41914010426594,1.37046239013849e-10,2.92339205850684e-07,"Up"
"ACROYT_G011480",92.1344665896884,9.33933659244584,1.47664248111738,6.32471076233614,2.53707350457222e-10,4.73544769628406e-07,"Up"
"ACROYT_G009042",655.161783832705,-4.5525068440809,0.771794168064132,-5.89860228602117,3.66593681008301e-09,5.47397684481595e-06,"Down"
"ACROYT_G023766",1926.62902821921,1.94481471044617,0.329690019102811,5.89891897770704,3.65890840679761e-09,5.47397684481595e-06,"Up"
"ACROYT_G007757",31.1560085089716,8.50255186356364,1.4605270039677,5.82156429868493,5.82993682505404e-09,7.91387424288245e-06,"Up"
"ACROYT_G006537",312.385441565368,-1.66390515714695,0.28664700591979,-5.80471842644171,6.44742604088999e-09,8.02274713688077e-06,"Down"
"ACROYT_G024966",306.121409016317,1.4135819780729,0.250154839791482,5.65082802016224,1.59676786842499e-08,1.83407213933246e-05,"Up"
"ACROYT_G018230",410.409547978766,1.30584669096003,0.233719810902069,5.58723150562189,2.30718070202015e-08,2.46077301732606e-05,"Up"
"ACROYT_G000124",40.1920947158211,5.02057889440309,0.921218602352582,5.44993216765453,5.03890351470127e-08,5.01606048543462e-05,"Up"
"ACROYT_G040268",1164.83404104771,1.21354553811574,0.224042484558046,5.4165866822519,6.07475464789984e-08,5.66926477515252e-05,"Up"
"ACROYT_G017753",293.470530254868,-1.53277939658554,0.29143640032625,-5.25939585744836,1.44529454388488e-07,0.000126947871348759,"Down"
"ACROYT_G039609",249.495747329718,-1.96155779351235,0.375826008861223,-5.21932422786809,1.79577151652622e-07,0.000148969223804275,"Down"
"ACROYT_G002575",321.802436373562,1.70363148028024,0.327744867849507,5.19804167021316,2.01398987541563e-07,0.000158278404314243,"Up"
"ACROYT_G008212",112.932101019636,-1.62805796443892,0.316282071055759,-5.14748736469448,2.63998780821052e-07,0.000197101489760997,"Down"
"ACROYT_G001674",485.670452821674,-2.68352512743541,0.530759481649791,-5.05600977507561,4.28119399037605e-07,0.000304413279353787,"Down"
"ACROYT_G043964",105.345913618735,-1.80737492760596,0.35810766481496,-5.04701547938063,4.48765004773326e-07,0.000304589047785241,"Down"
"ACROYT_G023110",235.524373305182,-2.48407008105119,0.498757730841653,-4.98051444106806,6.34154698934587e-07,0.000394549915187136,"Down"
"ACROYT_G040178",144.024971266568,3.00212757119254,0.602199457167384,4.98527113477301,6.18749820673363e-07,0.000394549915187136,"Up"
"ACROYT_G018286",308.692451296745,3.05750251878215,0.625174351011179,4.89063972928006,1.00508779701427e-06,0.000600318839400683,"Up"
"ACROYT_G010324",44.8473194891333,4.49192065914157,0.921439738899605,4.87489357090881,1.0886713282899e-06,0.000625232318231722,"Up"
"ACROYT_G036142",26.2952678113525,6.27147564018867,1.31229841445871,4.77900115636085,1.76168181338294e-06,0.000974275290275333,"Up"
"ACROYT_G039608",525.890603970829,-1.62066113429673,0.341261688317439,-4.7490274759152,2.04397174775579e-06,0.00109002093348176,"Down"
"ACROYT_G002908",170.146162686213,1.50762362355715,0.319021661267681,4.72577196660057,2.29242789186598e-06,0.00110421075101106,"Up"
"ACROYT_G004223",88.7144994466099,-1.66889341272486,0.352312338151624,-4.73697123830678,2.16935939393369e-06,0.00110421075101106,"Down"
"ACROYT_G026396",71.8073458041339,1.63719310615803,0.34618781171399,4.72920493085015,2.25400781057915e-06,0.00110421075101106,"Up"
"ACROYT_G033679",28.6630766737479,-3.79459404772336,0.813853348690295,-4.66250345204068,3.12385845327627e-06,0.00145767045076004,"Down"
"ACROYT_G009750",357.183017745203,1.79634863688219,0.386011111744315,4.65361898201534,3.26159254257917e-06,0.00147582120744825,"Up"
"ACROYT_G008017",195.159343699694,2.10900572603678,0.455529697110372,4.6297875625127,3.66041069485825e-06,0.00151825701376732,"Up"
"ACROYT_G011207",79.146861329856,2.61099335945669,0.562680413611315,4.64027767147461,3.47941337001043e-06,0.00151825701376732,"Up"
"ACROYT_G038086",95.3060918280542,4.9840210677274,1.07517650688941,4.63553754736203,3.56011092114706e-06,0.00151825701376732,"Up"
"ACROYT_G022051",66.1318649728795,5.07461712425589,1.09747280574934,4.62391149709721,3.76570587761834e-06,0.00151971676120533,"Up"
"ACROYT_G027569",81.5560982979549,2.90527221973285,0.630495041450089,4.60792239230138,4.06712400332705e-06,0.00159816567414946,"Up"
"ACROYT_G031298",402.79810000612,1.88608376703594,0.410217683989502,4.59776318927345,4.27050989736214e-06,0.00163505778942081,"Up"
"ACROYT_G022148",448.444236902747,-1.53372916939795,0.336684865730255,-4.55538494749787,5.22897300180704e-06,0.00195197562157457,"Down"
"ACROYT_G021551",113.467410812758,2.29427036934322,0.505870280836179,4.53529384163643,5.75233425272048e-06,0.00209497207467371,"Up"
"ACROYT_G002258",92.4006244418598,1.92467381413334,0.425942232841123,4.51862639047405,6.2242113997858e-06,0.00211227101412731,"Up"
"ACROYT_G017652",495.30331479722,-2.00224928464812,0.442451651372621,-4.52535159138072,6.02951811176996e-06,0.00211227101412731,"Down"
"ACROYT_G022620",45.3923725576334,4.29801040047728,0.950163105964518,4.52344484172992,6.08411804078955e-06,0.00211227101412731,"Up"
"ACROYT_G001672",28.6663686001975,-2.21192677488766,0.493442192980952,-4.48264620729959,7.37230988029002e-06,0.00229340273192689,"Down"
"ACROYT_G002048",60.4897784143877,5.08134706161449,1.13332237003895,4.48358489689022,7.33993810367805e-06,0.00229340273192689,"Up"
"ACROYT_G008091",32.6152347963469,6.44494659826929,1.43513546231628,4.49082805595737,7.09468089310024e-06,0.00229340273192689,"Up"
"ACROYT_G040174",320.948717980458,3.40763861023455,0.759680560585411,4.48562038708562,7.27020823565633e-06,0.00229340273192689,"Up"
"ACROYT_G032930",210.717418241624,2.40282735217953,0.53687792086087,4.47555628349674,7.62126178904951e-06,0.00232246287824668,"Up"
"ACROYT_G040619",110.146890519786,4.11874001687687,0.926647791149008,4.44477400822354,8.79843052821971e-06,0.00262756329294754,"Up"
"ACROYT_G002233",221.34016800065,-1.96488988169018,0.448317037750314,-4.38281331343134,1.17156501184703e-05,0.00331872093241505,"Down"
"ACROYT_G003039",32.589266424841,-4.24367706211226,0.968305028498763,-4.38258290230254,1.17280514995524e-05,0.00331872093241505,"Down"
"ACROYT_G024700",28.5455543830637,3.76484771378746,0.859234784890763,4.38162860721019,1.1779547911733e-05,0.00331872093241505,"Up"
"ACROYT_G042118",51.1478178301563,-3.20291354745403,0.731931948061684,-4.37597177707032,1.2089265713138e-05,0.00334290584497364,"Down"
"ACROYT_G040968",345.62412771549,2.57623339063676,0.592883915298954,4.34525768731258,1.39112259488617e-05,0.00377677137942552,"Up"
"ACROYT_G032220",31.8597174422173,-2.96522835273416,0.686683347627208,-4.31818881727703,1.57314823532239e-05,0.00419468740175606,"Down"
"ACROYT_G007013",302.84690557818,1.87464191801834,0.441579598528666,4.24530916796113,2.18292223892737e-05,0.005718490328362,"Up"
"ACROYT_G020559",210.523902179379,1.12234202808762,0.265180749509853,4.2323661508692,2.31245536071396e-05,0.00592526509740079,"Up"
"ACROYT_G033400",27.4054500564744,-2.24079695752073,0.529791086942835,-4.22958598728278,2.34121779230275e-05,0.00592526509740079,"Down"
"ACROYT_G033284",141.293066792778,-1.35293697449808,0.322620511734889,-4.19358635079548,2.74578485098497e-05,0.00683334323248458,"Down"
"ACROYT_G016218",660.213433015356,1.79171500487411,0.428424922800698,4.18209798151171,2.888314381491e-05,0.00696042578595882,"Up"
"ACROYT_G017768",110.209474724022,-3.28260179674172,0.784943514443421,-4.1819592573732,2.89007767699871e-05,0.00696042578595882,"Down"
"ACROYT_G021503",98.3128489354164,2.10930005842944,0.505919804103417,4.16923797274058,3.056197538102e-05,0.00724367327602207,"Up"
"ACROYT_G027882",20.8803400987366,-3.22515120920001,0.774550183537605,-4.16390219478068,3.12854172367508e-05,0.00729927890904942,"Down"
"ACROYT_G025520",12.8780631898428,4.3951361648307,1.05849680130994,4.15224321829929,3.29232080448882e-05,0.00756322065425031,"Up"
"ACROYT_G002970",359.896841909457,1.63456774437675,0.39556129145479,4.13227426365496,3.5919146242873e-05,0.00812643472270574,"Up"
