Unix_Timestamp,Battery,Temperature,PAR,Acceleration_X,Acceleration_Y,Acceleration_Z
1718891340,3.53,24.08,11,1088,99,296
1718891940,3.53,24.096,9.6,999,63,380
1718892540,3.53,24.088,8.4,1126,104,204
1718893140,3.53,24.055,7.5,999,64,390
1718893740,3.53,24.021,7.2,1136,88,194
1718894340,3.53,24.113,6.8,1126,104,200
1718894940,3.53,24.28,5.6,1134,96,192
1718895540,3.53,24.355,4,999,65,384
1718896140,3.53,24.405,4.2,1100,104,264
1718896740,3.53,24.497,3.5,1000,62,382
1718897340,3.53,24.455,3.7,1000,62,384
1718897940,3.53,24.447,3.7,1088,96,292
1718898540,3.53,24.497,3.1,1000,62,382
1718899140,3.53,24.522,2.8,1084,96,296
1718899740,3.53,24.547,1.8,999,62,387
1718900340,3.53,24.588,1.3,999,63,382
1718900940,3.53,24.597,1,999,63,384
1718901540,3.53,24.597,0.6,999,57,385
1718902140,3.53,24.638,0.4,999,62,384
1718902740,3.53,24.672,0.1,999,63,383
1718903340,3.53,24.697,0,1078,88,320
1718903940,3.53,24.722,0,999,63,384
1718904540,3.53,24.747,0,1086,96,302
1718905140,3.53,24.763,-0.1,999,60,384
1718905740,3.53,24.78,0,1000,60,384
1718906340,3.53,24.788,-0.1,999,62,382
1718906940,3.53,24.813,0,999,63,384
1718907540,3.53,24.78,-0.1,999,62,382
1718908140,3.53,24.788,0,999,64,384
1718908740,3.53,24.788,0,999,60,384
1718909340,3.53,24.788,0.1,999,64,384
1718909940,3.53,24.78,0,999,60,384
1718910540,3.53,24.771,-0.1,999,62,384
1718911140,3.53,24.805,0,1000,64,384
1718911740,3.53,24.855,-0.2,999,64,384
1718912340,3.53,24.871,0,998,63,384
1718912940,3.53,24.863,0,999,64,384
1718913540,3.53,24.846,-0.1,998,63,387
1718914140,3.53,24.863,0.1,999,64,380
1718914740,3.53,24.871,0,999,64,384
1718915340,3.53,24.888,0,1000,64,384
1718915940,3.53,24.921,0,999,67,387
1718916540,3.53,25.005,-0.1,999,64,384
1718917140,3.53,25.013,0,999,63,384
1718917740,3.53,25.046,-0.1,1000,64,382
1718918340,3.53,25.08,0.1,999,64,382
1718918940,3.53,25.113,-0.1,999,64,384
1718919540,3.53,25.104,-0.1,999,60,385
1718920140,3.53,25.113,-0.1,999,64,380
1718920740,3.53,25.138,0,999,65,377
1718921340,3.53,25.171,0.1,999,63,382
1718921940,3.53,25.171,-0.1,1000,60,384
1718922540,3.53,25.188,-0.1,1000,63,384
1718923140,3.53,25.221,-0.1,999,63,380
1718923740,3.53,25.254,0,1000,64,384
1718924340,3.53,25.279,0,999,67,380
1718924940,3.53,25.312,0.1,999,63,382
1718925540,3.53,25.321,0.2,999,60,379
1718926140,3.53,25.337,-0.1,999,60,384
1718926740,3.54,25.346,0,1078,92,320
1718927340,3.53,25.346,-0.1,999,60,384
1718927940,3.53,25.321,-0.1,999,60,382
1718928540,3.54,25.279,0.1,1000,56,385
1718929140,3.53,25.179,0,999,57,384
1718929740,3.54,25.179,0,999,56,384
1718930340,3.54,25.138,-0.1,1000,56,387
1718930940,3.53,25.055,0,999,56,387
1718931540,3.54,24.971,0,999,60,384
1718932140,3.54,24.796,-0.1,1110,103,241
1718932740,3.54,24.722,0.1,1004,62,387
1718933340,3.54,24.68,-0.1,999,57,388
1718933940,3.54,24.647,0.1,999,56,388
1718934540,3.53,24.613,0,999,64,384
1718935140,3.54,24.472,0.1,1084,96,304
1718935740,3.54,24.372,0,1118,103,212
1718936340,3.54,24.33,0,999,60,384
1718936940,3.54,24.305,0.1,999,60,385
1718937540,3.54,24.305,-0.1,1000,64,384
1718938140,3.54,24.322,0.3,1063,88,344
1718938740,3.53,24.305,0.7,1096,103,272
1718939340,3.53,24.113,1,1078,88,327
1718939940,3.53,23.988,1.2,1052,79,366
1718940540,3.53,24.221,1.4,1006,60,387
1718941140,3.54,24.313,2.3,1084,96,304
1718941740,3.53,24.322,2.7,1001,64,384
1718942340,3.53,24.33,3.4,1008,60,384
1718942940,3.53,24.205,3.8,1092,96,284
1718943540,3.53,24.196,4,1039,72,384
1718944140,3.53,24.271,4.4,1089,96,294
1718944740,3.53,24.338,5.4,999,64,384
1718945340,3.53,24.347,7.5,1089,96,292
1718945940,3.53,24.322,6.9,1000,64,384
1718946540,3.53,24.33,7.5,999,63,382
1718947140,3.53,24.28,4.6,999,64,384
1718947740,3.53,24.263,8.8,1112,108,236
1718948340,3.53,24.213,8.7,1095,96,275
1718948940,3.53,24.163,8.5,1064,84,352
1718949540,3.53,24.246,12.4,1107,108,243
1718950140,3.53,24.347,11.2,1000,62,385
1718950740,3.53,24.397,11.7,998,62,387
1718951340,3.53,24.447,12.7,999,64,380
1718951940,3.53,24.48,13,1000,64,382
1718952540,3.53,24.48,14.2,1011,62,387
1718953140,3.53,24.347,15,1087,88,305
1718953740,3.53,24.238,15.8,1088,96,295
1718954340,3.53,24.171,17.5,1088,96,288
1718954940,3.53,24.205,19,1088,96,295
1718955540,3.53,24.163,20,1096,102,272
1718956140,3.53,24.171,20.3,1088,96,294
1718956740,3.53,24.113,22.2,1087,96,300
1718957340,3.53,24.03,23.5,1004,64,384
1718957940,3.53,23.904,24.4,1007,62,388
1718958540,3.53,23.846,25.2,1100,104,259
1718959140,3.53,23.896,25.9,1095,100,280
1718959740,3.53,23.946,27.6,999,60,384
1718960340,3.53,24.08,28,1096,104,272
1718960940,3.53,24.08,28.8,1091,97,280
1718961540,3.53,24.113,29.4,1092,102,280
1718962140,3.53,23.946,30.3,1032,71,387
1718962740,3.53,23.921,30.7,1048,76,372
1718963340,3.53,23.938,32.3,1091,96,284
1718963940,3.53,23.946,34.2,999,63,384
1718964540,3.53,23.98,35.2,1004,60,384
1718965140,3.53,24.03,36.3,1088,92,302
1718965740,3.53,24.055,36.8,1088,96,288
1718966340,3.53,24.046,37.4,1049,80,369
1718966940,3.53,24.055,39.1,1126,102,195
1718967540,3.53,24.155,41.5,1009,70,384
1718968140,3.53,24.238,43.2,1024,76,380
1718968740,3.53,24.33,42.2,1088,103,288
1718969340,3.53,24.413,42.2,999,70,380
1718969940,3.53,24.522,37.8,1000,56,387
1718970540,3.53,24.555,37.4,999,67,376
1718971140,3.53,24.588,37.2,999,64,376
1718971740,3.53,24.622,33,999,79,368
1718972340,3.53,24.655,31.3,999,57,387
1718972940,3.53,24.663,29.3,1084,96,302
1718973540,3.53,24.672,26.3,999,62,380
1718974140,3.53,24.647,24.3,1000,60,376
1718974740,3.53,24.613,21.2,1001,60,380
1718975340,3.53,24.588,19.3,999,57,380
1718975940,3.53,24.588,16.6,1087,96,288
1718976540,3.53,24.555,15.2,999,64,376
1718977140,3.53,24.522,13.4,999,56,380
1718977740,3.53,24.488,11.8,1000,56,376
1718978340,3.53,24.513,10.6,999,60,384
1718978940,3.53,24.547,9.9,999,63,375
1718979540,3.53,24.563,8.7,1000,60,376
1718980140,3.53,24.538,8.1,1086,96,288
1718980740,3.53,24.563,7.4,1087,102,288
1718981340,3.53,24.58,6.9,999,56,374
1718981940,3.53,24.547,6,999,62,368
1718982540,3.53,24.555,5.4,1055,80,352
1718983140,3.53,24.563,4.7,999,65,371
1718983740,3.53,24.538,4,999,64,374
1718984340,3.53,24.505,3.4,999,63,368
1718984940,3.53,24.488,2.9,999,65,371
1718985540,3.53,24.497,2,999,63,368
1718986140,3.53,24.455,1.7,999,65,368
1718986740,3.53,24.438,1.3,1072,88,327
1718987340,3.53,24.305,0.8,1095,96,272
1718987940,3.53,24.138,0.4,999,60,376
1718988540,3.53,24.055,0.1,999,60,375
1718989140,3.53,24.005,0,1004,64,372
1718989740,3.53,23.988,0,999,57,376
1718990340,3.53,23.938,0,1017,70,380
1718990940,3.53,23.921,0,1016,70,380
1718991540,3.53,23.913,0,1096,104,260
1718992140,3.53,23.896,-0.1,1136,83,184
1718992740,3.53,23.888,-0.1,1095,102,270
1718993340,3.53,23.888,0,1048,78,360
1718993940,3.53,23.846,0,1080,96,304
1718994540,3.53,23.813,0,1100,104,252
1718995140,3.53,23.896,0,1057,83,344
1718995740,3.53,23.98,-0.1,1064,81,328
1718996340,3.53,24.055,-0.1,1000,71,364
1718996940,3.53,24.113,-0.1,1088,116,268
1718997540,3.53,24.163,-0.1,1127,108,184
1718998140,3.53,24.196,-0.1,1087,108,278
1718998740,3.53,24.18,-0.1,1064,88,334
1718999340,3.53,24.205,0.1,1107,108,224
1718999940,3.53,24.213,0,999,64,368
1719000540,3.53,24.23,0,1087,96,286
1719001140,3.53,24.23,-0.1,1020,67,376
1719001740,3.53,24.18,0.1,1000,49,376
1719002340,3.53,24.105,0,1078,80,304
1719002940,3.53,24.005,0,1000,51,380
1719003540,3.53,23.929,0,1001,62,376
1719004140,3.53,23.854,-0.1,1091,88,288
1719004740,3.53,23.804,0.1,1123,88,198
1719005340,3.53,23.779,-0.1,1096,96,268
1719005940,3.53,23.763,-0.1,1091,96,284
1719006540,3.53,23.754,0.1,1116,97,208
1719007140,3.53,23.746,0,1086,88,296
1719007740,3.53,23.746,0,999,67,368
1719008340,3.53,23.746,0,1046,92,358
1719008940,3.53,23.763,-0.1,1110,112,224
1719009540,3.53,23.771,0,1088,98,272
1719010140,3.53,23.788,-0.1,1068,88,328
1719010740,3.53,23.813,0.1,1086,104,284
1719011340,3.53,23.838,-0.1,1056,78,344
1719011940,3.53,23.871,0,1001,80,371
1719012540,3.53,23.896,-0.1,1068,92,326
1719013140,3.53,23.896,0.1,1000,71,366
1719013740,3.53,23.921,-0.1,1043,88,352
1719014340,3.53,23.929,-0.1,1033,80,358
1719014940,3.53,23.946,0,1091,104,268
1719015540,3.53,23.946,0,1110,128,208
1719016140,3.53,23.98,0,1136,96,172
1719016740,3.53,24.005,-0.1,1088,103,271
1719017340,3.53,24.005,0.1,998,71,364
1719017940,3.53,24.013,0,1000,72,360
1719018540,3.53,24.021,0.1,1144,81,175
1719019140,3.53,24.005,0,999,57,364
1719019740,3.53,23.996,-0.1,1104,112,240
1719020340,3.53,23.98,0.1,1144,64,192
1719020940,3.53,23.98,0,1127,112,184
1719021540,3.53,23.971,0,1144,81,190
1719022140,3.53,23.963,0,1008,78,369
1719022740,3.53,23.988,0,999,71,364
1719023340,3.53,23.996,-0.1,1081,103,291
1719023940,3.53,24.013,0,998,76,368
1719024540,3.53,24.013,0.3,1096,112,256
1719025140,3.53,24.021,0.4,1116,120,195
1719025740,3.53,24.021,0.7,1015,80,359
1719026340,3.53,24.046,0.9,1038,88,364
1719026940,3.53,24.038,1.4,999,78,360
1719027540,3.53,24.03,1.4,998,80,368
1719028140,3.53,24.038,1.8,1139,80,175
1719028740,3.53,24.046,2.6,998,72,358
1719029340,3.53,24.055,1.7,1088,124,268
1719029940,3.53,24.08,2.4,999,88,359
1719030540,3.53,24.08,3.8,992,120,376
1719031140,3.53,24.088,4.6,1091,124,248
1719031740,3.53,24.088,3.5,1052,131,358
1719032340,3.53,24.08,5.5,1086,120,264
1719032940,3.53,24.096,4.6,1039,99,360
1719033540,3.53,24.105,6.5,1086,115,270
1719034140,3.53,24.113,4.2,995,87,368
1719034740,3.53,24.121,6.4,999,80,371
1719035340,3.53,24.121,8.4,1139,96,185
1719035940,3.53,24.13,10.9,1075,112,300
1719036540,3.53,24.121,8.1,995,86,364
1719037140,3.53,24.113,12.4,1095,120,256
1719037740,3.53,24.121,14.5,1107,131,224
1719038340,3.53,24.105,13.9,1128,102,176
1719038940,3.53,24.113,15.6,1092,108,264
1719039540,3.53,24.13,15.8,1088,108,284
1719040140,3.53,24.13,5.5,1107,120,220
1719040740,3.53,24.138,16.8,999,83,371
1719041340,3.53,24.138,7.5,1087,104,284
1719041940,3.53,24.138,19.4,1000,71,369
1719042540,3.53,24.155,19.3,999,71,364
1719043140,3.53,24.163,20.3,1086,108,286
1719043740,3.53,24.171,21.1,1086,108,288
1719044340,3.53,24.205,22.1,1063,104,336
1719044940,3.53,24.246,22.6,1120,128,196
1719045540,3.53,24.288,24.5,1081,120,291
1719046140,3.53,24.322,25.1,1086,124,286
1719046740,3.53,24.372,25.1,999,79,374
1719047340,3.53,24.413,26.4,998,76,371
1719047940,3.53,24.43,27.2,999,72,377
1719048540,3.53,24.422,27.8,1055,86,348
1719049140,3.53,24.438,28.8,998,72,376
1719049740,3.53,24.413,28.7,999,70,376
1719050340,3.53,24.397,32.2,999,65,369
1719050940,3.53,24.372,10,999,67,372
1719051540,3.53,24.347,29,1120,104,192
1719052140,3.53,24.313,30.3,1136,80,179
1719052740,3.53,24.288,31,999,62,374
1719053340,3.53,24.28,30.2,1136,96,182
1719053940,3.53,24.271,30.7,1000,64,374
1719054540,3.53,24.288,31.2,999,68,372
1719055140,3.53,24.288,31.3,1000,78,371
1719055740,3.53,24.288,30.6,1084,96,295
1719056340,3.53,24.288,28.8,1004,71,374
1719056940,3.53,24.296,8.7,1084,112,287
1719057540,3.53,24.305,27.2,1084,102,291
1719058140,3.53,24.322,26.8,999,79,371
1719058740,3.53,24.338,23.3,1084,92,302
1719059340,3.53,24.33,23.8,1088,98,286
1719059940,3.53,24.313,22.6,1142,64,180
1719060540,3.53,24.305,21.7,1036,72,372
1719061140,3.53,24.296,20.1,1000,64,371
1719061740,3.53,24.28,18.4,1087,92,291
1719062340,3.53,24.271,16.8,1065,78,339
1719062940,3.53,24.263,15.8,999,64,374
1719063540,3.53,24.255,14.2,1033,76,371
1719064140,3.53,24.255,12.9,999,72,376
1719064740,3.53,24.246,12.1,999,73,374
1719065340,3.53,24.263,11.2,1008,72,380
1719065940,3.53,24.271,9.8,1072,96,320
1719066540,3.53,24.28,8.7,1087,104,284
1719067140,3.53,24.28,7.7,999,72,376
1719067740,3.53,24.305,6.9,999,71,376
1719068340,3.53,24.33,6.1,999,70,376
1719068940,3.53,24.338,5.4,1081,108,295
1719069540,3.53,24.38,4.6,996,71,376
1719070140,3.53,24.438,3.9,999,64,379
1719070740,3.53,24.472,3.6,1124,108,192
1719071340,3.53,24.497,2,1000,67,380
1719071940,3.53,24.513,2.1,999,71,376
1719072540,3.53,24.563,1.7,999,67,374
1719073140,3.53,24.663,1.2,1000,64,377
1719073740,3.53,24.747,0.8,999,64,375
1719074340,3.53,24.755,0.4,999,65,374
1719074940,3.53,24.78,0.2,998,71,376
1719075540,3.53,24.813,0.1,999,60,376
1719076140,3.53,24.88,-0.1,1000,67,374
1719076740,3.53,24.963,0,999,63,374
1719077340,3.53,24.988,0,999,67,372
1719077940,3.53,25.005,0.1,999,65,374
1719078540,3.53,25.013,0,999,64,374
1719079140,3.53,25.021,-0.1,999,57,376
1719079740,3.53,25.021,0,999,64,376
1719080340,3.53,25.038,0,999,64,380
1719080940,3.53,25.038,-0.1,999,64,376
1719081540,3.53,25.038,0,1000,60,376
1719082140,3.53,25.046,0,998,62,376
1719082740,3.53,25.063,0,999,64,380
1719083340,3.53,25.08,0.1,999,67,376
1719083940,3.53,25.08,-0.1,999,64,380
1719084540,3.53,25.08,0,1000,60,377
1719085140,3.53,25.088,0,999,56,380
1719085740,3.53,25.08,0,999,56,376
1719086340,3.53,25.104,0,1000,64,376
1719086940,3.53,25.096,0,999,63,376
1719087540,3.53,25.08,-0.1,999,60,376
1719088140,3.53,25.096,0,999,64,376
1719088740,3.53,25.08,-0.1,999,64,376
1719089340,3.53,25.088,0,999,65,380
1719089940,3.53,25.096,0,999,64,380
1719090540,3.53,25.096,0,999,63,380
1719091140,3.53,25.08,-0.1,999,64,380
1719091740,3.53,25.071,0,999,60,380
1719092340,3.53,25.055,-0.1,1001,56,377
1719092940,3.53,25.021,-0.1,999,63,376
1719093540,3.53,25.03,0,999,63,376
1719094140,3.53,25.046,0,999,63,374
1719094740,3.53,25.071,0,1001,60,374
1719095340,3.53,25.088,-0.1,999,70,376
1719095940,3.53,25.08,0.1,999,67,376
1719096540,3.53,25.08,0.1,999,63,374
1719097140,3.53,25.088,0,1000,63,376
1719097740,3.53,25.113,0,999,67,376
1719098340,3.54,25.129,0,999,65,376
1719098940,3.53,25.146,-0.1,999,67,374
1719099540,3.53,25.179,-0.1,999,70,371
1719100140,3.53,25.221,0,999,70,371
1719100740,3.53,25.254,0.1,1080,92,304
1719101340,3.53,25.271,0,999,60,375
1719101940,3.53,25.321,0,999,64,374
1719102540,3.53,25.329,-0.1,999,64,371
1719103140,3.53,25.346,0,1078,96,304
1719103740,3.53,25.354,0.1,999,56,374
1719104340,3.53,25.346,0.1,999,64,371
1719104940,3.53,25.321,0.1,999,63,369
1719105540,3.53,25.287,0.1,999,56,376
1719106140,3.53,25.146,-0.1,999,56,376
1719106740,3.54,25.046,0.2,999,60,376
1719107340,3.53,24.988,-0.1,999,60,376
1719107940,3.53,24.93,-0.1,999,60,377
1719108540,3.53,24.921,-0.1,1000,56,380
1719109140,3.53,24.88,0,999,60,380
1719109740,3.54,24.821,-0.1,999,62,380
1719110340,3.54,24.821,0,999,64,380
1719110940,3.53,24.821,0.2,999,60,376
1719111540,3.53,24.805,0.5,999,62,384
1719112140,3.54,24.83,0.8,999,63,385
1719112740,3.53,24.855,1.1,998,64,382
1719113340,3.54,24.863,1.3,999,65,376
1719113940,3.53,24.888,1.6,999,67,380
1719114540,3.54,24.905,2.5,999,64,376
1719115140,3.53,24.938,2.6,1000,64,384
1719115740,3.53,24.938,3.2,999,64,376
1719116340,3.53,24.938,2.5,999,64,376
1719116940,3.53,24.93,3,999,64,380
1719117540,3.54,24.938,3.7,999,71,377
1719118140,3.53,24.946,8.9,999,67,376
1719118740,3.53,24.963,8.4,999,67,376
1719119340,3.53,24.988,4.9,998,68,380
1719119940,3.53,25.071,10.6,1000,71,377
1719120540,3.53,25.138,9.2,999,72,380
1719121140,3.53,25.271,7.3,999,67,376
1719121740,3.53,25.354,12.4,1080,102,304
1719122340,3.54,25.421,12.5,1080,102,300
1719122940,3.53,25.462,17.1,1080,103,307
1719123540,3.54,25.512,8.6,1080,103,312
1719124140,3.53,25.562,17.4,1000,70,371
1719124740,3.54,25.595,20.6,999,65,369
1719125340,3.54,25.628,13.8,999,71,371
1719125940,3.54,25.686,21.2,999,72,375
1719126540,3.54,25.72,20.8,995,79,376
1719127140,3.54,25.745,9.9,1080,96,308
1719127740,3.54,25.778,8.1,999,71,376
1719128340,3.54,25.811,21.5,1075,96,320
1719128940,3.54,25.819,22.5,1076,102,316
1719129540,3.54,25.861,23.6,1073,96,316
1719130140,3.54,25.894,24.5,1076,97,312
1719130740,3.54,25.911,25.2,1072,96,320
1719131340,3.54,25.935,26.3,1070,96,323
1719131940,3.54,25.952,9.9,1075,88,312
1719132540,3.54,25.977,26.5,1073,88,316
1719133140,3.54,25.994,12.2,1073,92,320
1719133740,3.54,26.002,27.4,1073,88,312
1719134340,3.54,26.027,11.7,1075,88,320
1719134940,3.54,26.01,28,1072,86,323
1719135540,3.54,25.994,30.8,1078,80,312
1719136140,3.54,25.994,29.7,1073,86,327
1719136740,3.54,25.985,31.4,1075,86,312
1719137340,3.54,26.01,29.5,1072,88,320
1719137940,3.54,26.002,8.1,1073,80,323
1719138540,3.54,25.994,30.2,1073,81,320
1719139140,3.54,25.994,14.5,1075,86,321
1719139740,3.54,25.96,29.9,1075,92,320
1719140340,3.54,25.935,28.5,1076,88,312
1719140940,3.54,25.927,26.7,1073,80,326
1719141540,3.54,25.927,26.6,1075,80,320
1719142140,3.54,25.96,25.3,1073,88,332
1719142740,3.54,25.994,24.3,1075,88,320
1719143340,3.54,26.06,23.4,1072,81,328
1719143940,3.54,26.093,21.9,1073,78,332
1719144540,3.54,26.11,20.4,1072,86,328
1719145140,3.54,26.126,19.5,1072,86,323
1719145740,3.54,26.135,17.2,1072,88,327
1719146340,3.54,26.11,12,1076,88,316
1719146940,3.54,26.143,13.1,1070,86,327
1719147540,3.54,26.11,13.5,1072,88,323
1719148140,3.54,26.093,12.2,1072,84,327
1719148740,3.54,26.085,11.2,1075,92,320
1719149340,3.54,26.035,10.1,1072,88,332
1719149940,3.54,25.628,9.2,999,63,382
1719150540,3.54,25.254,8.1,1081,96,318
1719151140,3.54,25.08,7.2,999,56,388
1719151740,3.54,25.013,3.6,999,60,385
1719152340,3.54,25.104,6.6,999,64,384
1719152940,3.54,25.562,5.5,1080,104,312
1719153540,3.54,25.844,2.8,1076,84,327
1719154140,3.54,25.944,4.7,1075,92,320
1719154740,3.54,26.002,3.3,1079,88,320
1719155340,3.54,26.06,3.5,1075,88,320
1719155940,3.54,26.068,3,1076,86,320
1719156540,3.54,26.085,2.6,1075,80,326
1719157140,3.54,26.06,2.2,1073,88,326
1719157740,3.54,26.043,1.3,1072,96,327
1719158340,3.54,26.027,1.6,1072,92,327
1719158940,3.54,25.952,1,1072,86,332
1719159540,3.54,25.952,0.8,1072,96,321
1719160140,3.54,25.828,0.6,999,62,384
1719160740,3.54,25.628,0.2,999,72,376
1719161340,3.54,25.512,0.2,1078,88,320
1719161940,3.54,25.412,0.1,1081,80,326
1719162540,3.54,25.362,0,999,64,377
1719163140,3.54,25.479,0,1078,79,323
1719163740,3.54,25.612,0,1000,60,380
1719164340,3.54,25.62,0.1,999,62,376
1719164940,3.54,25.504,0,1080,88,310
1719165540,3.54,25.445,0,1080,96,318
1719166140,3.54,25.371,0,1080,86,312
1719166740,3.54,25.179,0,999,60,385
1719167340,3.54,25.113,0,999,60,384
1719167940,3.54,25.146,0,999,57,382
1719168540,3.54,25.354,0,999,64,376
1719169140,3.54,25.429,0,1080,88,320
1719169740,3.54,25.462,0,999,63,376
1719170340,3.54,25.479,0,1081,83,312
1719170940,3.54,25.495,0.1,1001,62,382
1719171540,3.54,25.512,-0.1,999,56,382
1719172140,3.54,25.553,0,1148,67,203
1719172740,3.54,25.587,-0.1,1144,76,199
1719173340,3.54,25.587,0,999,63,377
1719173940,3.54,25.587,-0.1,1000,54,380
1719174540,3.54,25.603,-0.1,1144,71,199
1719175140,3.54,25.62,-0.1,1145,73,199
1719175740,3.54,25.645,0,999,64,376
1719176340,3.54,25.661,-0.1,999,64,380
1719176940,3.54,25.653,-0.1,1072,88,326
1719177540,3.54,25.67,-0.1,1072,96,320
1719178140,3.54,25.67,-0.1,1073,88,320
1719178740,3.54,25.661,0,1000,70,374
1719179340,3.54,25.67,-0.1,1139,72,199
1719179940,3.54,25.686,0,999,71,375
1719180540,3.54,25.703,-0.1,1075,92,318
1719181140,3.54,25.686,0,999,62,377
1719181740,3.54,25.695,0,999,63,374
1719182340,3.54,25.686,0,999,62,376
1719182940,3.54,25.695,-0.1,999,70,376
1719183540,3.54,25.703,-0.1,999,60,371
1719184140,3.54,25.711,0,999,55,374
1719184740,3.54,25.695,0,999,62,374
1719185340,3.54,25.67,0,1001,56,376
1719185940,3.54,25.645,0.1,1076,92,312
1719186540,3.54,25.62,-0.1,1144,67,191
1719187140,3.54,25.603,0,1144,71,199
1719187740,3.54,25.587,-0.1,1147,71,191
1719188340,3.54,25.553,0,999,63,371
1719188940,3.54,25.537,-0.1,999,56,374
1719189540,3.54,25.52,0.1,1000,56,375
1719190140,3.54,25.495,-0.1,999,64,371
1719190740,3.54,25.487,0,999,65,371
1719191340,3.54,25.454,-0.1,1075,96,312
1719191940,3.54,25.412,-0.1,999,64,369
1719192540,3.54,25.354,0,999,65,374
1719193140,3.54,25.329,-0.1,999,57,371
1719193740,3.54,25.321,-0.1,999,60,375
1719194340,3.54,25.279,-0.2,999,63,371
1719194940,3.54,25.213,-0.1,999,60,374
1719195540,3.54,25.188,0,1000,56,376
1719196140,3.54,25.154,0,999,63,374
1719196740,3.54,25.171,0,999,67,372
1719197340,3.54,25.163,0.2,999,71,374
1719197940,3.54,25.163,0.3,999,71,375
1719198540,3.54,25.179,0.5,999,78,376
1719199140,3.54,25.196,0.7,999,70,376
1719199740,3.54,25.229,0.9,999,71,374
1719200340,3.54,25.287,1,995,83,368
1719200940,3.54,25.371,1.1,998,79,375
1719201540,3.54,25.429,1.7,1076,102,304
1719202140,3.54,25.47,2.4,999,72,376
1719202740,3.54,25.578,2.6,999,80,376
1719203340,3.54,25.67,3,998,78,371
1719203940,3.54,25.711,3.3,999,67,375
1719204540,3.54,25.761,4.8,998,76,371
1719205140,3.54,25.786,3.7,1000,63,371
1719205740,3.54,25.778,4.6,1072,86,320
1719206340,3.54,25.769,4.1,1080,88,312
1719206940,3.54,25.769,2.8,999,64,372
1719207540,3.54,25.736,5.8,1076,81,316
1719208140,3.54,25.562,3.6,999,51,376
1719208740,3.54,25.445,6.4,1080,86,308
1719209340,3.54,25.287,8,1000,56,376
1719209940,3.54,25.238,7.7,999,60,375
1719210540,3.54,25.204,9.7,1084,92,296
1719211140,3.54,25.163,10.1,999,49,377
1719211740,3.54,25.063,7.1,999,70,380
1719212340,3.54,24.93,12.1,999,63,376
1719212940,3.54,24.863,12.8,999,67,376
1719213540,3.54,24.83,13.4,999,71,376
1719214140,3.54,24.863,14.3,999,72,376
1719214740,3.54,25.038,13.9,999,76,374
1719215340,3.54,25.229,5.4,999,73,374
1719215940,3.54,25.379,14.9,998,78,377
1719216540,3.54,25.512,5.4,1073,124,312
1719217140,3.54,25.67,15.2,1072,114,300
1719217740,3.54,25.861,17,1072,110,307
1719218340,3.54,26.01,17.6,1072,112,318
1719218940,3.54,26.143,14.9,1072,115,318
1719219540,3.54,26.251,17.8,1065,112,327
1719220140,3.53,26.358,16.9,1068,108,318
1719220740,3.54,26.474,17.9,1072,99,320
1719221340,3.54,26.516,17.9,1072,96,320
1719221940,3.54,26.532,17.8,1068,102,332
1719222540,3.54,26.532,18.6,1065,88,336
1719223140,3.54,26.549,18.9,1068,88,334
1719223740,3.54,26.524,19.3,1071,88,327
1719224340,3.54,26.524,18.7,1072,78,324
1719224940,3.54,26.483,16.7,1072,80,332
1719225540,3.54,26.375,8.7,1072,83,334
1719226140,3.54,25.811,14.3,1078,88,323
1719226740,3.54,25.371,16.2,999,64,391
1719227340,3.54,25.354,14.6,1084,88,307
1719227940,3.54,25.645,14.6,1080,88,316
1719228540,3.54,25.578,13.3,999,64,382
1719229140,3.54,25.495,13,1075,88,320
1719229740,3.54,25.445,4.2,1080,88,318
1719230340,3.54,25.445,12,1084,89,304
1719230940,3.54,25.445,11.8,999,60,380
1719231540,3.54,25.454,10.6,999,56,384
1719232140,3.54,25.421,9.8,1080,78,320
1719232740,3.54,25.337,10,999,60,380
1719233340,3.54,25.329,9,999,62,382
1719233940,3.54,25.312,8.4,1001,56,390
1719234540,3.54,25.229,7.4,1000,64,384
1719235140,3.54,25.279,6.5,1000,70,380
1719235740,3.54,25.263,5.9,1081,84,320
1719236340,3.54,25.263,5.4,1079,96,316
1719236940,3.54,25.246,4.9,998,67,384
1719237540,3.54,25.154,4.5,999,64,382
1719238140,3.54,25.055,3.9,999,60,384
1719238740,3.54,24.93,2,999,60,387
1719239340,3.54,24.88,2,999,54,387
1719239940,3.54,24.83,2,999,60,390
1719240540,3.54,24.788,2.5,999,63,390
1719241140,3.54,24.747,1.4,999,54,390
1719241740,3.54,24.705,1.9,999,62,387
1719242340,3.54,24.68,1.6,1000,67,384
1719242940,3.54,24.638,1.3,998,67,390
1719243540,3.54,24.597,1,999,62,385
1719244140,3.54,24.58,0.9,999,60,391
1719244740,3.54,24.563,0.5,999,63,387
1719245340,3.54,24.563,0.6,999,64,384
1719245940,3.54,24.563,0.4,999,67,390
1719246540,3.54,24.563,0.3,1084,96,310
1719247140,3.54,24.547,0,999,64,390
1719247740,3.54,24.53,0.1,999,68,390
1719248340,3.54,24.513,-0.1,999,64,392
1719248940,3.53,24.58,0,1008,64,398
1719249540,3.54,24.605,0,999,71,396
1719250140,3.53,24.638,-0.1,1095,120,272
1719250740,3.53,24.622,0,1000,70,392
1719251340,3.53,24.597,0.1,1096,120,275
1719251940,3.54,24.572,0,1087,100,320
