7530-303058
OS REV: 1.08 Sensor Cal: 1706256000 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1730877540, +3.50, +23.186,    +0.0, +1072.0,   +65.0,  +371.0
1730878140, +3.50, +23.178,    -0.0, +1072.0,   +67.0,  +360.0
1730878740, +3.50, +23.186,    -0.0, +1078.0,   +76.0,  +369.0
1730879340, +3.50, +23.178,    +0.0, +1079.0,   +60.0,  +368.0
1730879940, +3.50, +23.203,    +0.0, +1075.0,   +76.0,  +368.0
1730880540, +3.50, +23.186,    +0.1, +1080.0,   +56.0,  +326.0
1730881140, +3.50, +23.203,    -0.0, +1080.0,   +70.0,  +358.0
1730881740, +3.50, +23.203,    +0.1, +1072.0,   +64.0,  +366.0
1730882340, +3.50, +23.195,    -0.1, +1080.0,   +62.0,  +352.0
1730882940, +3.50, +23.186,    +0.1, +1075.0,   +76.0,  +384.0
1730883540, +3.50, +23.203,    +0.1, +1072.0,   +56.0,  +355.0
1730884140, +3.50, +23.186,    -0.0, +1078.0,   +64.0,  +368.0
1730884740, +3.50, +23.211,    +0.0, +1081.0,   +56.0,  +348.0
1730885340, +3.50, +23.211,    -0.1, +1072.0,   +64.0,  +376.0
1730885940, +3.50, +23.203,    +0.1, +1080.0,   +48.0,  +336.0
1730886540, +3.50, +23.203,    +0.0, +1076.0,   +70.0,  +364.0
1730887140, +3.50, +23.195,    +0.1, +1078.0,   +76.0,  +368.0
1730887740, +3.50, +23.203,    +0.1, +1080.0,   +51.0,  +344.0
1730888340, +3.50, +23.195,    -0.0, +1076.0,   +56.0,  +364.0
1730888940, +3.50, +23.203,    +0.0, +1075.0,   +64.0,  +371.0
1730889540, +3.50, +23.195,    +0.1, +1073.0,   +57.0,  +376.0
1730890140, +3.50, +23.203,    +0.1, +1081.0,   +39.0,  +336.0
1730890740, +3.50, +23.203,    +0.0, +1073.0,   +60.0,  +374.0
1730891340, +3.50, +23.203,    +0.1, +1078.0,   +56.0,  +360.0
1730891940, +3.50, +23.195,    +0.0, +1073.0,   +48.0,  +368.0
1730892540, +3.50, +23.203,    -0.1, +1080.0,   +51.0,  +360.0
1730893140, +3.50, +23.195,    +0.1, +1080.0,   +44.0,  +348.0
1730893740, +3.50, +23.186,    +0.0, +1076.0,   +48.0,  +352.0
1730894340, +3.50, +23.203,    +0.1, +1073.0,   +56.0,  +371.0
1730894940, +3.50, +23.195,    +0.0, +1147.0,   +56.0,  +243.0
1730895540, +3.50, +23.203,    +0.1, +1075.0,   +60.0,  +368.0
1730896140, +3.50, +23.203,    -0.0, +1072.0,   +46.0,  +368.0
1730896740, +3.50, +23.203,    +0.0, +1073.0,   +60.0,  +355.0
1730897340, +3.50, +23.203,    -0.1, +1078.0,   +56.0,  +366.0
1730897940, +3.50, +23.195,    -0.0, +1078.0,   +57.0,  +360.0
1730898540, +3.50, +23.195,    +0.0, +1075.0,   +48.0,  +364.0
1730899140, +3.50, +23.203,    +0.1, +1073.0,   +56.0,  +360.0
1730899740, +3.50, +23.203,    +0.1, +1075.0,   +54.0,  +371.0
1730900340, +3.50, +23.195,    +0.1, +1080.0,   +64.0,  +359.0
1730900940, +3.50, +23.186,    -0.0, +1075.0,   +64.0,  +366.0
1730901540, +3.50, +23.178,    -0.0, +1080.0,   +56.0,  +364.0
1730902140, +3.50, +23.178,    +0.0, +1072.0,   +40.0,  +368.0
1730902740, +3.50, +23.186,    -0.0, +1078.0,   +51.0,  +352.0
1730903340, +3.50, +23.186,    -0.0, +1079.0,   +60.0,  +352.0
1730903940, +3.50, +23.195,    +0.0, +1073.0,   +56.0,  +380.0
1730904540, +3.50, +23.195,    -0.1, +1148.0,   +48.0,  +239.0
1730905140, +3.50, +23.203,    -0.1, +1080.0,   +51.0,  +352.0
1730905740, +3.50, +23.195,    -0.1, +1073.0,   +48.0,  +360.0
1730906340, +3.50, +23.195,    +0.1, +1075.0,   +48.0,  +369.0
1730906940, +3.50, +23.195,    -0.1, +1144.0,   +56.0,  +235.0
1730907540, +3.50, +23.195,    +0.0, +1078.0,   +62.0,  +364.0
1730908140, +3.50, +23.195,    +0.1, +1080.0,   +44.0,  +352.0
1730908740, +3.50, +23.186,    -0.0, +1078.0,   +56.0,  +364.0
1730909340, +3.50, +23.195,    +0.0, +1152.0,    -2.0,  +223.0
1730909940, +3.50, +23.186,    -0.1, +1075.0,   +48.0,  +364.0
1730910540, +3.50, +23.203,    -0.1, +1078.0,   +49.0,  +352.0
1730911140, +3.50, +23.195,    -0.1, +1150.0,   +28.0,  +215.0
1730911740, +3.50, +23.203,    -0.0, +1080.0,   +49.0,  +352.0
1730912340, +3.50, +23.195,    -0.1, +1148.0,   +16.0,  +240.0
1730912940, +3.50, +23.186,    -0.1, +1079.0,   +44.0,  +352.0
1730913540, +3.50, +23.178,    -0.0, +1078.0,   +72.0,  +376.0
1730914140, +3.50, +23.195,    +0.0, +1078.0,   +40.0,  +356.0
1730914740, +3.50, +23.203,    -0.0, +1076.0,   +44.0,  +352.0
1730915340, +3.50, +23.186,    +0.1, +1076.0,   +72.0,  +359.0
1730915940, +3.50, +23.195,    -0.1, +1073.0,   +32.0,  +358.0
1730916540, +3.50, +23.195,    -0.1, +1080.0,   +38.0,  +353.0
1730917140, +3.50, +23.203,    +0.0, +1076.0,   +64.0,  +358.0
1730917740, +3.50, +23.203,    -0.0, +1072.0,   +88.0,  +358.0
1730918340, +3.50, +23.203,    -0.0, +1075.0,   +56.0,  +358.0
1730918940, +3.50, +23.195,    +0.1, +1080.0,   +48.0,  +360.0
1730919540, +3.50, +23.211,    -0.0, +1076.0,   +64.0,  +352.0
1730920140, +3.50, +23.195,    +0.0, +1150.0,   +21.0,  +235.0
1730920740, +3.50, +23.195,    +0.0, +1080.0,   +35.0,  +368.0
1730921340, +3.50, +23.195,    -0.1, +1079.0,   +38.0,  +352.0
1730921940, +3.50, +23.195,    +0.0, +1150.0,   +38.0,  +233.0
1730922540, +3.50, +23.186,    -0.1, +1073.0,   +40.0,  +360.0
1730923140, +3.50, +23.186,    -0.1, +1075.0,   +48.0,  +371.0
1730923740, +3.50, +23.186,    -0.0, +1075.0,   +48.0,  +356.0
1730924340, +3.50, +23.186,    +0.0, +1080.0,   +28.0,  +352.0
1730924940, +3.50, +23.186,    -0.1, +1078.0,   +39.0,  +368.0
1730925540, +3.50, +23.186,    -0.1, +1079.0,   +30.0,  +374.0
1730926140, +3.50, +23.178,    -0.0, +1075.0,   +38.0,  +374.0
1730926740, +3.50, +23.186,    +0.1, +1080.0,   +28.0,  +352.0
1730927340, +3.50, +23.186,    +0.0, +1076.0,   +33.0,  +360.0
1730927940, +3.50, +23.178,    -0.1, +1078.0,   +24.0,  +371.0
1730928540, +3.50, +23.178,    +0.1, +1078.0,   +32.0,  +360.0
1730929140, +3.50, +23.195,    -0.1, +1075.0,   +62.0,  +376.0
1730929740, +3.50, +23.195,    -0.0, +1079.0,   +32.0,  +364.0
1730930340, +3.50, +23.203,    -0.1, +1072.0,   +44.0,  +376.0
1730930940, +3.50, +23.186,    +0.0, +1078.0,   +54.0,  +368.0
1730931540, +3.50, +23.186,    -0.1, +1076.0,   +48.0,  +374.0
1730932140, +3.50, +23.178,    -0.0, +1075.0,   +48.0,  +368.0
1730932740, +3.50, +23.203,    +0.0, +1073.0,   +60.0,  +371.0
1730933340, +3.50, +23.203,    -0.0, +1080.0,   +38.0,  +352.0
1730933940, +3.50, +23.195,    -0.1, +1078.0,   +60.0,  +360.0
1730934540, +3.50, +23.211,    -0.1, +1073.0,   +38.0,  +374.0
