7530-303058
OS REV: 1.08 Sensor Cal: 1706256000 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1721829540, +3.54, +27.713,    +3.6, +1039.0,   +78.0,  +376.0
1721830140, +3.54, +27.713,    +3.4, +1044.0,   +83.0,  +380.0
1721830740, +3.54, +27.729,    +3.9, +1036.0,   +79.0,  +384.0
1721831340, +3.54, +27.737,    +3.0, +1047.0,   +83.0,  +368.0
1721831940, +3.54, +27.746,    +2.7, +1043.0,   +80.0,  +380.0
1721832540, +3.54, +27.746,    +2.4, +1039.0,   +88.0,  +376.0
1721833140, +3.54, +27.762,    +2.5, +1036.0,   +88.0,  +384.0
1721833740, +3.54, +27.770,    +1.4, +1036.0,   +78.0,  +376.0
1721834340, +3.54, +27.762,    +1.3, +1048.0,   +88.0,  +368.0
1721834940, +3.54, +27.762,    +0.9, +1036.0,   +83.0,  +376.0
1721835540, +3.54, +27.770,    +1.3, +1036.0,   +88.0,  +384.0
1721836140, +3.54, +27.770,    +0.9, +1040.0,   +92.0,  +391.0
1721836740, +3.54, +27.787,    +0.6, +1036.0,   +96.0,  +396.0
1721837340, +3.54, +27.803,    +0.4, +1044.0,  +102.0,  +364.0
1721837940, +3.54, +27.803,    +0.3, +1039.0,   +92.0,  +376.0
1721838540, +3.54, +27.828,    +0.2, +1043.0,   +96.0,  +376.0
1721839140, +3.54, +27.836,    -0.0, +1027.0,  +100.0,  +396.0
1721839740, +3.54, +27.828,    -0.0, +1036.0,   +96.0,  +368.0
1721840340, +3.54, +27.836,    -0.0, +1040.0,   +92.0,  +377.0
1721840940, +3.54, +27.853,    -0.0, +1027.0,   +88.0,  +384.0
1721841540, +3.54, +27.861,    +0.0, +1038.0,   +97.0,  +387.0
1721842140, +3.54, +27.885,    +0.1, +1036.0,   +83.0,  +376.0
1721842740, +3.54, +27.877,    -0.1, +1030.0,   +99.0,  +391.0
1721843340, +3.54, +27.877,    -0.0, +1036.0,   +89.0,  +371.0
1721843940, +3.54, +27.869,    -0.1, +1016.0,   +86.0,  +384.0
1721844540, +3.54, +27.877,    +0.1, +1039.0,  +112.0,  +371.0
1721845140, +3.54, +27.869,    +0.0, +1027.0,  +108.0,  +368.0
1721845740, +3.54, +27.853,    -0.1, +1036.0,  +108.0,  +368.0
1721846340, +3.54, +27.820,    -0.0, +1039.0,  +103.0,  +376.0
1721846940, +3.54, +27.746,    +0.1, +1036.0,  +115.0,  +374.0
1721847540, +3.54, +27.680,    -0.0, +1039.0,  +108.0,  +364.0
1721848140, +3.54, +27.663,    -0.1, +1036.0,  +115.0,  +376.0
1721848740, +3.54, +27.589,    +0.1, +1039.0,  +108.0,  +368.0
1721849340, +3.54, +27.573,    -0.1, +1040.0,  +100.0,  +387.0
1721849940, +3.54, +27.490,    -0.1, +1041.0,  +128.0,  +376.0
1721850540, +3.54, +27.499,    -0.1, +1039.0,  +120.0,  +364.0
1721851140, +3.54, +27.507,    -0.0, +1040.0,  +120.0,  +384.0
1721851740, +3.54, +27.532,    -0.1, +1039.0,  +120.0,  +380.0
1721852340, +3.54, +27.573,    -0.0, +1041.0,  +100.0,  +376.0
1721852940, +3.54, +27.581,    +0.1, +1039.0,  +116.0,  +376.0
1721853540, +3.54, +27.614,    -0.1, +1039.0,   +96.0,  +366.0
1721854140, +3.54, +27.606,    -0.0, +1046.0,  +112.0,  +360.0
