7530-303058
OS REV: 1.08 Sensor Cal: 1706256000 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1717653540, +3.52, +21.244,   +12.4, +1006.0,   +60.0,  +388.0
1717654140, +3.52, +21.211,   +18.6, +1052.0,   +76.0,  +360.0
1717654740, +3.52, +21.194,   +16.9, +1025.0,   +64.0,  +387.0
1717655340, +3.52, +21.194,   +20.6, +1088.0,   +96.0,  +288.0
1717655940, +3.52, +21.185,   +22.1, +1056.0,   +78.0,  +360.0
1717656540, +3.52, +21.177,   +24.4, +1103.0,  +103.0,  +252.0
1717657140, +3.52, +21.185,   +25.5, +1100.0,  +100.0,  +264.0
1717657740, +3.52, +21.211,   +27.9, +1065.0,   +84.0,  +344.0
1717658340, +3.52, +21.202,   +30.1, +1048.0,   +80.0,  +368.0
1717658940, +3.52, +21.261,   +30.8, +1048.0,   +80.0,  +368.0
1717659540, +3.52, +21.320,   +29.8, +1024.0,   +71.0,  +385.0
1717660140, +3.52, +21.328,   +39.8, +1004.0,   +64.0,  +384.0
1717660740, +3.52, +21.387,   +40.7, +1000.0,   +64.0,  +380.0
1717661340, +3.52, +21.387,   +40.6, +1049.0,   +80.0,  +366.0
1717661940, +3.52, +21.353,   +42.3, +1091.0,  +104.0,  +280.0
1717662540, +3.52, +21.336,   +41.7, +1007.0,   +64.0,  +384.0
1717663140, +3.52, +21.378,   +41.8, +1052.0,   +80.0,  +364.0
1717663740, +3.52, +21.378,   +44.6, +1000.0,   +64.0,  +384.0
1717664340, +3.52, +21.378,   +43.8,  +999.0,   +64.0,  +380.0
1717664940, +3.52, +21.420,   +44.3, +1136.0,   +92.0,  +192.0
1717665540, +3.52, +21.429,   +46.4, +1004.0,   +62.0,  +384.0
1717666140, +3.52, +21.445,   +47.5,  +999.0,   +64.0,  +380.0
1717666740, +3.52, +21.454,   +52.0, +1006.0,   +62.0,  +382.0
1717667340, +3.52, +21.462,   +54.3, +1000.0,   +64.0,  +384.0
1717667940, +3.52, +21.470,   +56.4, +1006.0,   +64.0,  +384.0
1717668540, +3.52, +21.496,   +58.6,  +999.0,   +64.0,  +376.0
1717669140, +3.52, +21.529,   +59.8, +1126.0,  +104.0,  +192.0
1717669740, +3.52, +21.554,   +61.1, +1104.0,  +104.0,  +248.0
1717670340, +3.52, +21.588,   +62.4, +1111.0,  +108.0,  +216.0
1717670940, +3.52, +21.655,   +62.7, +1103.0,  +104.0,  +248.0
1717671540, +3.52, +21.688,   +60.4, +1104.0,  +108.0,  +240.0
1717672140, +3.52, +21.688,   +59.3,  +999.0,   +64.0,  +376.0
1717672740, +3.52, +21.705,   +57.0, +1103.0,  +104.0,  +248.0
1717673340, +3.52, +21.705,   +55.1, +1100.0,  +104.0,  +256.0
1717673940, +3.52, +21.747,   +53.7, +1144.0,   +72.0,  +199.0
1717674540, +3.52, +21.772,   +50.3, +1095.0,  +102.0,  +272.0
1717675140, +3.52, +21.797,   +48.3, +1100.0,  +102.0,  +263.0
1717675740, +3.52, +21.814,   +44.8, +1048.0,   +76.0,  +364.0
1717676340, +3.52, +21.806,   +40.7, +1096.0,  +103.0,  +263.0
1717676940, +3.52, +21.831,   +38.6, +1048.0,   +80.0,  +360.0
1717677540, +3.52, +21.856,   +33.5, +1068.0,   +88.0,  +334.0
1717678140, +3.52, +21.881,   +36.9, +1059.0,   +86.0,  +344.0
1717678740, +3.52, +21.864,   +27.3, +1068.0,   +88.0,  +334.0
1717679340, +3.52, +21.873,   +24.0, +1100.0,  +112.0,  +248.0
1717679940, +3.52, +21.873,   +19.0, +1052.0,   +88.0,  +352.0
1717680540, +3.52, +21.915,   +29.6, +1087.0,  +103.0,  +286.0
1717681140, +3.52, +21.923,   +26.4, +1006.0,   +70.0,  +374.0
1717681740, +3.52, +21.990,   +16.6, +1089.0,  +104.0,  +280.0
1717682340, +3.52, +22.015,   +19.4, +1004.0,   +65.0,  +380.0
1717682940, +3.52, +22.049,   +16.8, +1001.0,   +64.0,  +380.0
1717683540, +3.52, +22.090,   +14.5, +1049.0,   +79.0,  +364.0
1717684140, +3.52, +22.149,   +14.0, +1140.0,   +80.0,  +186.0
1717684740, +3.53, +22.216,    +9.8, +1128.0,  +104.0,  +192.0
1717685340, +3.52, +22.233,    +7.4, +1113.0,  +108.0,  +216.0
1717685940, +3.53, +22.308,   +10.1, +1100.0,  +103.0,  +259.0
1717686540, +3.53, +22.350,    +9.2, +1100.0,  +102.0,  +262.0
1717687140, +3.53, +22.392,    +5.8, +1100.0,  +102.0,  +268.0
1717687740, +3.53, +22.241,    +6.0, +1129.0,   +96.0,  +192.0
1717688340, +3.52, +22.007,    +4.0, +1089.0,   +99.0,  +286.0
1717688940, +3.52, +22.007,    +2.6, +1006.0,   +64.0,  +387.0
1717689540, +3.52, +22.023,    +2.7, +1008.0,   +60.0,  +387.0
1717690140, +3.53, +22.023,    +1.5, +1006.0,   +64.0,  +384.0
1717690740, +3.52, +21.973,    +1.1, +1040.0,   +76.0,  +376.0
1717691340, +3.52, +21.898,    +0.8, +1094.0,   +99.0,  +278.0
1717691940, +3.53, +21.479,    +0.5, +1008.0,   +67.0,  +390.0
1717692540, +3.53, +21.387,    +0.2, +1136.0,   +92.0,  +192.0
1717693140, +3.53, +21.294,    +0.1, +1102.0,  +108.0,  +252.0
1717693740, +3.52, +21.051,    +0.0, +1100.0,  +104.0,  +263.0
1717694340, +3.52, +20.976,    -0.1, +1064.0,   +88.0,  +344.0
1717694940, +3.52, +20.959,    -0.0, +1139.0,   +80.0,  +193.0
1717695540, +3.52, +20.984,    +0.1, +1097.0,  +102.0,  +264.0
1717696140, +3.52, +21.068,    +0.1, +1104.0,  +105.0,  +243.0
1717696740, +3.53, +21.169,    -0.1, +1055.0,   +80.0,  +364.0
1717697340, +3.52, +21.320,    +0.1, +1047.0,   +76.0,  +368.0
1717697940, +3.52, +21.328,    -0.0, +1048.0,   +79.0,  +368.0
1717698540, +3.52, +21.294,    +0.0, +1036.0,   +71.0,  +380.0
1717699140, +3.52, +21.244,    +0.0, +1100.0,  +102.0,  +264.0
1717699740, +3.52, +21.177,    +0.0, +1094.0,   +99.0,  +284.0
1717700340, +3.52, +21.144,    -0.1, +1031.0,   +72.0,  +385.0
1717700940, +3.52, +21.118,    -0.0, +1075.0,   +88.0,  +327.0
1717701540, +3.52, +21.085,    -0.1, +1080.0,   +96.0,  +312.0
1717702140, +3.52, +21.076,    +0.0, +1108.0,  +108.0,  +240.0
1717702740, +3.52, +21.068,    -0.0, +1110.0,  +108.0,  +236.0
1717703340, +3.52, +21.085,    -0.1, +1100.0,  +104.0,  +260.0
1717703940, +3.52, +21.093,    +0.1, +1091.0,   +96.0,  +284.0
1717704540, +3.52, +21.118,    -0.0, +1097.0,  +104.0,  +262.0
1717705140, +3.52, +21.118,    +0.0, +1100.0,  +102.0,  +262.0
1717705740, +3.52, +21.127,    +0.1, +1063.0,   +80.0,  +348.0
