7530-303058
OS REV: 1.08 Sensor Cal: 1706256000 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1732443540, +3.50, +22.935,    -0.1, +1064.0,  +136.0,  +408.0
1732444140, +3.50, +22.961,    -0.0, +1052.0,  +238.0,  +355.0
1732444740, +3.50, +22.952,    -0.1, +1056.0,  +179.0,  +412.0
1732445340, +3.50, +22.952,    -0.1, +1068.0,  +124.0,  +480.0
1732445940, +3.50, +22.961,    -0.0, +1049.0,  +236.0,  +392.0
1732446540, +3.50, +22.961,    -0.1, +1049.0,  +231.0,  +388.0
1732447140, +3.50, +22.969,    +0.0, +1068.0,  +124.0,  +374.0
1732447740, +3.50, +22.952,    -0.1, +1072.0,   +92.0,  +440.0
1732448340, +3.50, +22.944,    +0.1, +1068.0,   +96.0,  +336.0
1732448940, +3.50, +22.944,    -0.0, +1063.0,  +160.0,  +339.0
1732449540, +3.50, +22.952,    +0.1, +1065.0,  +142.0,  +408.0
1732450140, +3.50, +22.944,    +0.5, +1063.0,   +96.0,  +496.0
1732450740, +3.50, +22.961,    +0.3, +1056.0,  +230.0,  +392.0
1732451340, +3.50, +22.952,    +0.2, +1068.0,   +80.0,  +462.0
1732451940, +3.50, +22.944,    +0.2, +1068.0,  +152.0,  +360.0
1732452540, +3.50, +22.944,    -0.0, +1072.0,  +102.0,  +332.0
1732453140, +3.50, +22.944,    +0.1, +1063.0,  +160.0,  +396.0
1732453740, +3.50, +22.944,    +0.2, +1072.0,  +103.0,  +414.0
1732454340, +3.50, +22.927,    +0.2, +1068.0,  +128.0,  +387.0
1732454940, +3.50, +22.935,    +0.2, +1057.0,  +200.0,  +344.0
1732455540, +3.50, +22.944,    +0.2, +1063.0,  +156.0,  +360.0
1732456140, +3.50, +22.935,    +0.2, +1056.0,  +196.0,  +432.0
1732456740, +3.50, +22.944,    +0.1, +1059.0,  +160.0,  +422.0
1732457340, +3.50, +22.935,    +0.0, +1070.0,  +144.0,  +360.0
1732457940, +3.50, +22.927,    +0.1, +1078.0,   +80.0,  +342.0
1732458540, +3.50, +22.927,    -0.1, +1068.0,   +88.0,  +464.0
1732459140, +3.50, +22.935,    -0.0, +1068.0,  +140.0,  +355.0
1732459740, +3.50, +22.919,    -0.1, +1049.0,  +248.0,  +384.0
1732460340, +3.50, +22.927,    -0.1, +1054.0,  +204.0,  +476.0
1732460940, +3.50, +22.927,    +0.0, +1062.0,  +134.0,  +448.0
1732461540, +3.50, +22.910,    +0.0, +1048.0,  +252.0,  +423.0
1732462140, +3.50, +22.919,    -0.1, +1062.0,  +159.0,  +430.0
1732462740, +3.50, +22.919,    +0.1, +1036.0,  +288.0,  +422.0
1732463340, +3.50, +22.902,    -0.1, +1059.0,  +195.0,  +376.0
1732463940, +3.50, +22.902,    -0.1, +1055.0,  +204.0,  +368.0
1732464540, +3.50, +22.894,    -0.0, +1057.0,  +207.0,  +450.0
1732465140, +3.50, +22.902,    +0.0, +1040.0,  +230.0,  +320.0
1732465740, +3.50, +22.902,    +0.0, +1052.0,  +248.0,  +304.0
1732466340, +3.50, +22.885,    -0.1, +1049.0,  +240.0,  +440.0
1732466940, +3.50, +22.902,    -0.1, +1004.0,  +408.0,  +496.0
1732467540, +3.50, +22.894,    +0.0, +1054.0,  +206.0,  +368.0
1732468140, +3.50, +22.894,    +0.1, +1072.0,   +78.0,  +300.0
1732468740, +3.50, +22.885,    +0.1, +1060.0,  +199.0,  +414.0
1732469340, +3.50, +22.869,    +0.0, +1025.0,  +360.0,  +412.0
1732469940, +3.50, +22.877,    -0.0, +1063.0,  +152.0,  +408.0
1732470540, +3.50, +22.885,    +0.0, +1063.0,  +166.0,  +412.0
1732471140, +3.50, +22.877,    -0.0, +1068.0,   +60.0,  +488.0
1732471740, +3.50, +22.877,    -0.0, +1043.0,  +240.0,  +467.0
1732472340, +3.50, +22.869,    -0.0, +1031.0,  +340.0,  +444.0
1732472940, +3.50, +22.869,    +0.0, +1052.0,  +212.0,  +391.0
1732473540, +3.50, +22.860,    -0.0, +1036.0,  +307.0,  +408.0
1732474140, +3.50, +22.835,    -0.0, +1048.0,  +248.0,  +435.0
1732474740, +3.50, +22.852,    +0.0, +1056.0,  +195.0,  +449.0
1732475340, +3.50, +22.852,    -0.1, +1056.0,  +160.0,  +508.0
1732475940, +3.50, +22.827,    +0.0, +1064.0,   +56.0,  +544.0
1732476540, +3.50, +22.843,    -0.1, +1025.0,  +344.0,  +448.0
1732477140, +3.50, +22.852,    -0.2, +1055.0,  +184.0,  +339.0
1732477740, +3.50, +22.835,    -0.1, +1060.0,  +198.0,  +393.0
1732478340, +3.50, +22.843,    -0.1, +1049.0,  +220.0,  +408.0
1732478940, +3.50, +22.818,    -0.0, +1056.0,  +198.0,  +428.0
1732479540, +3.50, +22.843,    +0.0, +1036.0,  +327.0,  +440.0
1732480140, +3.50, +22.827,    -0.0,  +992.0,  +467.0,  +460.0
1732480740, +3.50, +22.827,    +0.0, +1056.0,  +193.0,  +376.0
1732481340, +3.50, +22.827,    -0.0, +1065.0,  +172.0,  +400.0
1732481940, +3.50, +22.827,    -0.0, +1055.0,  +211.0,  +384.0
1732482540, +3.50, +22.827,    +0.0, +1052.0,  +198.0,  +371.0
1732483140, +3.50, +22.827,    +0.0, +1016.0,  +360.0,  +480.0
1732483740, +3.50, +22.835,    -0.1, +1064.0,  +150.0,  +419.0
1732484340, +3.50, +22.835,    -0.1, +1044.0,  +256.0,  +408.0
1732484940, +3.50, +22.835,    -0.1, +1055.0,  +208.0,  +428.0
1732485540, +3.50, +22.835,    -0.0, +1070.0,  +128.0,  +444.0
1732486140, +3.50, +22.835,    -0.1, +1048.0,  +264.0,  +403.0
1732486740, +3.50, +22.843,    +0.1, +1063.0,  +134.0,  +454.0
1732487340, +3.50, +22.827,    -0.0, +1052.0,  +224.0,  +468.0
1732487940, +3.50, +22.835,    -0.0,  +977.0,  +496.0,  +512.0
1732488540, +3.50, +22.835,    -0.1,  +920.0,  +664.0,  +460.0
1732489140, +3.50, +22.827,    -0.1, +1055.0,  +198.0,  +428.0
1732489740, +3.50, +22.827,    -0.0, +1056.0,  +200.0,  +400.0
1732490340, +3.50, +22.818,    -0.0, +1060.0,  +200.0,  +406.0
1732490940, +3.50, +22.810,    -0.1, +1056.0,  +208.0,  +360.0
1732491540, +3.50, +22.802,    +0.1, +1008.0,  +419.0,  +476.0
1732492140, +3.50, +22.802,    +0.0, +1063.0,  +176.0,  +335.0
1732492740, +3.50, +22.802,    +0.0, +1011.0,  +376.0,  +432.0
1732493340, +3.50, +22.785,    -0.0, +1073.0,   +97.0,  +316.0
1732493940, +3.50, +22.777,    +0.0, +1041.0,  +270.0,  +448.0
1732494540, +3.50, +22.768,    -0.1, +1057.0,  +224.0,  +404.0
1732495140, +3.50, +22.735,    +0.0, +1044.0,  +256.0,  +435.0
1732495740, +3.50, +22.751,    +0.0, +1070.0,  +120.0,  +358.0
1732496340, +3.50, +22.751,    -0.1, +1078.0,   +44.0,  +312.0
1732496940, +3.50, +22.743,    -0.0, +1068.0,  +142.0,  +428.0
1732497540, +3.50, +22.735,    +0.0, +1056.0,  +184.0,  +408.0
1732498140, +3.50, +22.726,    +0.0, +1056.0,  +236.0,  +352.0
1732498740, +3.50, +22.726,    -0.1, +1072.0,   +67.0,  +384.0
1732499340, +3.50, +22.735,    -0.0, +1068.0,  +158.0,  +400.0
1732499940, +3.50, +22.735,    -0.1, +1048.0,  +264.0,  +408.0
1732500540, +3.50, +22.743,    +0.0, +1024.0,  +345.0,  +448.0
1732501140, +3.50, +22.735,    +0.0, +1072.0,   +88.0,  +240.0
1732501740, +3.50, +22.735,    -0.1, +1072.0,  +102.0,  +387.0
1732502340, +3.50, +22.735,    -0.0, +1064.0,  +164.0,  +454.0
1732502940, +3.50, +22.735,    -0.0, +1059.0,  +184.0,  +406.0
1732503540, +3.50, +22.718,    -0.1, +1046.0,  +284.0,  +415.0
1732504140, +3.50, +22.726,    -0.1, +1040.0,  +294.0,  +414.0
1732504740, +3.50, +22.735,    +0.1, +1068.0,  +152.0,  +415.0
1732505340, +3.50, +22.735,    -0.1, +1043.0,  +249.0,  +448.0
1732505940, +3.50, +22.726,    -0.0, +1064.0,  +140.0,  +400.0
1732506540, +3.50, +22.718,    +0.1, +1052.0,  +248.0,  +278.0
1732507140, +3.50, +22.735,    -0.1, +1059.0,  +174.0,  +406.0
1732507740, +3.50, +22.735,    -0.1, +1039.0,  +307.0,  +415.0
1732508340, +3.50, +22.710,    +0.0, +1080.0,   +19.0,  +376.0
1732508940, +3.50, +22.726,    -0.1, +1060.0,  +200.0,  +424.0
1732509540, +3.50, +22.726,    -0.0, +1054.0,  +207.0,  +464.0
1732510140, +3.50, +22.726,    -0.1, +1072.0,  +124.0,  +414.0
1732510740, +3.50, +22.718,    -0.0, +1046.0,  +240.0,  +440.0
1732511340, +3.50, +22.718,    +0.0, +1072.0,   +88.0,  +318.0
1732511940, +3.50, +22.710,    +0.1, +1056.0,  +230.0,  +352.0
1732512540, +3.50, +22.710,    +0.0, +1063.0,  +184.0,  +404.0
1732513140, +3.50, +22.726,    +0.1, +1064.0,  +150.0,  +368.0
1732513740, +3.50, +22.710,    +0.1, +1047.0,  +280.0,  +436.0
1732514340, +3.50, +22.718,    -0.0, +1064.0,  +184.0,  +416.0
1732514940, +3.50, +22.710,    -0.0, +1073.0,   +48.0,  +376.0
1732515540, +3.50, +22.710,    -0.1, +1073.0,    +6.0,  +355.0
1732516140, +3.50, +22.693,    +0.1, +1054.0,  +259.0,  +412.0
1732516740, +3.50, +22.701,    -0.1, +1065.0,  +116.0,  +208.0
1732517340, +3.50, +22.693,    -0.0, +1062.0,  +120.0,  +512.0
1732517940, +3.50, +22.693,    +0.0, +1016.0,  +400.0,  +448.0
1732518540, +3.50, +22.676,    +0.0, +1075.0,   +88.0,  +380.0
1732519140, +3.50, +22.685,    -0.0, +1040.0,  +300.0,  +467.0
1732519740, +3.50, +22.676,    -0.0, +1048.0,  +240.0,  +424.0
1732520340, +3.50, +22.668,    -0.1, +1080.0,   +56.0,  +368.0
1732520940, +3.50, +22.651,    -0.0, +1068.0,  +124.0,  +408.0
1732521540, +3.50, +22.668,    -0.0, +1048.0,  +231.0,  +359.0
1732522140, +3.50, +22.651,    +0.0, +1068.0,  +147.0,  +440.0
1732522740, +3.50, +22.651,    +0.0, +1044.0,  +278.0,  +444.0
1732523340, +3.50, +22.651,    -0.0, +1054.0,  +224.0,  +408.0
1732523940, +3.50, +22.643,    -0.0, +1057.0,  +199.0,  +412.0
1732524540, +3.50, +22.643,    -0.1, +1064.0,  +166.0,  +396.0
