7530-303058
OS REV: 1.08 Sensor Cal: 1706256000 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1720437540, +3.54, +27.951,   +90.9, +1039.0,  +104.0,  +377.0
1720438140, +3.54, +27.984,   +85.1, +1036.0,  +128.0,  +399.0
1720438740, +3.54, +28.009,   +88.3, +1040.0,  +136.0,  +392.0
1720439340, +3.54, +28.042,   +90.4, +1036.0,  +115.0,  +390.0
1720439940, +3.54, +28.066,   +85.7, +1041.0,  +115.0,  +339.0
1720440540, +3.54, +28.083,   +88.0, +1031.0,  +143.0,  +368.0
1720441140, +3.54, +28.083,   +80.2, +1031.0,  +140.0,  +390.0
1720441740, +3.54, +28.124,   +82.7, +1024.0,  +124.0,  +398.0
1720442340, +3.54, +28.148,   +79.5, +1038.0,  +128.0,  +400.0
1720442940, +3.54, +28.165,   +74.8, +1016.0,  +128.0,  +368.0
1720443540, +3.54, +28.181,   +49.2, +1017.0,  +152.0,  +408.0
1720444140, +3.54, +28.181,   +46.2, +1116.0,  +176.0,  +195.0
1720444740, +3.54, +28.197,   +23.4, +1118.0,  +172.0,  +176.0
1720445340, +3.54, +28.197,   +60.9,  +995.0,  +120.0,  +392.0
1720445940, +3.54, +28.214,   +50.2, +1017.0,  +128.0,  +364.0
1720446540, +3.54, +28.222,   +49.0, +1020.0,  +120.0,  +352.0
1720447140, +3.54, +28.230,   +48.2, +1041.0,  +103.0,  +368.0
1720447740, +3.54, +28.247,   +45.2, +1033.0,  +134.0,  +390.0
1720448340, +3.54, +28.247,   +40.0, +1036.0,  +128.0,  +384.0
1720448940, +3.54, +28.263,   +14.7, +1025.0,  +102.0,  +376.0
1720449540, +3.54, +28.271,   +30.6,  +995.0,   +96.0,  +390.0
1720450140, +3.54, +28.288,   +27.9, +1112.0,  +160.0,  +216.0
1720450740, +3.54, +28.304,   +12.9, +1120.0,  +136.0,  +192.0
1720451340, +3.54, +28.329,   +19.6, +1105.0,  +147.0,  +240.0
1720451940, +3.54, +28.329,   +16.7, +1112.0,  +152.0,  +224.0
1720452540, +3.54, +28.337,   +13.5, +1116.0,  +160.0,  +216.0
1720453140, +3.54, +28.296,    +8.1, +1025.0,  +128.0,  +400.0
1720453740, +3.54, +28.230,    +8.9, +1039.0,  +120.0,  +376.0
1720454340, +3.54, +28.181,    +8.5, +1031.0,  +103.0,  +380.0
1720454940, +3.54, +28.115,    +5.1, +1039.0,   +88.0,  +376.0
1720455540, +3.54, +28.042,    +3.7, +1044.0,   +88.0,  +368.0
1720456140, +3.54, +28.017,    +2.6, +1041.0,   +92.0,  +377.0
1720456740, +3.54, +27.984,    +1.6, +1043.0,   +88.0,  +366.0
1720457340, +3.54, +27.951,    +1.0, +1048.0,   +99.0,  +359.0
1720457940, +3.54, +28.025,    +0.4, +1039.0,   +80.0,  +368.0
1720458540, +3.54, +28.009,    +0.0, +1039.0,   +83.0,  +368.0
1720459140, +3.54, +27.894,    +0.0, +1048.0,   +83.0,  +360.0
1720459740, +3.54, +27.844,    +0.0, +1048.0,   +86.0,  +371.0
1720460340, +3.54, +27.762,    +0.0, +1052.0,   +76.0,  +356.0
1720460940, +3.54, +27.713,    -0.0, +1041.0,   +76.0,  +380.0
1720461540, +3.54, +27.647,    -0.1, +1048.0,   +92.0,  +371.0
1720462140, +3.54, +27.630,    -0.1, +1049.0,   +92.0,  +371.0
1720462740, +3.54, +27.540,    +0.1, +1048.0,   +78.0,  +369.0
1720463340, +3.54, +27.581,    -0.0, +1057.0,   +80.0,  +364.0
1720463940, +3.54, +27.540,    +0.0, +1052.0,   +76.0,  +368.0
1720464540, +3.54, +27.466,    +0.1, +1059.0,   +83.0,  +360.0
1720465140, +3.54, +27.466,    -0.1, +1055.0,   +68.0,  +360.0
1720465740, +3.54, +27.457,    -0.1, +1136.0,   +80.0,  +204.0
1720466340, +3.54, +27.449,    +0.0, +1054.0,   +84.0,  +372.0
1720466940, +3.54, +27.441,    +0.0, +1056.0,   +72.0,  +368.0
1720467540, +3.54, +27.391,    -0.0, +1055.0,   +72.0,  +364.0
1720468140, +3.54, +27.309,    +0.0, +1059.0,   +79.0,  +360.0
1720468740, +3.54, +26.913,    +0.1, +1068.0,   +72.0,  +348.0
1720469340, +3.54, +26.714,    +0.1, +1068.0,   +79.0,  +352.0
1720469940, +3.54, +26.590,    +0.1, +1064.0,   +67.0,  +352.0
1720470540, +3.54, +26.516,    -0.0, +1064.0,   +83.0,  +352.0
1720471140, +3.54, +26.532,    +0.0, +1063.0,   +81.0,  +355.0
1720471740, +3.54, +26.532,    -0.2, +1063.0,   +81.0,  +353.0
