7530-303058
OS REV: 1.08 Sensor Cal: 1706256000 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1731312540, +3.50, +23.144,    -0.0, +1063.0,  +163.0,  +355.0
1731313140, +3.50, +23.119,    -0.0, +1068.0,  +132.0,  +392.0
1731313740, +3.50, +23.111,    +0.0, +1064.0,  +150.0,  +391.0
1731314340, +3.50, +23.103,    -0.0, +1065.0,  +176.0,  +368.0
1731314940, +3.50, +23.094,    +0.1, +1065.0,  +143.0,  +403.0
1731315540, +3.50, +23.094,    -0.0, +1068.0,  +152.0,  +390.0
1731316140, +3.50, +23.078,    -0.0, +1065.0,  +160.0,  +376.0
1731316740, +3.50, +23.069,    +0.0, +1065.0,  +184.0,  +371.0
1731317340, +3.50, +23.086,    -0.1, +1063.0,  +172.0,  +400.0
1731317940, +3.50, +23.086,    -0.0, +1068.0,  +152.0,  +364.0
1731318540, +3.50, +23.069,    +0.1, +1072.0,  +156.0,  +352.0
1731319140, +3.50, +23.086,    -0.1, +1068.0,  +158.0,  +355.0
1731319740, +3.50, +23.094,    +0.1, +1065.0,  +167.0,  +364.0
1731320340, +3.50, +23.078,    -0.1, +1064.0,  +144.0,  +355.0
1731320940, +3.50, +23.078,    -0.0, +1072.0,  +115.0,  +368.0
1731321540, +3.50, +23.078,    -0.1, +1068.0,  +132.0,  +385.0
1731322140, +3.50, +23.094,    +0.0, +1072.0,  +152.0,  +356.0
1731322740, +3.50, +23.094,    +0.0, +1072.0,  +140.0,  +358.0
1731323340, +3.50, +23.086,    +0.0, +1057.0,  +182.0,  +356.0
1731323940, +3.50, +23.103,    -0.0, +1063.0,  +176.0,  +352.0
1731324540, +3.50, +23.086,    -0.1, +1063.0,  +163.0,  +344.0
1731325140, +3.50, +23.094,    -0.1, +1065.0,  +136.0,  +368.0
1731325740, +3.50, +23.103,    -0.0, +1064.0,  +152.0,  +400.0
1731326340, +3.50, +23.119,    +0.0, +1064.0,  +160.0,  +376.0
1731326940, +3.50, +23.144,    -0.0, +1068.0,  +140.0,  +364.0
1731327540, +3.50, +23.128,    +0.0, +1065.0,  +152.0,  +408.0
1731328140, +3.50, +23.128,    +0.1, +1065.0,  +135.0,  +403.0
1731328740, +3.50, +23.136,    -0.1, +1070.0,  +134.0,  +384.0
1731329340, +3.50, +23.136,    -0.0, +1068.0,  +147.0,  +376.0
1731329940, +3.50, +23.169,    +0.0, +1056.0,  +206.0,  +355.0
1731330540, +3.50, +23.195,    -0.1, +1041.0,  +263.0,  +368.0
1731331140, +3.50, +23.169,    -0.0, +1041.0,  +262.0,  +387.0
