7530-303058
OS REV: 1.08 Sensor Cal: 1706256000 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1728963540, +3.52, +26.433,    -0.1, +1126.0,   +80.0,  +227.0
1728964140, +3.52, +26.474,    +0.1, +1100.0,   +88.0,  +300.0
1728964740, +3.52, +26.466,    -0.1, +1132.0,   +72.0,  +214.0
1728965340, +3.52, +26.466,    -0.1, +1044.0,   +64.0,  +400.0
1728965940, +3.52, +26.516,    +0.0, +1048.0,   +60.0,  +392.0
1728966540, +3.52, +26.541,    -0.1, +1036.0,   +60.0,  +406.0
1728967140, +3.52, +26.516,    -0.1, +1048.0,   +64.0,  +384.0
1728967740, +3.52, +26.516,    +0.1, +1120.0,   +88.0,  +231.0
1728968340, +3.52, +26.524,    +0.0, +1031.0,   +56.0,  +408.0
1728968940, +3.52, +26.541,    -0.1, +1039.0,   +70.0,  +399.0
1728969540, +3.52, +26.574,    -0.0, +1030.0,   +64.0,  +400.0
1728970140, +3.52, +26.590,    +0.1, +1016.0,   +62.0,  +414.0
1728970740, +3.52, +26.598,    -0.0, +1016.0,   +60.0,  +400.0
1728971340, +3.52, +26.598,    +0.1, +1020.0,   +64.0,  +408.0
1728971940, +3.52, +26.623,    +0.0, +1048.0,   +76.0,  +392.0
1728972540, +3.52, +26.648,    -0.0, +1009.0,   +56.0,  +412.0
1728973140, +3.52, +26.665,    +0.0, +1020.0,   +56.0,  +408.0
1728973740, +3.52, +26.665,    +0.0, +1032.0,   +60.0,  +396.0
1728974340, +3.52, +26.656,    +0.0, +1004.0,   +56.0,  +400.0
1728974940, +3.52, +26.607,    +0.1, +1036.0,   +64.0,  +403.0
1728975540, +3.52, +26.541,    -0.0, +1036.0,   +64.0,  +408.0
1728976140, +3.52, +26.474,    +0.0, +1118.0,   +92.0,  +236.0
1728976740, +3.52, +26.408,    +0.1, +1036.0,   +62.0,  +400.0
1728977340, +3.52, +26.466,    -0.2, +1095.0,   +84.0,  +304.0
1728977940, +3.52, +26.400,    -0.1, +1113.0,   +80.0,  +259.0
1728978540, +3.52, +26.532,    -0.0, +1043.0,   +54.0,  +396.0
1728979140, +3.52, +26.565,    -0.1, +1116.0,   +88.0,  +240.0
1728979740, +3.52, +26.689,    +0.0, +1031.0,   +54.0,  +400.0
1728980340, +3.52, +26.764,    -0.0,  +999.0,   +48.0,  +398.0
1728980940, +3.52, +26.805,    -0.0, +1127.0,   +84.0,  +224.0
1728981540, +3.52, +26.830,    -0.1, +1120.0,   +88.0,  +240.0
1728982140, +3.52, +26.847,    +0.0, +1132.0,   +70.0,  +200.0
1728982740, +3.52, +26.814,    +0.0, +1020.0,   +44.0,  +398.0
1728983340, +3.52, +26.532,    +0.0, +1036.0,   +48.0,  +391.0
1728983940, +3.52, +26.449,    -0.0, +1127.0,   +88.0,  +236.0
1728984540, +3.52, +26.284,    -0.1, +1120.0,   +79.0,  +227.0
1728985140, +3.52, +26.226,    +0.1, +1116.0,   +88.0,  +246.0
1728985740, +3.52, +26.101,    -0.1, +1030.0,   +48.0,  +392.0
1728986340, +3.52, +26.077,    -0.0, +1041.0,   +48.0,  +391.0
1728986940, +3.52, +26.052,    +0.1, +1040.0,   +60.0,  +404.0
1728987540, +3.52, +26.018,    -0.1, +1039.0,   +56.0,  +392.0
1728988140, +3.52, +25.952,    +0.0, +1046.0,   +52.0,  +384.0
1728988740, +3.52, +25.852,    -0.0, +1043.0,   +54.0,  +406.0
1728989340, +3.52, +25.836,    -0.0, +1046.0,   +64.0,  +399.0
1728989940, +3.52, +25.886,    -0.1, +1043.0,   +64.0,  +384.0
1728990540, +3.52, +25.927,    +0.1, +1048.0,   +72.0,  +384.0
1728991140, +3.52, +25.877,    +0.1, +1048.0,   +64.0,  +403.0
1728991740, +3.52, +25.877,    -0.0, +1049.0,   +56.0,  +368.0
1728992340, +3.52, +25.828,    -0.0, +1043.0,   +48.0,  +380.0
1728992940, +3.52, +25.803,    -0.0, +1048.0,   +51.0,  +392.0
1728993540, +3.52, +25.861,    -0.0, +1048.0,   +48.0,  +380.0
1728994140, +3.52, +25.861,    +0.1, +1043.0,   +56.0,  +391.0
1728994740, +3.52, +25.877,    +0.1, +1052.0,   +56.0,  +376.0
1728995340, +3.52, +25.944,    +0.1, +1043.0,   +56.0,  +391.0
1728995940, +3.52, +25.944,    -0.0, +1048.0,   +52.0,  +391.0
1728996540, +3.52, +25.861,    +0.1, +1054.0,   +70.0,  +396.0
1728997140, +3.52, +25.803,    +0.0, +1046.0,   +62.0,  +384.0
1728997740, +3.52, +25.761,    +0.0, +1047.0,   +60.0,  +374.0
1728998340, +3.52, +25.720,    -0.2, +1055.0,   +60.0,  +371.0
1728998940, +3.52, +25.686,    +0.0, +1054.0,   +62.0,  +380.0
1728999540, +3.52, +25.670,    -0.1, +1052.0,   +56.0,  +368.0
1729000140, +3.52, +25.661,    -0.1, +1048.0,   +60.0,  +385.0
1729000740, +3.52, +25.637,    +0.0, +1056.0,   +64.0,  +371.0
1729001340, +3.52, +25.620,    -0.1, +1052.0,   +67.0,  +376.0
1729001940, +3.52, +25.595,    -0.1, +1057.0,   +64.0,  +364.0
1729002540, +3.52, +25.578,    +0.1, +1048.0,   +76.0,  +380.0
1729003140, +3.52, +25.570,    -0.1, +1048.0,   +76.0,  +368.0
1729003740, +3.52, +25.537,    +0.0, +1049.0,   +80.0,  +384.0
1729004340, +3.52, +25.553,    +0.0, +1056.0,   +86.0,  +398.0
1729004940, +3.52, +25.545,    -0.1, +1055.0,   +72.0,  +380.0
1729005540, +3.52, +25.570,    +0.0, +1052.0,   +76.0,  +368.0
1729006140, +3.52, +25.562,    -0.0, +1049.0,   +72.0,  +359.0
1729006740, +3.52, +25.587,    -0.1, +1055.0,   +70.0,  +384.0
1729007340, +3.52, +25.603,    -0.1, +1052.0,   +71.0,  +374.0
1729007940, +3.52, +25.637,    -0.0, +1048.0,   +60.0,  +391.0
1729008540, +3.52, +25.703,    -0.1, +1048.0,   +72.0,  +371.0
1729009140, +3.52, +25.703,    +0.1, +1052.0,   +72.0,  +387.0
1729009740, +3.52, +25.728,    -0.0, +1052.0,   +80.0,  +400.0
1729010340, +3.52, +25.753,    -0.1, +1055.0,   +78.0,  +384.0
1729010940, +3.52, +25.811,    -0.1, +1049.0,   +84.0,  +388.0
1729011540, +3.52, +25.852,    -0.1, +1052.0,   +79.0,  +388.0
1729012140, +3.52, +25.852,    -0.0, +1052.0,   +88.0,  +400.0
1729012740, +3.52, +25.877,    -0.0, +1048.0,   +84.0,  +390.0
1729013340, +3.52, +25.944,    -0.1, +1041.0,   +71.0,  +398.0
1729013940, +3.52, +25.977,    -0.1, +1039.0,   +96.0,  +392.0
1729014540, +3.52, +25.994,    +0.1, +1048.0,   +76.0,  +368.0
1729015140, +3.52, +26.010,    -0.1, +1036.0,   +81.0,  +419.0
1729015740, +3.52, +26.010,    +0.1, +1040.0,   +78.0,  +391.0
1729016340, +3.52, +26.027,    -0.1, +1040.0,   +72.0,  +415.0
1729016940, +3.52, +26.043,    +0.0, +1040.0,   +67.0,  +400.0
1729017540, +3.52, +26.060,    +0.1, +1038.0,   +76.0,  +392.0
1729018140, +3.52, +26.101,    +0.0, +1048.0,   +70.0,  +408.0
1729018740, +3.52, +26.110,    -0.0, +1040.0,   +96.0,  +403.0
1729019340, +3.52, +26.126,    +0.0, +1036.0,   +71.0,  +408.0
