7530-303058
OS REV: 1.08 Sensor Cal: 1706256000 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1725048540, +3.53, +27.672,    -0.0, +1028.0,  +104.0,  +396.0
1725049140, +3.53, +27.721,    -0.0,  +999.0,  +124.0,  +387.0
1725049740, +3.53, +27.729,    -0.2, +1031.0,  +124.0,  +419.0
1725050340, +3.53, +27.787,    -0.2, +1049.0,  +136.0,  +356.0
1725050940, +3.53, +27.770,    -0.1, +1052.0,  +136.0,  +368.0
1725051540, +3.53, +27.803,    -0.1, +1123.0,  +152.0,  +208.0
1725052140, +3.53, +27.836,    -0.1,  +993.0,   +96.0,  +399.0
1725052740, +3.53, +27.869,    -0.1, +1107.0,  +156.0,  +246.0
1725053340, +3.53, +27.894,    +0.0, +1112.0,  +176.0,  +240.0
1725053940, +3.53, +27.894,    +0.0, +1072.0,  +140.0,  +339.0
1725054540, +3.53, +27.885,    -0.0, +1113.0,  +156.0,  +216.0
1725055140, +3.53, +27.877,    +0.1, +1112.0,  +152.0,  +212.0
1725055740, +3.53, +27.885,    -0.1, +1112.0,  +145.0,  +224.0
1725056340, +3.53, +27.894,    -0.1, +1107.0,  +140.0,  +248.0
1725056940, +3.53, +27.894,    -0.0, +1116.0,  +144.0,  +243.0
1725057540, +3.53, +27.943,    -0.1, +1048.0,  +136.0,  +358.0
1725058140, +3.53, +27.992,    +0.0, +1100.0,  +132.0,  +272.0
1725058740, +3.53, +27.959,    +0.0, +1072.0,  +140.0,  +323.0
1725059340, +3.53, +27.976,    -0.0, +1112.0,  +128.0,  +228.0
1725059940, +3.53, +27.968,    +0.0, +1103.0,  +144.0,  +257.0
1725060540, +3.53, +27.992,    -0.1, +1046.0,  +136.0,  +396.0
1725061140, +3.53, +27.935,    -0.0, +1000.0,   +80.0,  +368.0
1725061740, +3.53, +27.811,    -0.1, +1124.0,  +140.0,  +212.0
1725062340, +3.53, +27.787,    +0.1, +1027.0,   +88.0,  +387.0
1725062940, +3.53, +27.811,    +0.1, +1139.0,  +128.0,  +216.0
1725063540, +3.53, +27.853,    +0.1, +1025.0,  +112.0,  +385.0
1725064140, +3.53, +27.861,    -0.0, +1112.0,  +160.0,  +216.0
1725064740, +3.53, +27.894,    +0.1,  +993.0,   +97.0,  +392.0
