7530-303058
OS REV: 1.08 Sensor Cal: 1706256000 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1726788540, +3.53, +29.251,    +0.0, +1006.0,  +124.0,  +432.0
1726789140, +3.53, +29.235,    -0.0,  +999.0,  +124.0,  +440.0
1726789740, +3.53, +29.260,    +0.0, +1070.0,  +160.0,  +328.0
1726790340, +3.53, +29.268,    +0.1, +1112.0,  +176.0,  +227.0
1726790940, +3.53, +29.268,    -0.1, +1000.0,  +120.0,  +406.0
1726791540, +3.53, +29.284,    -0.0, +1113.0,  +192.0,  +224.0
1726792140, +3.53, +29.292,    -0.0, +1102.0,  +270.0,  +211.0
1726792740, +3.53, +29.300,    +0.1,  +993.0,  +110.0,  +396.0
1726793340, +3.53, +29.308,    +0.1, +1120.0,  +160.0,  +232.0
1726793940, +3.53, +29.300,    +0.0, +1118.0,  +152.0,  +243.0
1726794540, +3.53, +29.308,    -0.0, +1032.0,  +166.0,  +420.0
1726795140, +3.53, +29.276,    -0.1, +1116.0,  +224.0,  +215.0
1726795740, +3.53, +29.178,    -0.0, +1000.0,   +92.0,  +392.0
1726796340, +3.53, +29.072,    -0.1, +1103.0,  +131.0,  +240.0
1726796940, +3.53, +28.950,    +0.0, +1084.0,  +102.0,  +294.0
1726797540, +3.54, +28.868,    -0.0, +1127.0,  +100.0,  +212.0
1726798140, +3.53, +28.811,    -0.1, +1116.0,  +120.0,  +216.0
1726798740, +3.53, +28.811,    -0.1, +1072.0,  +120.0,  +326.0
1726799340, +3.54, +28.819,    -0.1, +1118.0,  +132.0,  +240.0
1726799940, +3.53, +28.836,    -0.0, +1094.0,  +124.0,  +292.0
1726800540, +3.54, +28.836,    -0.1, +1072.0,  +112.0,  +344.0
1726801140, +3.53, +28.836,    +0.0, +1075.0,  +120.0,  +328.0
1726801740, +3.53, +28.844,    +0.0, +1116.0,  +128.0,  +240.0
1726802340, +3.53, +28.852,    +0.0, +1105.0,  +168.0,  +240.0
