7530-303058
OS REV: 1.08 Sensor Cal: 1706256000 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1734009540, +3.49, +21.202,    +2.8,  -748.0,  -824.0,  -128.0
1734010140, +3.49, +21.110,    +2.1,  -746.0,  -824.0,  -128.0
1734010740, +3.48, +21.009,    +1.7,  -745.0,  -824.0,  -127.0
1734011340, +3.48, +20.909,    +0.9,  -748.0,  -824.0,  -125.0
1734011940, +3.48, +20.808,    +1.0,  -744.0,  -820.0,  -125.0
1734012540, +3.49, +20.724,    +0.6,  -749.0,  -824.0,  -128.0
1734013140, +3.49, +20.598,    +0.5,  -749.0,  -824.0,  -128.0
1734013740, +3.49, +20.523,    +0.4,  -748.0,  -824.0,  -125.0
1734014340, +3.49, +20.447,    +0.1,  -784.0,  -848.0,  -248.0
1734014940, +3.49, +20.371,    -0.0,  -753.0,  -829.0,  -132.0
1734015540, +3.49, +20.296,    -0.0,  -781.0,  -848.0,  -200.0
1734016140, +3.49, +20.245,    -0.0,  -751.0,  -824.0,  -128.0
1734016740, +3.49, +20.220,    +0.1,  -784.0,  -848.0,  -253.0
1734017340, +3.49, +20.170,    +0.0,  -784.0,  -848.0,  -232.0
1734017940, +3.49, +20.136,    +0.0,  -784.0,  -848.0,  -228.0
1734018540, +3.49, +20.086,    -0.1,  -781.0,  -848.0,  -212.0
1734019140, +3.49, +20.052,    -0.1,  -752.0,  -824.0,  -128.0
1734019740, +3.49, +20.035,    -0.0,  -782.0,  -848.0,  -256.0
1734020340, +3.49, +19.993,    -0.1,  -752.0,  -825.0,  -125.0
1734020940, +3.49, +19.960,    -0.0,  -753.0,  -832.0,  -128.0
1734021540, +3.49, +19.926,    +0.1,  -746.0,  -825.0,  -128.0
1734022140, +3.49, +19.926,    -0.0,  -751.0,  -825.0,  -128.0
1734022740, +3.49, +19.926,    -0.1,  -760.0,  -832.0,  -128.0
1734023340, +3.49, +19.892,    -0.0,  -784.0,  -848.0,  -248.0
1734023940, +3.49, +19.876,    +0.0,  -784.0,  -848.0,  -281.0
1734024540, +3.49, +19.859,    -0.0,  -749.0,  -820.0,  -124.0
1734025140, +3.49, +19.850,    +0.0,  -768.0,  -877.0,  -361.0
1734025740, +3.49, +19.834,    -0.0,  -784.0,  -852.0,  -244.0
1734026340, +3.49, +19.850,    -0.1,  -749.0,  -824.0,  -128.0
1734026940, +3.49, +19.842,    -0.1,  -784.0,  -848.0,  -256.0
1734027540, +3.49, +19.859,    -0.0,  -776.0,  -848.0,  -180.0
1734028140, +3.49, +19.850,    -0.1,  -780.0,  -852.0,  -192.0
1734028740, +3.49, +19.834,    -0.1,  -778.0,  -848.0,  -216.0
1734029340, +3.49, +19.834,    +0.0,  -768.0,  -878.0,  -384.0
1734029940, +3.49, +19.825,    -0.0,  -784.0,  -848.0,  -284.0
1734030540, +3.49, +19.825,    -0.0,  -784.0,  -848.0,  -301.0
1734031140, +3.49, +19.792,    -0.0,  -764.0,  -840.0,  -132.0
1734031740, +3.49, +19.808,    +0.0,  -752.0,  -829.0,  -128.0
1734032340, +3.49, +19.800,    +0.1,  -784.0,  -848.0,  -272.0
1734032940, +3.49, +19.783,    +0.1,  -776.0,  -852.0,  -176.0
1734033540, +3.49, +19.750,    +0.1,  -776.0,  -848.0,  -352.0
1734034140, +3.49, +19.741,    +0.1,  -784.0,  -848.0,  -248.0
1734034740, +3.49, +19.724,    -0.1,  -784.0,  -848.0,  -266.0
1734035340, +3.49, +19.733,    -0.0,  -784.0,  -848.0,  -244.0
1734035940, +3.49, +19.741,    -0.0,  -784.0,  -848.0,  -285.0
1734036540, +3.49, +19.766,    -0.0,  -768.0,  -848.0,  -352.0
1734037140, +3.49, +19.775,    -0.0,  -784.0,  -848.0,  -269.0
1734037740, +3.49, +19.750,    -0.1,  -767.0,  -840.0,  -136.0
1734038340, +3.49, +19.733,    -0.0,  -784.0,  -848.0,  -282.0
1734038940, +3.49, +19.716,    -0.1,  -784.0,  -848.0,  -248.0
1734039540, +3.49, +19.699,    +0.0,  -784.0,  -848.0,  -264.0
1734040140, +3.49, +19.699,    -0.0,  -752.0,  -829.0,  -128.0
1734040740, +3.49, +19.682,    -0.1,  -784.0,  -848.0,  -288.0
1734041340, +3.49, +19.657,    +0.1,  -782.0,  -848.0,  -320.0
1734041940, +3.49, +19.607,    -0.1,  -784.0,  -848.0,  -272.0
1734042540, +3.49, +19.548,    +0.1,  -784.0,  -848.0,  -276.0
1734043140, +3.49, +19.531,    +0.0,  -768.0,  -896.0,  -361.0
1734043740, +3.49, +19.489,    -0.1,  -745.0,  -824.0,  -124.0
1734044340, +3.49, +19.447,    -0.1,  -748.0,  -820.0,  -127.0
1734044940, +3.49, +19.413,    -0.0,  -746.0,  -824.0,  -125.0
1734045540, +3.49, +19.354,    +0.1,  -752.0,  -832.0,  -128.0
1734046140, +3.49, +19.312,    +0.0,  -756.0,  -832.0,  -128.0
1734046740, +3.49, +19.270,    +0.0,  -760.0,  -840.0,  -132.0
1734047340, +3.49, +19.278,    +0.0,  -772.0,  -850.0,  -160.0
1734047940, +3.49, +19.304,    +0.1,  -762.0,  -840.0,  -136.0
1734048540, +3.49, +19.278,    -0.0,  -784.0,  -852.0,  -256.0
1734049140, +3.49, +19.228,    -0.1,  -765.0,  -845.0,  -141.0
1734049740, +3.49, +19.177,    -0.0,  -781.0,  -856.0,  -224.0
1734050340, +3.49, +19.135,    -0.0,  -784.0,  -852.0,  -240.0
1734050940, +3.49, +19.101,    -0.1,  -784.0,  -848.0,  -296.0
1734051540, +3.49, +19.051,    +0.1,  -784.0,  -848.0,  -252.0
1734052140, +3.49, +18.975,    +0.0,  -781.0,  -848.0,  -292.0
1734052740, +3.48, +18.916,    +0.0,  -776.0,  -848.0,  -344.0
1734053340, +3.48, +18.849,    +0.0,  -753.0,  -832.0,  -128.0
1734053940, +3.48, +18.832,    +0.0,  -765.0,  -845.0,  -141.0
1734054540, +3.48, +18.823,    +0.0,  -768.0,  -845.0,  -141.0
1734055140, +3.49, +18.790,    +0.0,  -746.0,  -824.0,  -125.0
1734055740, +3.49, +18.764,    +0.1,  -768.0,  -848.0,  -144.0
1734056340, +3.48, +18.747,    -0.1,  -784.0,  -848.0,  -256.0
1734056940, +3.48, +18.705,    -0.0,  -768.0,  -872.0,  -380.0
1734057540, +3.48, +18.688,    -0.1,  -746.0,  -820.0,  -125.0
1734058140, +3.48, +18.680,    -0.0,  -756.0,  -840.0,  -128.0
1734058740, +3.48, +18.663,    -0.1,  -780.0,  -852.0,  -200.0
1734059340, +3.48, +18.629,    -0.0,  -762.0,  -847.0,  -136.0
1734059940, +3.48, +18.604,    -0.0,  -784.0,  -848.0,  -240.0
