7530-303058
OS REV: 1.08 Sensor Cal: 1706256000 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1718001540, +3.53, +22.526,   +24.9, +1097.0,  +108.0,  +248.0
1718002140, +3.53, +22.534,   +25.7, +1100.0,  +104.0,  +252.0
1718002740, +3.53, +22.542,   +27.0, +1096.0,  +112.0,  +252.0
1718003340, +3.53, +22.551,   +29.4, +1094.0,   +92.0,  +268.0
1718003940, +3.53, +22.551,   +32.8, +1094.0,   +88.0,  +275.0
1718004540, +3.53, +22.551,   +34.8, +1096.0,  +108.0,  +256.0
1718005140, +3.53, +22.567,   +22.2, +1100.0,  +102.0,  +252.0
1718005740, +3.53, +22.567,   +43.2, +1075.0,  +104.0,  +307.0
1718006340, +3.53, +22.601,   +22.1, +1076.0,   +86.0,  +310.0
1718006940, +3.53, +22.618,   +41.2, +1065.0,   +71.0,  +327.0
1718007540, +3.53, +22.659,   +39.0, +1004.0,   +67.0,  +366.0
1718008140, +3.53, +22.676,   +42.9, +1025.0,   +67.0,  +372.0
1718008740, +3.53, +22.718,   +36.9, +1004.0,   +62.0,  +366.0
1718009340, +3.53, +22.751,   +39.2, +1070.0,   +64.0,  +312.0
1718009940, +3.53, +22.785,   +36.0, +1004.0,   +54.0,  +366.0
1718010540, +3.53, +22.777,   +30.5, +1004.0,   +70.0,  +366.0
1718011140, +3.53, +22.743,   +42.0, +1078.0,   +96.0,  +300.0
1718011740, +3.53, +22.760,   +44.0, +1006.0,   +56.0,  +371.0
1718012340, +3.53, +22.751,   +47.0, +1007.0,   +48.0,  +368.0
1718012940, +3.53, +22.760,   +48.1, +1096.0,  +102.0,  +243.0
1718013540, +3.53, +22.760,   +55.4, +1038.0,   +79.0,  +366.0
1718014140, +3.53, +22.751,   +60.2, +1080.0,   +83.0,  +312.0
1718014740, +3.53, +22.768,   +59.7, +1084.0,   +67.0,  +304.0
1718015340, +3.53, +22.760,   +58.6, +1027.0,   +68.0,  +374.0
1718015940, +3.53, +22.760,   +58.4, +1097.0,   +96.0,  +256.0
1718016540, +3.53, +22.751,   +51.6, +1016.0,   +64.0,  +376.0
1718017140, +3.53, +22.768,   +33.0, +1004.0,   +56.0,  +380.0
1718017740, +3.53, +22.768,   +28.7, +1006.0,   +48.0,  +380.0
1718018340, +3.53, +22.777,   +28.2, +1016.0,   +68.0,  +380.0
1718018940, +3.53, +22.785,   +46.4, +1004.0,   +56.0,  +374.0
1718019540, +3.53, +22.810,   +42.6, +1004.0,   +54.0,  +374.0
1718020140, +3.53, +22.818,   +41.6, +1080.0,   +99.0,  +304.0
1718020740, +3.53, +22.810,   +40.2, +1001.0,   +70.0,  +374.0
1718021340, +3.53, +22.818,   +43.0, +1000.0,   +55.0,  +375.0
1718021940, +3.53, +22.835,   +44.7, +1072.0,   +80.0,  +326.0
1718022540, +3.53, +22.843,   +19.7, +1008.0,   +54.0,  +376.0
1718023140, +3.53, +22.843,   +48.0, +1075.0,   +88.0,  +324.0
1718023740, +3.53, +22.869,   +39.4, +1075.0,   +88.0,  +318.0
1718024340, +3.53, +22.877,   +35.8,  +999.0,   +60.0,  +371.0
1718024940, +3.53, +22.910,   +29.9, +1000.0,   +62.0,  +371.0
1718025540, +3.53, +22.961,   +31.0, +1134.0,   +88.0,  +184.0
1718026140, +3.53, +23.002,   +31.8, +1120.0,   +97.0,  +204.0
1718026740, +3.53, +23.036,   +26.8, +1001.0,   +60.0,  +369.0
1718027340, +3.53, +23.027,   +27.5, +1132.0,   +96.0,  +184.0
1718027940, +3.53, +23.027,    +8.6, +1120.0,  +113.0,  +184.0
1718028540, +3.53, +23.061,   +23.3, +1103.0,   +96.0,  +243.0
1718029140, +3.53, +23.052,   +16.8, +1006.0,   +62.0,  +371.0
1718029740, +3.53, +23.027,   +16.3,  +999.0,   +60.0,  +376.0
1718030340, +3.53, +23.002,    +7.0, +1064.0,   +80.0,  +342.0
1718030940, +3.53, +22.994,   +13.2, +1004.0,   +52.0,  +369.0
1718031540, +3.53, +23.011,   +11.6, +1123.0,   +88.0,  +195.0
1718032140, +3.53, +23.002,    +9.0, +1124.0,  +108.0,  +184.0
1718032740, +3.53, +22.986,    +7.6, +1139.0,   +96.0,  +176.0
1718033340, +3.53, +22.986,    +6.0, +1142.0,   +71.0,  +191.0
1718033940, +3.53, +22.994,    +4.3, +1060.0,   +71.0,  +350.0
1718034540, +3.53, +23.002,    +3.1, +1132.0,   +88.0,  +180.0
1718035140, +3.53, +23.002,    +2.1, +1024.0,   +72.0,  +371.0
1718035740, +3.53, +23.011,    +1.5, +1136.0,   +80.0,  +176.0
1718036340, +3.53, +23.011,    +1.1, +1112.0,   +99.0,  +220.0
1718036940, +3.53, +23.002,    +1.0, +1144.0,   +56.0,  +207.0
1718037540, +3.53, +23.002,    +0.4, +1107.0,  +102.0,  +232.0
1718038140, +3.53, +23.019,    +0.1, +1112.0,  +112.0,  +216.0
1718038740, +3.53, +23.019,    +0.1, +1139.0,   +80.0,  +176.0
1718039340, +3.53, +23.036,    -0.1, +1142.0,   +72.0,  +182.0
1718039940, +3.53, +23.036,    +0.1, +1136.0,   +80.0,  +176.0
1718040540, +3.53, +23.036,    -0.0, +1006.0,   +39.0,  +376.0
1718041140, +3.53, +23.019,    +0.1, +1144.0,   +72.0,  +176.0
1718041740, +3.53, +23.011,    +0.0, +1129.0,   +92.0,  +188.0
1718042340, +3.53, +23.002,    -0.1, +1142.0,   +67.0,  +176.0
1718042940, +3.53, +22.986,    -0.1, +1000.0,   +48.0,  +384.0
1718043540, +3.53, +22.961,    -0.0, +1000.0,   +55.0,  +368.0
1718044140, +3.53, +22.952,    +0.0, +1100.0,   +96.0,  +256.0
1718044740, +3.53, +22.944,    -0.0, +1139.0,   +78.0,  +184.0
1718045340, +3.53, +22.935,    -0.1, +1055.0,   +71.0,  +355.0
1718045940, +3.53, +22.910,    +0.1, +1136.0,   +89.0,  +176.0
1718046540, +3.53, +22.919,    -0.0, +1137.0,   +78.0,  +184.0
1718047140, +3.53, +22.919,    -0.0, +1144.0,   +67.0,  +204.0
1718047740, +3.53, +22.902,    +0.0, +1032.0,   +67.0,  +376.0
1718048340, +3.53, +22.894,    +0.0,  +999.0,   +51.0,  +385.0
1718048940, +3.53, +22.885,    -0.0, +1116.0,  +104.0,  +216.0
1718049540, +3.53, +22.869,    -0.0, +1000.0,   +56.0,  +380.0
1718050140, +3.53, +22.843,    -0.0, +1000.0,   +64.0,  +374.0
1718050740, +3.53, +22.852,    -0.0, +1001.0,   +60.0,  +380.0
1718051340, +3.53, +22.860,    +0.1, +1081.0,   +88.0,  +307.0
1718051940, +3.53, +22.852,    +0.0,  +999.0,   +63.0,  +376.0
1718052540, +3.53, +22.860,    -0.1, +1004.0,   +60.0,  +380.0
1718053140, +3.53, +22.860,    -0.1, +1140.0,   +80.0,  +176.0
1718053740, +3.53, +22.877,    +0.2, +1000.0,   +60.0,  +384.0
1718054340, +3.53, +22.818,    +0.1, +1000.0,   +63.0,  +380.0
1718054940, +3.53, +22.651,    +0.1, +1043.0,   +72.0,  +380.0
1718055540, +3.53, +22.551,    -0.0, +1032.0,   +71.0,  +387.0
1718056140, +3.53, +22.467,    -0.0, +1081.0,   +88.0,  +312.0
1718056740, +3.53, +22.425,    -0.1, +1127.0,   +99.0,  +195.0
1718057340, +3.53, +22.400,    +0.1, +1000.0,   +62.0,  +380.0
1718057940, +3.53, +22.392,    -0.0, +1102.0,   +99.0,  +263.0
1718058540, +3.53, +22.358,    -0.1,  +999.0,   +60.0,  +384.0
1718059140, +3.53, +22.342,    +0.0, +1100.0,  +104.0,  +270.0
1718059740, +3.53, +22.342,    -0.0, +1111.0,  +104.0,  +232.0
1718060340, +3.53, +22.333,    -0.0, +1112.0,  +108.0,  +232.0
1718060940, +3.53, +22.300,    -0.0, +1136.0,   +92.0,  +188.0
1718061540, +3.53, +22.275,    -0.1,  +999.0,   +67.0,  +382.0
1718062140, +3.53, +22.241,    -0.1, +1040.0,   +71.0,  +380.0
1718062740, +3.53, +22.233,    -0.1, +1100.0,  +108.0,  +256.0
1718063340, +3.53, +22.291,    -0.0, +1096.0,   +96.0,  +272.0
1718063940, +3.53, +22.300,    +0.1, +1103.0,  +108.0,  +252.0
1718064540, +3.53, +22.291,    +0.1, +1006.0,   +64.0,  +384.0
1718065140, +3.53, +22.325,    -0.1, +1095.0,  +108.0,  +264.0
1718065740, +3.53, +22.367,    +0.0, +1120.0,  +112.0,  +196.0
1718066340, +3.53, +22.367,    +0.0, +1094.0,   +99.0,  +275.0
1718066940, +3.53, +22.350,    +0.0, +1126.0,  +112.0,  +195.0
1718067540, +3.53, +22.392,    +0.0, +1104.0,  +112.0,  +248.0
1718068140, +3.53, +22.434,    +0.0, +1102.0,  +108.0,  +252.0
1718068740, +3.53, +22.542,    -0.0, +1063.0,   +83.0,  +348.0
1718069340, +3.53, +22.484,    -0.0, +1096.0,  +104.0,  +268.0
1718069940, +3.53, +22.400,    -0.1, +1100.0,  +100.0,  +256.0
1718070540, +3.53, +22.316,    +0.0, +1134.0,   +96.0,  +188.0
1718071140, +3.53, +22.300,    -0.1, +1127.0,  +104.0,  +192.0
1718071740, +3.53, +22.325,    -0.0, +1004.0,   +70.0,  +380.0
1718072340, +3.53, +22.417,    -0.0, +1134.0,   +99.0,  +184.0
1718072940, +3.53, +22.442,    -0.0, +1094.0,   +99.0,  +276.0
1718073540, +3.53, +22.392,    +0.1, +1096.0,  +108.0,  +262.0
1718074140, +3.53, +22.316,    +0.3, +1006.0,   +60.0,  +388.0
1718074740, +3.53, +22.375,    +0.5, +1128.0,   +99.0,  +192.0
1718075340, +3.53, +22.375,    +0.6, +1100.0,  +104.0,  +256.0
1718075940, +3.53, +22.450,    +0.9, +1100.0,   +96.0,  +262.0
1718076540, +3.53, +22.475,    +1.6, +1127.0,  +104.0,  +192.0
1718077140, +3.53, +22.526,    +1.4, +1096.0,  +100.0,  +259.0
1718077740, +3.53, +22.593,    +1.6, +1088.0,   +96.0,  +291.0
1718078340, +3.53, +22.593,    +2.4, +1100.0,   +96.0,  +262.0
1718078940, +3.53, +22.567,    +2.1, +1096.0,  +104.0,  +265.0
1718079540, +3.53, +22.567,    +3.7, +1100.0,  +102.0,  +262.0
1718080140, +3.53, +22.609,    +2.6, +1102.0,  +104.0,  +256.0
1718080740, +3.53, +22.659,    +4.7, +1024.0,   +71.0,  +380.0
1718081340, +3.53, +22.676,    +7.6, +1024.0,   +67.0,  +376.0
1718081940, +3.53, +22.718,    +5.9, +1084.0,   +96.0,  +295.0
1718082540, +3.53, +22.743,    +7.7, +1065.0,   +84.0,  +340.0
1718083140, +3.53, +22.760,    +9.1, +1008.0,   +62.0,  +380.0
1718083740, +3.53, +22.810,    +4.3, +1001.0,   +64.0,  +376.0
1718084340, +3.53, +22.827,    +9.5, +1004.0,   +64.0,  +380.0
1718084940, +3.53, +22.843,   +10.0, +1000.0,   +62.0,  +376.0
1718085540, +3.53, +22.860,   +10.7, +1020.0,   +70.0,  +384.0
1718086140, +3.53, +22.869,   +11.4,  +999.0,   +60.0,  +376.0
1718086740, +3.53, +22.860,   +11.9,  +999.0,   +64.0,  +380.0
1718087340, +3.53, +22.877,   +12.7, +1075.0,   +84.0,  +326.0
1718087940, +3.53, +22.877,    +8.4, +1089.0,   +96.0,  +284.0
